,Name,Projection,Salary,Position,DPP
0,OdellBeckhamJr,17.733,9000.0,WR,507.528336999
1,JulianEdelman,16.8625,8000.0,WR,474.425500371
2,JulioJones,16.181,9100.0,WR,562.387985909
3,DeAndreHopkins,15.2455,9200.0,WR,603.456757732
4,AntonioBrown,15.127,8300.0,WR,548.687776823
5,AJGreen,14.429,,,
6,KeenanAllen,14.3325,8100.0,WR,565.149136578
7,SteveSmith,14.2975,6900.0,WR,482.601853471
8,DemaryiusThomas,14.205,,,
9,AlshonJeffery,13.434,,,
10,TYHilton,13.4095,7700.0,WR,574.219769566
11,RandallCobb,13.33,,,
12,LarryFitzgerald,13.2695,7800.0,WR,587.814160292
13,PercyHarvin,13.1515,,,
14,JeremyMaclin,13.048,6900.0,WR,528.816676885
15,CalvinJohnson,13.0045,8400.0,WR,645.930254912
16,MartavisBryant,12.8295,6900.0,WR,537.822986087
17,BrandonMarshall,12.5585,8200.0,WR,652.944221046
18,EmmanuelSanders,12.1375,,,
19,AllenRobinson,11.986,,,
20,EricDecker,11.93,6200.0,WR,519.698239732
21,JarvisLandry,11.676,7100.0,WR,608.084960603
22,MarvinJones,11.4885,,,
23,VincentJackson,11.0705,6800.0,WR,614.245065715
24,JohnBrown,11.03,6700.0,WR,607.434270172
25,DonteMoncrief,10.981,6500.0,WR,591.931518077
26,TorreySmith,10.8655,,,
27,AllenHurns,10.743,,,
28,MikeEvans,10.6995,7500.0,WR,700.967334922
29,MikeWallace,10.675,5400.0,WR,505.854800937
30,NateWashington,10.5765,4900.0,WR,463.291258923
31,MichaelCrabtree,10.5465,5900.0,WR,559.427298156
32,TavonAustin,10.402,5800.0,WR,557.585079792
33,TravisBenjamin,10.3245,6600.0,WR,639.256138312
34,JamesJones,10.2435,,,
35,JermaineKearse,10.172,,,
36,RuebenRandle,9.786,5700.0,WR,582.464745555
37,JordanMatthews,9.742,6600.0,WR,677.478957093
38,KendallWright,9.6175,5700.0,WR,592.669612685
39,GoldenTate,9.6015,6700.0,WR,697.807634224
40,KennyStills,9.517,5000.0,WR,525.375643585
41,AndreJohnson,9.4095,5700.0,WR,605.77076359
42,PierreGarcon,9.4035,6100.0,WR,648.694634976
43,BrandinCooks,9.1795,6700.0,WR,729.887248761
44,DannyAmendola,9.058,5400.0,WR,596.158092294
45,CecilShorts,9.0535,5400.0,WR,596.454409897
46,MarquessWilson,9.019,,,
47,RishardMatthews,8.927,6400.0,WR,716.926179008
48,KamarAiken,8.8685,5600.0,WR,631.448384732
49,AnquanBoldin,8.823,,,
50,RileyCooper,8.6245,5300.0,WR,614.528378457
51,SammyWatkins,8.597,,,
52,EddieRoyal,8.5735,,,
53,RoddyWhite,8.4985,5500.0,WR,647.173030535
54,DougBaldwin,8.4505,,,
55,LouisMurphy,8.4315,5000.0,WR,593.014291644
56,MichaelFloyd,8.111,4900.0,WR,604.117864628
57,DwayneHarris,7.9565,5000.0,WR,628.417017533
58,JeremyKerley,7.854,4900.0,WR,623.885918004
59,TerranceWilliams,7.839,5900.0,WR,752.647021304
60,BrianHartline,7.462,5000.0,WR,670.061645671
61,MalcomFloyd,7.3345,5400.0,WR,736.246506238
62,LanceMoore,7.303,5400.0,WR,739.422155279
63,ColeBeasley,7.301,5200.0,WR,712.231201205
64,HarryDouglas,7.2215,4700.0,WR,650.834314201
65,JariusWright,7.14,4900.0,WR,686.274509804
66,StedmanBailey,7.085,4900.0,WR,691.601976006
67,MarqiseLee,7.027,,,
68,TedGinnJr,7.0215,5300.0,WR,754.824467706
69,ChrisHogan,6.924,,,
70,KennyBritt,6.898,5200.0,WR,753.841693244
71,MilesAustin,6.8475,5200.0,WR,759.401241329
72,MarquesColston,6.618,5100.0,WR,770.625566636
73,MohamedSanu,6.4985,,,
74,LeonardHankerson,6.455,5700.0,WR,883.036405887
75,DarriusHeywardBey,6.3635,4900.0,WR,770.016500354
76,SteveJohnson,6.299,5700.0,WR,904.905540562
77,RobertWoods,6.246,,,
78,BrianQuick,6.212,4800.0,WR,772.698003863
79,PhillyBrown,6.1405,,,
80,AndreCaldwell,6.0655,,,
81,AndrewHawkins,5.9565,4800.0,WR,805.842357089
82,CharlesJohnson,5.669,4700.0,WR,829.070382784
83,JustinHunter,5.6545,4800.0,WR,848.881421876
84,TaylorGabriel,5.475,4900.0,WR,894.97716895
85,AndreHolmes,5.1695,5100.0,WR,986.555759745
86,BrandonTate,5.0435,,,
87,GregJennings,4.999,4500.0,WR,900.180036007
88,MarlonBrown,4.858,4500.0,WR,926.307122273
89,BriceButler,4.8395,4700.0,WR,971.174708131
90,MarkusWheaton,4.7605,4800.0,WR,1008.29744775
91,JasonAvant,4.6945,4500.0,WR,958.56853765
92,CordarrellePatterson,4.5815,4500.0,WR,982.211066245
93,JerrichoCotchery,4.44,4600.0,WR,1036.03603604
94,JordanNorwood,4.2835,,,
95,BrentonBersin,4.155,,,
96,KeshawnMartin,4.0225,4500.0,WR,1118.7072716
97,AndreRoberts,3.989,4700.0,WR,1178.24016044
98,JeremyRoss,3.974,4500.0,WR,1132.36034222
99,RicardoLockette,3.9575,,,
100,ChrisGivens,3.4,4500.0,WR,1323.52941176
101,DezBryant,,8300.0,WR,
102,AmariCooper,,7300.0,WR,
103,WillieSnead,,6500.0,WR,
104,BrandonLaFell,,6500.0,WR,
105,JamisonCrowder,,5800.0,WR,
106,StefonDiggs,,5800.0,WR,
107,DeSeanJackson,,5600.0,WR,
108,JoshHuff,,5300.0,WR,
