,Name,Projection,Salary,Position,DPP
0,DevontaFreeman,22.0045,8700.0,RB,395.373673567
1,LeVeonBell,17.888,8900.0,RB,497.540250447
2,MattForte,16.088,,,
3,ArianFoster,15.818,8600.0,RB,543.684410166
4,JamaalCharles,15.5055,,,
5,JustinForsett,14.748,7100.0,RB,481.421209656
6,DeMarcoMurray,14.477,7600.0,RB,524.970643089
7,MarkIngram,14.438,7600.0,RB,526.388696495
8,AdrianPeterson,13.9745,8900.0,RB,636.874306773
9,ChrisIvory,13.881,,,
10,LeSeanMcCoy,13.113,,,
11,LeGarretteBlount,12.7985,6800.0,RB,531.312263156
12,DougMartin,12.493,7200.0,RB,576.322740735
13,LataviusMurray,11.949,7000.0,RB,585.823081429
14,RonnieHillman,11.9035,,,
15,TheoRiddick,11.858,5200.0,RB,438.522516445
16,LamarMiller,11.6825,6700.0,RB,573.507382838
17,MarshawnLynch,11.627,,,
18,GiovaniBernard,11.456,,,
19,FrankGore,11.1225,7100.0,RB,638.345695662
20,CJAnderson,11.05,,,
21,JonathanStewart,10.5905,6700.0,RB,632.642462584
22,ChrisJohnson,10.2235,6900.0,RB,674.915635546
23,CarlosHyde,10.1985,,,
24,RashadJennings,10.195,6300.0,RB,617.949975478
25,JosephRandle,10.173,6800.0,RB,668.436056227
26,JeremyHill,10.136,,,
27,IsaiahCrowell,9.782,6000.0,RB,613.371498671
28,DannyWoodhead,9.658,6000.0,RB,621.246634914
29,CharlesSims,9.395,5700.0,RB,606.705694518
30,DionLewis,9.3175,7000.0,RB,751.274483499
31,RyanMathews,9.0875,5600.0,RB,616.231086657
32,JamesStarks,8.9685,,,
33,AndreEllington,8.7035,5200.0,RB,597.460791636
34,EddieLacy,8.6965,,,
35,ZacStacy,8.641,4900.0,RB,567.063997223
36,ShaneVereen,8.6375,5600.0,RB,648.335745297
37,JoiqueBell,8.2425,5500.0,RB,667.273278738
38,RoyHelu,8.144,5700.0,RB,699.901768173
39,FredJackson,7.48,,,
40,DeAngeloWilliams,7.377,5300.0,RB,718.449234106
41,BennyCunningham,6.7585,5400.0,RB,798.993859584
42,AhmadBradshaw,6.666,5300.0,RB,795.079507951
43,RobertTurbin,6.617,4700.0,RB,710.291672964
44,CJSpiller,6.573,5300.0,RB,806.328921345
45,DenardRobinson,6.4235,,,
46,LanceDunbar,6.4045,,,
47,JonasGray,6.396,5000.0,RB,781.738586617
48,TobyGerhart,6.3295,,,
49,JonathanGrimes,6.3225,4500.0,RB,711.743772242
50,ChrisPolk,6.291,4800.0,RB,762.994754411
51,DarrenMcFadden,6.251,6000.0,RB,959.846424572
52,AlfredBlue,6.238,5000.0,RB,801.538954793
53,AlfredMorris,6.23,5600.0,RB,898.876404494
54,KhiryRobinson,6.053,4800.0,RB,792.995208987
55,MarcelReece,5.9575,4800.0,RB,805.707091901
56,BrandenOliver,5.6115,4700.0,RB,837.565713267
57,BishopSankey,5.602,5300.0,RB,946.090681899
58,AnthonyDixon,5.344,,,
59,MattAsiata,5.241,4700.0,RB,896.775424537
60,BruceMiller,5.1785,,,
61,AndreWilliams,4.913,5400.0,RB,1099.12477102
62,DarrenSproles,4.8945,5500.0,RB,1123.71028706
63,StepfanTaylor,4.7245,4500.0,RB,952.4817441
64,DexterMcCluster,4.606,5200.0,RB,1128.96222319
65,ReggieBush,4.4445,,,
66,TreMason,4.238,5300.0,RB,1250.5899009
67,BilalPowell,4.0605,5200.0,RB,1280.63046423
68,DeAnthonyThomas,4.0535,,,
69,KnileDavis,4.024,5300.0,RB,1317.09741551
70,ChristineMichael,3.955,5600.0,RB,1415.92920354
71,DanHerron,3.8615,,,
72,LorenzoTaliaferro,3.8575,4900.0,RB,1270.25275437
73,DamienWilliams,3.646,5400.0,RB,1481.07515085
74,FozzyWhittaker,3.306,,,
75,JerickMcKinnon,3.166,5000.0,RB,1579.27984839
76,JuwanThompson,3.0655,,,
77,JamizeOlawale,2.96383333333,,,
78,TaiwanJones,2.743,4500.0,RB,1640.53955523
79,MikeTolbert,2.713,4800.0,RB,1769.25912274
80,KyleJuszczyk,2.6325,4500.0,RB,1709.4017094
81,JacquizzRodgers,2.438,,,
82,ShaunDraughn,2.3485,4500.0,RB,1916.11667022
83,BernardPierce,2.324,,,
84,JohnKuhn,2.024,,,
85,AnthonySherman,1.8015,,,
86,DarrelYoung,1.698,4500.0,RB,2650.17667845
87,PatrickDiMarco,1.1545,4500.0,RB,3897.79125162
88,JeromeFelton,0.7515,,,
89,TylerClutts,0.5655,,,
90,ChristopherIvory,,7800.0,RB,
91,ToddGurley,,7400.0,RB,
92,MelvinGordon,,6500.0,RB,
93,CharcandrickWest,,5900.0,RB,
94,AmeerAbdullah,,5700.0,RB,
