"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"11615","QB","Joe","Webb","0","2","4800","NO@CAR","CAR","NO","","","",""
"28202","RB","Jeremy","Langford","4.1","2","4700","CHI@SEA","CHI","SEA","","","",""
"29593","WR","Marqise","Lee","4.9","1","4700","JAC@NE","JAC","NE","P","Hamstring","",""
"33137","WR","Justin","Hardy","0","0","4700","ATL@DAL","ATL","DAL","NA","","",""
"47640","RB","Branden","Oliver","1.4","2","4700","SD@MIN","SD","MIN","","","",""
"26498","WR","Stedman","Bailey","3.9","2","4700","PIT@STL","STL","PIT","","","",""
"31280","K","Cody","Parkey","5.5","2","4700","PHI@NYJ","PHI","NYJ","","","",""
"22762","WR","Chris","Owusu","3.8","2","4700","PHI@NYJ","NYJ","PHI","NA","Knee","",""
"44449","WR","Willie","Snead","8.6","2","4700","NO@CAR","NO","CAR","","","",""
"12546","D","Arizona","Cardinals","11.5","2","4700","SF@ARI","ARI","SF","","","",""
"39445","WR","Brice","Butler","0","1","4700","ATL@DAL","DAL","ATL","","","",""
"22336","WR","Josh","Bellamy","5.7","2","4700","CHI@SEA","CHI","SEA","","","",""
"24569","K","Chandler","Catanzaro","7","2","4700","SF@ARI","ARI","SF","","","",""
"6810","K","Dan","Carpenter","6.5","2","4700","BUF@MIA","BUF","MIA","P","Abdomen","",""
"10744","K","Graham","Gano","8","2","4700","NO@CAR","CAR","NO","","","",""
"7831","K","Sebastian","Janikowski","8","2","4700","OAK@CLE","OAK","CLE","","","",""
"11766","TE","Jeff","Cumberland","0","2","4700","PHI@NYJ","NYJ","PHI","","","",""
"30733","WR","Cordarrelle","Patterson","0.3","2","4700","SD@MIN","MIN","SD","","","",""
"25886","WR","Devin","Street","1.2","2","4700","ATL@DAL","DAL","ATL","","","",""
"6672","TE","Marcedes","Lewis","0","2","4700","JAC@NE","JAC","NE","","","",""
"29734","WR","Ty","Montgomery","2.9","2","4700","KC@GB","GB","KC","","","",""
"6682","TE","Owen","Daniels","2.5","2","4700","DEN@DET","DEN","DET","","","",""
"12541","D","New England","Patriots","9","2","4700","JAC@NE","NE","JAC","","","",""
"22110","K","Blair","Walsh","5.5","2","4700","SD@MIN","MIN","SD","","","",""
"33465","RB","Theo","Riddick","7.9","2","4700","DEN@DET","DET","DEN","","","",""
"11577","WR","Riley","Cooper","2","2","4700","PHI@NYJ","PHI","NYJ","","","",""
"28080","WR","Devin","Funchess","1.7","2","4700","NO@CAR","CAR","NO","","","",""
"6688","WR","Jerricho","Cotchery","7.1","2","4700","NO@CAR","CAR","NO","O","Ankle","",""
"14394","TE","Virgil","Green","4.1","2","4700","DEN@DET","DEN","DET","","","",""
"24862","WR","Rashad","Greene","7","2","4700","JAC@NE","JAC","NE","IR","Thumb","",""
"14369","RB","Jordan","Todman","0.6","2","4700","PIT@STL","PIT","STL","","","",""
"6768","WR","Eddie","Royal","4.5","2","4700","CHI@SEA","CHI","SEA","Q","Hip","",""
"22048","RB","Robert","Turbin","4.2","16","4700","OAK@CLE","CLE","OAK","NA","Ankle","",""
"6782","K","Matt","Prater","4","2","4700","DEN@DET","DET","DEN","","","",""
"6642","K","Nick","Folk","8","2","4600","PHI@NYJ","NYJ","PHI","","","",""
"14240","TE","Lance","Kendricks","6.6","2","4600","PIT@STL","STL","PIT","","","",""
"14301","RB","Kendall","Hunter","0","0","4600","SF@ARI","SF","ARI","","","",""
"28502","WR","Devin","Smith","0","0","4600","PHI@NYJ","NYJ","PHI","P","Ribs","",""
"47953","WR","Lucky","Whitehead","0","2","4600","ATL@DAL","DAL","ATL","","","",""
"8117","WR","Danny","Amendola","3.6","2","4600","JAC@NE","NE","JAC","","","",""
"12553","D","Carolina","Panthers","12.5","2","4600","NO@CAR","CAR","NO","","","",""
"12555","D","Baltimore","Ravens","7.5","2","4600","CIN@BAL","BAL","CIN","","","",""
"33714","K","Cairo","Santos","8","2","4600","KC@GB","KC","GB","","","",""
"44351","WR","L.T.","Smith","0","0","4600","IND@TEN","IND","TEN","","","",""
"22228","TE","Chase","Ford","3.9","11","4600","SD@MIN","MIN","SD","NA","","",""
"29827","TE","Joseph","Fauria","2.6","7","4600","SF@ARI","ARI","SF","","","",""
"6904","WR","Devin","Hester","5.9","16","4600","ATL@DAL","ATL","DAL","NA","Toe","",""
"6896","WR","Greg","Jennings","2.2","2","4600","BUF@MIA","MIA","BUF","","","",""
"6676","K","Josh","Scobee","5.5","2","4600","PIT@STL","PIT","STL","","","",""
"22108","RB","Vick","Ballard","0","0","4600","IND@TEN","IND","TEN","","","",""
"12539","D","Miami","Dolphins","7.5","2","4600","BUF@MIA","MIA","BUF","","","",""
"12533","D","Green Bay","Packers","5.5","2","4600","KC@GB","GB","KC","","","",""
"11538","TE","Garrett","Graham","3.6","2","4600","TB@HOU","HOU","TB","","","",""
"12529","D","Cleveland","Browns","10.5","2","4600","OAK@CLE","CLE","OAK","","","",""
"12528","D","Cincinnati","Bengals","10.5","2","4600","CIN@BAL","CIN","BAL","","","",""
"12531","D","Denver","Broncos","18.5","2","4600","DEN@DET","DEN","DET","","","",""
"11556","TE","Michael","Hoomanawanui","0","2","4600","JAC@NE","NE","JAC","NA","","",""
"6702","K","Phil","Dawson","6.5","2","4600","SF@ARI","SF","ARI","","","",""
"28144","TE","Dion","Sims","0","1","4600","BUF@MIA","MIA","BUF","D","Concussion","",""
"6767","K","Ryan","Succop","4","2","4600","IND@TEN","TEN","IND","","","",""
"22000","RB","LaMichael","James","0","1","4500","BUF@MIA","MIA","BUF","","","",""
"47828","RB","Antonio","Andrews","0.5","4","4500","IND@TEN","TEN","IND","P","Hamstring","",""
"6567","TE","David","Johnson","0","2","4500","SD@MIN","SD","MIN","","","",""
"30598","TE","Rory","Anderson","0","0","4500","SF@ARI","SF","ARI","IR","Ankle","",""
"21990","WR","Ryan","Broyles","0.7","5","4500","DEN@DET","DET","DEN","","","",""
"33037","WR","Kenbrell","Thompkins","2.7","14","4500","JAC@NE","NE","JAC","","","",""
"61247","TE","Joe Don","Duncan","0","0","4500","DEN@DET","DEN","DET","","","",""
"64104","RB","Terrell","Watson","0","0","4500","CIN@BAL","CIN","BAL","","","",""
"22800","RB","Derrick","Coleman","0.4","2","4500","CHI@SEA","SEA","CHI","","","",""
"30635","RB","Mike","Davis","2.8","1","4500","SF@ARI","SF","ARI","","","",""
"34154","WR","Jamarcus","Nelson","-1","2","4500","SF@ARI","ARI","SF","O","Shoulder","",""
"26343","WR","Corey","Fuller","0","2","4500","DEN@DET","DET","DEN","","","",""
"27199","RB","Marcus","Murphy","0","2","4500","NO@CAR","NO","CAR","","","",""
"64014","WR","Avius","Capers","0","0","4500","NO@CAR","CAR","NO","","","",""
"30667","TE","Justice","Cunningham","0","0","4500","PIT@STL","STL","PIT","","","",""
"30709","WR","Bruce","Ellington","1.5","1","4500","SF@ARI","SF","ARI","Q","Ankle","",""
"22849","TE","Cory","Harkey","0","2","4500","PIT@STL","STL","PIT","","","",""
"6597","TE","Craig","Stevens","0.9","2","4500","IND@TEN","TEN","IND","","","",""
"6595","TE","Matt","Spaeth","0","2","4500","PIT@STL","PIT","STL","","","",""
"6622","WR","Eric","Weems","0","2","4500","ATL@DAL","ATL","DAL","","","",""
"64042","RB","LaVance","Taylor","0","0","4500","KC@GB","KC","GB","","","",""
"64045","WR","Trent","Steelman","0","0","4500","CIN@BAL","BAL","CIN","","","",""
"64046","WR","Ed","Williams","0","0","4500","KC@GB","GB","KC","","","",""
"14230","RB","Ryan","Williams","0","0","4500","ATL@DAL","DAL","ATL","","","",""
"62985","WR","Jeret","Smith","0","0","4500","KC@GB","KC","GB","","","",""
"28346","TE","Maxx","Williams","1.7","2","4500","CIN@BAL","BAL","CIN","","","",""
"15178","RB","Chase","Reynolds","0","1","4500","PIT@STL","STL","PIT","NA","Knee","",""
"27378","RB","Trey","Millard","0","0","4500","SF@ARI","SF","ARI","","","",""
"28311","TE","MarQueis","Gray","0","2","4500","BUF@MIA","BUF","MIA","","","",""
"14265","WR","Austin","Pettis","4.8","5","4500","SD@MIN","SD","MIN","","","",""
"29540","RB","Terron","Ward","0.7","2","4500","ATL@DAL","ATL","DAL","","","",""
"6422","TE","Gary","Barnidge","3.8","2","4500","OAK@CLE","CLE","OAK","","","",""
"22938","WR","Rod","Streater","1.3","1","4500","OAK@CLE","OAK","CLE","NA","","",""
"27338","RB","Rex","Burkhead","2.1","2","4500","CIN@BAL","CIN","BAL","","","",""
"14253","WR","Greg","Little","1.9","6","4500","CIN@BAL","CIN","BAL","NA","","",""
"55536","WR","Tyler","McDonald","0","0","4500","BUF@MIA","MIA","BUF","","","",""
"33232","RB","Dominique","Brown","0","0","4500","PIT@STL","PIT","STL","","","",""
"23023","TE","Cooper","Helfet","0","2","4500","CHI@SEA","SEA","CHI","","","",""
"14297","WR","Greg","Salas","2.9","10","4500","DEN@DET","DET","DEN","","","",""
"33242","WR","Kai","De La Cruz","0","0","4500","BUF@MIA","MIA","BUF","","","",""
"28408","WR","Kyle","Prater","0","0","4500","NO@CAR","NO","CAR","","","",""
"14302","WR","Kris","Durham","2.1","4","4500","OAK@CLE","OAK","CLE","","","",""
"14274","TE","Rob","Housler","0","2","4500","OAK@CLE","CLE","OAK","","","",""
"14277","WR","Vincent","Brown","2.5","7","4500","IND@TEN","IND","TEN","","","",""
"15121","WR","Chris","Matthews","1.6","2","4500","CHI@SEA","SEA","CHI","","","",""
"30591","WR","Ace","Sanders","1","12","4500","JAC@NE","JAC","NE","","","",""
"11870","WR","Seyi","Ajirotutu","0","1","4500","PHI@NYJ","PHI","NYJ","P","Elbow","",""
"22991","RB","Jonathan","Grimes","5.6","2","4500","TB@HOU","HOU","TB","Q","Knee","",""
"64160","WR","Arthur","Williams","0","0","4500","PHI@NYJ","NYJ","PHI","","","",""
"14304","TE","Luke","Stocker","0","2","4500","TB@HOU","TB","HOU","","","",""
"26199","WR","Jarrod","West","0","0","4500","PIT@STL","PIT","STL","","","",""
"27266","WR","Quincy","Enunwa","1.6","2","4500","PHI@NYJ","NYJ","PHI","","","",""
"27269","RB","Braylon","Heard","0","0","4500","PIT@STL","PIT","STL","","","",""
"54782","TE","Cameron","Brate","0.4","5","4500","TB@HOU","TB","HOU","","","",""
"7394","TE","Brandon","Pettigrew","0","1","4500","DEN@DET","DET","DEN","O","Hamstring","",""
"54753","WR","Taylor","Gabriel","1.6","2","4500","OAK@CLE","CLE","OAK","","","",""
"25561","WR","Michael","Campanaro","0.7","2","4500","CIN@BAL","BAL","CIN","","","",""
"12903","WR","Andrew","Hawkins","4.9","2","4500","OAK@CLE","CLE","OAK","","","",""
"30385","WR","Marlon","Brown","2.9","2","4500","CIN@BAL","BAL","CIN","","","",""
"31329","WR","Russell","Shepard","0.6","2","4500","TB@HOU","TB","HOU","","","",""
"15006","RB","Shaun","Draughn","0.2","2","4500","OAK@CLE","CLE","OAK","","","",""
"30403","WR","Chris","Conley","0","2","4500","KC@GB","KC","GB","","","",""
"30414","WR","Michael","Bennett","0","0","4500","CIN@BAL","CIN","BAL","","","",""
"6388","WR","Jason","Avant","0","2","4500","KC@GB","KC","GB","","","",""
"44791","RB","Bronson","Hill","0","0","4500","CHI@SEA","CHI","SEA","","","",""
"39411","TE","Gavin","Escobar","4.2","2","4500","ATL@DAL","DAL","ATL","","","",""
"27445","WR","Jalen","Saunders","-0.1","9","4500","CHI@SEA","CHI","SEA","","","",""
"29340","WR","Josh","Huff","3","2","4500","PHI@NYJ","PHI","NYJ","NA","Hamstring","",""
"31241","WR","Sammie","Coates","0","0","4500","PIT@STL","PIT","STL","","","",""
"29357","RB","Kenjon","Barner","0","0","4500","PHI@NYJ","PHI","NYJ","","","",""
"28487","TE","Jeff","Heuerman","0","0","4500","DEN@DET","DEN","DET","IR","Knee","",""
"27403","TE","Blake","Bell","0.8","2","4500","SF@ARI","SF","ARI","P","Back","",""
"29351","WR","De'Anthony","Thomas","1.3","2","4500","KC@GB","KC","GB","P","Calf","",""
"54663","WR","Seantavius","Jones","0","1","4500","NO@CAR","NO","CAR","","","",""
"30249","WR","Frankie","Hammond","0.4","16","4500","KC@GB","KC","GB","","","",""
"64487","WR","Adam","Drake","0","0","4500","KC@GB","KC","GB","","","",""
"44560","TE","Alex","Bayer","0","6","4500","SD@MIN","SD","MIN","","","",""
"54623","WR","Jeff","Janis","0","2","4500","KC@GB","GB","KC","","","",""
"7244","RB","John","Kuhn","0","2","4500","KC@GB","GB","KC","","","",""
"32418","RB","Christine","Michael","1.9","10","4500","ATL@DAL","DAL","ATL","","","",""
"25420","RB","Tony","Creecy","0","0","4500","JAC@NE","NE","JAC","","","",""
"30259","WR","Solomon","Patton","0.3","7","4500","DEN@DET","DEN","DET","","","",""
"32429","K","Josh","Lambo","8.5","2","4500","SD@MIN","SD","MIN","","","",""
"44670","TE","Deon","Butler","0","0","4500","DEN@DET","DET","DEN","","","",""
"30297","TE","Trey","Burton","0","2","4500","PHI@NYJ","PHI","NYJ","P","Shoulder","",""
"22754","TE","Garrett","Celek","3.8","2","4500","SF@ARI","SF","ARI","","","",""
"46001","RB","Joey","Iosefa","0","0","4500","TB@HOU","TB","HOU","","","",""
"33007","TE","Blake","Annen","0","5","4500","NO@CAR","NO","CAR","","","",""
"33981","TE","Eric","Frohnapfel","0","0","4500","SD@MIN","SD","MIN","","","",""
"32045","TE","Vance","McDonald","0.5","2","4500","SF@ARI","SF","ARI","Q","Knee","",""
"62628","WR","DeAndre","Carter","0","0","4500","OAK@CLE","OAK","CLE","","","",""
"62631","RB","Gus","Johnson","0","0","4500","ATL@DAL","DAL","ATL","","","",""
"24797","RB","Juwan","Thompson","0","2","4500","DEN@DET","DEN","DET","","","",""
"14837","WR","Jeremy","Ross","2.8","16","4500","CIN@BAL","BAL","CIN","","","",""
"39615","TE","Brandon","Williams","0","2","4500","NO@CAR","CAR","NO","","","",""
"30108","WR","Marquess","Wilson","4.2","2","4500","CHI@SEA","CHI","SEA","P","Shoulder","",""
"25775","TE","Clive","Walford","0.8","2","4500","OAK@CLE","OAK","CLE","","","",""
"32000","TE","Luke","Willson","2.3","2","4500","CHI@SEA","SEA","CHI","Q","Back","",""
"14815","WR","Joseph","Morgan","0","1","4500","NO@CAR","NO","CAR","","","",""
"25783","RB","Mike","James","0.3","11","4500","TB@HOU","TB","HOU","","","",""
"62619","K","Andrew","Franks","7.5","2","4500","BUF@MIA","MIA","BUF","","","",""
"62616","RB","Zach","Zenner","0.3","2","4500","DEN@DET","DET","DEN","","","",""
"38517","RB","Dreamius","Smith","0","0","4500","SD@MIN","SD","MIN","","","",""
"33541","K","Kyle","Brindza","9","2","4500","TB@HOU","TB","HOU","","","",""
"60745","K","Jason","Myers","8","2","4500","JAC@NE","JAC","NE","","","",""
"31036","WR","Kevin","Norwood","0","1","4500","NO@CAR","CAR","NO","","","",""
"27771","WR","Cody","Latimer","0","2","4500","DEN@DET","DEN","DET","","","",""
"48344","WR","Albert","Wilson","2","2","4500","KC@GB","KC","GB","P","Shoulder","",""
"12544","D","New York","Jets","15.5","2","4500","PHI@NYJ","NYJ","PHI","","","",""
"11488","TE","Ed","Dickson","0.7","2","4500","NO@CAR","CAR","NO","","","",""
"22447","WR","Griff","Whalen","0","2","4500","IND@TEN","IND","TEN","","","",""
"62508","TE","James","O'Shaughnessy","3.2","2","4500","KC@GB","KC","GB","","","",""
"62510","TE","Nick","Boyle","0","2","4500","CIN@BAL","BAL","CIN","","","",""
"62505","TE","MyCole","Pruitt","0","2","4500","SD@MIN","MIN","SD","","","",""
"60800","RB","Jarryd","Hayne","0.4","2","4500","SF@ARI","SF","ARI","","","",""
"31207","TE","C.J.","Uzomah","0","0","4500","CIN@BAL","CIN","BAL","NA","","",""
"29994","K","Travis","Coons","4","2","4500","OAK@CLE","CLE","OAK","","","",""
"14704","WR","Chris","Hogan","0.8","2","4500","BUF@MIA","BUF","MIA","","","",""
"39428","RB","Kyle","Juszczyk","2.7","2","4500","CIN@BAL","BAL","CIN","","","",""
"39427","WR","Quinton","Patton","2.3","2","4500","SF@ARI","SF","ARI","","","",""
"6951","TE","James","Casey","0","2","4500","DEN@DET","DEN","DET","","","",""
"25654","RB","Tommy","Bohanon","0.1","2","4500","PHI@NYJ","NYJ","PHI","","","",""
"31188","TE","Chris","Gragg","1.4","10","4500","BUF@MIA","BUF","MIA","","","",""
"14683","RB","Patrick","DiMarco","1.2","2","4500","ATL@DAL","ATL","DAL","","","",""
"39512","RB","Kendall","Gaskins","0","0","4500","SF@ARI","SF","ARI","","","",""
"14629","WR","Ricardo","Lockette","0","2","4500","CHI@SEA","SEA","CHI","","","",""
"32234","RB","Malcolm","Brown","0","0","4500","PIT@STL","STL","PIT","","","",""
"24589","WR","Jaron","Brown","5.2","2","4500","SF@ARI","ARI","SF","","","",""
"44361","RB","Jawon","Chisholm","0","0","4500","PIT@STL","PIT","STL","","","",""
"32243","WR","Marquise","Goodwin","0.6","10","4500","BUF@MIA","BUF","MIA","O","Ribs","",""
"14645","WR","Dontrelle","Inman","0","1","4500","SD@MIN","SD","MIN","","","",""
"7001","TE","Kellen","Davis","0","2","4500","PHI@NYJ","NYJ","PHI","","","",""
"14649","TE","Kyle","Miller","0","1","4500","SD@MIN","SD","MIN","","","",""
"62534","TE","Brian","Parker","0","0","4500","KC@GB","KC","GB","","","",""
"9442","WR","Brandon","Tate","0","2","4500","CIN@BAL","CIN","BAL","","","",""
"39539","TE","Brian","Leonhardt","1","12","4500","OAK@CLE","OAK","CLE","","","",""
"31109","K","Zach","Hocker","7.5","2","4500","NO@CAR","NO","CAR","","","",""
"27878","RB","Mark","Weisman","0","0","4500","CIN@BAL","CIN","BAL","","","",""
"39521","WR","Da'Rick","Rogers","0","0","4500","KC@GB","KC","GB","","","",""
"28936","WR","Kenzel","Doe","0","0","4500","PIT@STL","PIT","STL","","","",""
"11648","TE","Jim","Dray","0.9","2","4500","OAK@CLE","CLE","OAK","","","",""
"6809","WR","Brian","Hartline","1.5","2","4500","OAK@CLE","CLE","OAK","","","",""
"25052","RB","Zach","Laskey","0","0","4500","PIT@STL","STL","PIT","","","",""
"27908","TE","C.J.","Fiedorowicz","2.2","2","4500","TB@HOU","HOU","TB","Q","Knee","",""
"11671","RB","Erik","Lorig","1.2","10","4500","NO@CAR","NO","CAR","","","",""
"63858","WR","AJ","Cruz","0","0","4500","CHI@SEA","CHI","SEA","","","",""
"44163","WR","James","Butler","0","0","4500","KC@GB","GB","KC","","","",""
"22235","RB","Jeremy","Stewart","0.6","6","4500","DEN@DET","DEN","DET","","","",""
"23055","TE","Brandon","Bostick","0.6","13","4500","SF@ARI","ARI","SF","","","",""
"26038","TE","Tyler","Kroft","0","2","4500","CIN@BAL","CIN","BAL","","","",""
"25079","WR","Stefon","Diggs","0","0","4500","SD@MIN","MIN","SD","NA","","",""
"6828","RB","Tim","Hightower","0","0","4500","NO@CAR","NO","CAR","","","",""
"22258","RB","Travaris","Cadet","0.7","1","4500","JAC@NE","NE","JAC","NA","","",""
"39859","TE","Jack","Doyle","0","2","4500","IND@TEN","IND","TEN","","","",""
"23076","RB","Jorvorskie","Lane","0","2","4500","TB@HOU","TB","HOU","","","",""
"6823","TE","John","Phillips","0","2","4500","SD@MIN","SD","MIN","","","",""
"22144","WR","Tommy","Streeter","0","2","4500","BUF@MIA","MIA","BUF","","","",""
"30775","WR","Justin","Hunter","3","2","4500","IND@TEN","TEN","IND","","","",""
"11718","WR","David","Nelson","1.8","6","4500","PIT@STL","PIT","STL","IR","Undisclosed","",""
"26074","TE","Tim","Wright","0","1","4500","DEN@DET","DET","DEN","","","",""
"22177","WR","Junior","Hemingway","1.2","14","4500","KC@GB","KC","GB","","","",""
"7856","WR","Matthew","Slater","0","2","4500","JAC@NE","NE","JAC","","","",""
"22181","TE","David","Paulson","0","0","4500","SD@MIN","SD","MIN","","","",""
"7870","TE","Benjamin","Watson","2.8","2","4500","NO@CAR","NO","CAR","","","",""
"22185","RB","Brad","Smelley","0","0","4500","PIT@STL","STL","PIT","","","",""
"22198","WR","Brittan","Golden","0","0","4500","SF@ARI","ARI","SF","","","",""
"59424","TE","Taylor","Sloat","0","0","4500","TB@HOU","TB","HOU","","","",""
"12526","D","Buffalo","Bills","5.5","2","4500","BUF@MIA","BUF","MIA","","","",""
"6684","WR","Jacoby","Jones","0","1","4500","SD@MIN","SD","MIN","O","Ankle","",""
"65926","TE","Anthony","Ezeakunne","0","0","4500","OAK@CLE","CLE","OAK","","","",""
"29728","RB","Ricky","Seale","0","0","4500","BUF@MIA","BUF","MIA","","","",""
"6660","RB","Donald","Brown","4.5","13","4500","SD@MIN","SD","MIN","","","",""
"12538","D","St Louis","Rams","9.5","2","4500","PIT@STL","STL","PIT","","","",""
"12535","D","Indianapolis","Colts","2","2","4500","IND@TEN","IND","TEN","","","",""
"11543","TE","Clay","Harbor","0","2","4500","JAC@NE","JAC","NE","","","",""
"65962","TE","Dan","Light","0","0","4500","DEN@DET","DEN","DET","","","",""
"7801","TE","Brandon","Myers","0","2","4500","TB@HOU","TB","HOU","","","",""
"22123","TE","James","Hanna","0","1","4500","ATL@DAL","DAL","ATL","P","Knee","",""
"39716","WR","Adam","Thielen","0","2","4500","SD@MIN","MIN","SD","","","",""
"11557","RB","John","Conner","1","12","4500","BUF@MIA","BUF","MIA","","","",""
"6694","WR","Joshua","Cribbs","1.4","6","4500","IND@TEN","IND","TEN","","","",""
"14406","RB","Bruce","Miller","0.6","2","4500","SF@ARI","SF","ARI","","","",""
"29725","TE","Levine","Toilolo","0.5","2","4500","ATL@DAL","ATL","DAL","","","",""
"29723","RB","Stepfan","Taylor","0","2","4500","SF@ARI","ARI","SF","","","",""
"22029","RB","Bernard","Pierce","0.7","2","4500","JAC@NE","JAC","NE","","","",""
"11594","RB","Anthony","Dixon","3.1","2","4500","BUF@MIA","BUF","MIA","","","",""
"6742","TE","Brent","Celek","0.6","2","4500","PHI@NYJ","PHI","NYJ","","","",""
"7706","TE","Chase","Coffman","6.2","1","4500","IND@TEN","TEN","IND","","","",""
"57348","RB","Glenn","Winston","0","5","4500","OAK@CLE","CLE","OAK","O","Knee","",""
"22042","TE","Evan","Rodriguez","0","1","4500","TB@HOU","TB","HOU","","","",""
"14372","WR","Aldrick","Robinson","0.2","5","4500","CIN@BAL","BAL","CIN","","","",""
"22034","WR","Chris","Givens","0.6","2","4500","PIT@STL","STL","PIT","","","",""
"10531","WR","Jordan","Norwood","3.2","2","4500","DEN@DET","DEN","DET","","","",""
"22063","WR","Keshawn","Martin","0.7","16","4500","JAC@NE","NE","JAC","","","",""
"11622","WR","Trindon","Holliday","1.7","2","4500","OAK@CLE","OAK","CLE","","","",""
"14361","TE","Richard","Gordon","0","5","4500","KC@GB","KC","GB","","","",""
"6783","WR","Lance","Moore","1.8","2","4500","DEN@DET","DET","DEN","","","",""
"33488","TE","Troy","Niklas","0","2","4500","SF@ARI","ARI","SF","","","",""
"28694","TE","Jesse","James","0","0","4500","PIT@STL","PIT","STL","NA","","",""
"14338","WR","Denarius","Moore","1.6","10","4500","CIN@BAL","CIN","BAL","","","",""
"6753","WR","Andre","Caldwell","0.9","2","4500","DEN@DET","DEN","DET","","","",""
"14336","RB","Jacquizz","Rodgers","1.2","2","4500","CHI@SEA","CHI","SEA","","","",""
"7718","RB","Cedric","Peerman","0","2","4500","CIN@BAL","CIN","BAL","","","",""
"22065","TE","Rhett","Ellison","0.4","2","4500","SD@MIN","MIN","SD","","","",""
"11635","WR","Marc","Mariani","0","2","4500","CHI@SEA","CHI","SEA","","","",""
"14349","WR","Jeremy","Kerley","0","2","4500","PHI@NYJ","NYJ","PHI","","","",""
"12545","D","Philadelphia","Eagles","6.5","2","4400","PHI@NYJ","PHI","NYJ","","","",""
"12547","D","Pittsburgh","Steelers","4.5","2","4400","PIT@STL","PIT","STL","","","",""
"12548","D","San Diego","Chargers","4.5","2","4400","SD@MIN","SD","MIN","","","",""
"12540","D","Minnesota","Vikings","7","2","4400","SD@MIN","MIN","SD","","","",""
"12542","D","New Orleans","Saints","4","2","4400","NO@CAR","NO","CAR","","","",""
"12532","D","Detroit","Lions","8","2","4400","DEN@DET","DET","DEN","","","",""
"12549","D","San Francisco","49ers","5","2","4300","SF@ARI","SF","ARI","","","",""
"12525","D","Atlanta","Falcons","4.5","2","4300","ATL@DAL","ATL","DAL","","","",""
"12537","D","Oakland","Raiders","2.5","2","4300","OAK@CLE","OAK","CLE","","","",""
"12536","D","Kansas City","Chiefs","10.5","2","4300","KC@GB","KC","GB","","","",""
"12530","D","Dallas","Cowboys","10.5","2","4300","ATL@DAL","DAL","ATL","","","",""
"12534","D","Tennessee","Titans","8.5","2","4200","IND@TEN","TEN","IND","","","",""
"12551","D","Tampa Bay","Buccaneers","6.5","2","4100","TB@HOU","TB","HOU","","","",""
"12554","D","Jacksonville","Jaguars","5","2","4000","JAC@NE","JAC","NE","","","",""
"12527","D","Chicago","Bears","-0.5","2","4000","CHI@SEA","CHI","SEA","","","",""
