"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"32415","QB","Johnny","Manziel","12.4","2","6500","CLE@STL","CLE","STL","P","Elbow","",""
"44449","WR","Willie","Snead","10.1","6","6500","NO@IND","NO","IND","","","",""
"11495","WR","Brandon","LaFell","10.9","16","6500","NYJ@NE","NE","NYJ","NA","Foot","",""
"8118","QB","Michael","Vick","6.3","5","6500","PIT@KC","PIT","KC","Q","Hamstring","",""
"28900","RB","Melvin","Gordon","6.5","6","6500","OAK@SD","SD","OAK","Q","Ankle","",""
"24849","QB","Jameis","Winston","15.6","5","6500","TB@WAS","TB","WAS","","","",""
"21959","QB","Brandon","Weeden","9.6","4","6400","DAL@NYG","DAL","NYG","","","",""
"6914","TE","Greg","Olsen","13.5","5","6400","PHI@CAR","CAR","PHI","","","",""
"22163","WR","Rishard","Matthews","13.2","5","6400","HOU@MIA","MIA","HOU","","","",""
"7778","QB","Matt","Cassel","0","1","6400","DAL@NYG","DAL","NYG","","","",""
"22027","QB","Nick","Foles","12.3","5","6400","CLE@STL","STL","CLE","","","",""
"14267","QB","Ryan","Mallett","7.6","6","6300","HOU@MIA","HOU","MIA","","","",""
"8052","RB","Rashad","Jennings","9.1","6","6300","DAL@NYG","NYG","DAL","","","",""
"22038","QB","Kirk","Cousins","13.2","6","6300","TB@WAS","WAS","TB","","","",""
"11501","WR","Eric","Decker","13.7","4","6200","NYJ@NE","NYJ","NE","Q","Knee","",""
"6831","QB","Matt","Hasselbeck","15.8","2","6100","NO@IND","IND","NO","","","",""
"6687","QB","Mark","Sanchez","16.7","9","6100","PHI@CAR","PHI","CAR","","","",""
"6774","WR","Pierre","Garcon","10.6","6","6100","TB@WAS","WAS","TB","","","",""
"33076","TE","Travis","Kelce","11.4","6","6000","PIT@KC","KC","PIT","P","Face","",""
"54684","RB","Isaiah","Crowell","9.3","6","6000","CLE@STL","CLE","STL","","","",""
"27405","QB","Landry","Jones","14.6","1","6000","PIT@KC","PIT","KC","","","",""
"9421","RB","Danny","Woodhead","12.4","6","6000","OAK@SD","SD","OAK","","","",""
"7806","RB","Darren","McFadden","7","5","6000","DAL@NYG","DAL","NYG","","","",""
"6422","TE","Gary","Barnidge","14.1","6","5900","CLE@STL","CLE","STL","P","Ankle","",""
"54687","RB","Charcandrick","West","1.5","6","5900","PIT@KC","KC","PIT","","","",""
"31421","QB","Zach","Mettenberger","1.2","2","5900","ATL@TEN","TEN","ATL","","","",""
"9392","WR","Michael","Crabtree","10.3","5","5900","OAK@SD","OAK","SD","","","",""
"31836","WR","Terrance","Williams","8.3","5","5900","DAL@NYG","DAL","NYG","","","",""
"26458","WR","Tavon","Austin","12.5","5","5800","CLE@STL","STL","CLE","Q","Hamstring","",""
"24755","WR","Jamison","Crowder","6.7","6","5800","TB@WAS","WAS","TB","","","",""
"8051","QB","Luke","McCown","1.9","6","5800","NO@IND","NO","IND","","","",""
"7965","TE","Antonio","Gates","19.9","2","5800","OAK@SD","SD","OAK","Q","Knee","",""
"25079","WR","Stefon","Diggs","14.1","2","5800","MIN@DET","MIN","DET","","","",""
"21999","WR","Rueben","Randle","8.4","6","5700","DAL@NYG","NYG","DAL","P","Hamstring","",""
"27229","RB","Ameer","Abdullah","7.6","6","5700","MIN@DET","DET","MIN","","","",""
"21957","WR","Kendall","Wright","10.2","5","5700","ATL@TEN","TEN","ATL","","","",""
"7645","WR","Steve","Johnson","10.4","4","5700","OAK@SD","SD","OAK","Q","Hamstring","",""
"14283","WR","Leonard","Hankerson","8.7","6","5700","ATL@TEN","ATL","TEN","Q","Ribs","",""
"14305","RB","Roy","Helu","3.9","4","5700","OAK@SD","OAK","SD","","","",""
"7053","QB","Matt","Flynn","-0.2","7","5700","NYJ@NE","NYJ","NE","","","",""
"8071","QB","Dan","Orlovsky","10.6","1","5700","MIN@DET","DET","MIN","","","",""
"31871","RB","Charles","Sims","10.4","5","5700","TB@WAS","TB","WAS","","","",""
"6681","WR","Andre","Johnson","6.1","6","5700","NO@IND","IND","NO","P","Rest","",""
"21941","QB","Robert","Griffin III","10.4","9","5600","TB@WAS","WAS","TB","","","",""
"6641","TE","Jason","Witten","10.4","5","5600","DAL@NYG","DAL","NYG","","","",""
"14245","RB","Shane","Vereen","8","6","5600","DAL@NYG","NYG","DAL","","","",""
"30244","RB","Matt","Jones","8.4","5","5600","TB@WAS","WAS","TB","P","Toe","",""
"32418","RB","Christine","Michael","0.3","2","5600","DAL@NYG","DAL","NYG","","","",""
"14905","WR","Kamar","Aiken","7.6","6","5600","BAL@ARI","BAL","ARI","","","",""
"11425","RB","Ryan","Mathews","8.4","6","5600","PHI@CAR","PHI","CAR","","","",""
"25837","RB","Duke","Johnson","8.8","6","5600","CLE@STL","CLE","STL","","","",""
"22113","RB","Alfred","Morris","5.8","6","5600","TB@WAS","WAS","TB","","","",""
"6739","WR","DeSean","Jackson","0","1","5600","TB@WAS","WAS","TB","O","Hamstring","",""
"6618","WR","Roddy","White","4.2","6","5500","ATL@TEN","ATL","TEN","Q","Knee","",""
"26141","QB","Ryan","Nassib","0.5","4","5500","DAL@NYG","NYG","DAL","","","",""
"14292","TE","Jordan","Cameron","6.7","5","5500","HOU@MIA","MIA","HOU","","","",""
"7972","RB","Darren","Sproles","7.5","6","5500","PHI@CAR","PHI","CAR","","","",""
"11712","RB","Joique","Bell","4.9","3","5500","MIN@DET","DET","MIN","Q","Ankle","",""
"6863","TE","Delanie","Walker","10.4","4","5500","ATL@TEN","TEN","ATL","","","",""
"28677","QB","Matt","McGloin","10.7","1","5500","OAK@SD","OAK","SD","","","",""
"8803","QB","Chase","Daniel","2.6","3","5400","PIT@KC","KC","PIT","","","",""
"47828","RB","Antonio","Andrews","9.5","3","5400","ATL@TEN","TEN","ATL","","","",""
"6607","WR","Mike","Wallace","8.5","5","5400","MIN@DET","MIN","DET","","","",""
"22848","QB","Austin","Davis","11.7","10","5400","CLE@STL","CLE","STL","","","",""
"14307","WR","Cecil","Shorts","9.4","5","5400","HOU@MIA","HOU","MIA","O","Hamstring","",""
"27441","RB","Damien","Williams","2.8","5","5400","HOU@MIA","MIA","HOU","","","",""
"30298","TE","Jordan","Reed","11","4","5400","TB@WAS","WAS","TB","Q","Concussion","",""
"62616","RB","Zach","Zenner","1.4","6","5400","MIN@DET","DET","MIN","IR","Chest","",""
"8117","WR","Danny","Amendola","7","5","5400","NYJ@NE","NE","NYJ","","","",""
"39649","RB","Benny","Cunningham","5.6","5","5400","CLE@STL","STL","CLE","","","",""
"25694","RB","Andre","Williams","3.5","6","5400","DAL@NYG","NYG","DAL","","","",""
"7952","WR","Malcom","Floyd","7.5","6","5400","OAK@SD","SD","OAK","","","",""
"6808","QB","Matt","Moore","0.3","2","5400","HOU@MIA","MIA","HOU","P","Nose","",""
"24891","RB","Chris","Thompson","7.4","6","5400","TB@WAS","WAS","TB","P","Neck","",""
"6783","WR","Lance","Moore","7.1","6","5400","MIN@DET","DET","MIN","","","",""
"6627","WR","Ted","Ginn Jr.","9.4","5","5300","PHI@CAR","CAR","PHI","","","",""
"6497","RB","Ahmad","Bradshaw","2.1","1","5300","NO@IND","IND","NO","","","",""
"31261","RB","Tre","Mason","2.1","4","5300","CLE@STL","STL","CLE","Q","Ankle","",""
"29340","WR","Josh","Huff","5","5","5300","PHI@CAR","PHI","CAR","P","Knee","",""
"31073","RB","Knile","Davis","2.2","6","5300","PIT@KC","KC","PIT","","","",""
"11419","RB","C.J.","Spiller","6.5","5","5300","NO@IND","NO","IND","","","",""
"62497","RB","David","Johnson","10.6","6","5300","BAL@ARI","ARI","BAL","","","",""
"25607","RB","Josh","Harris","0.3","5","5300","PIT@KC","PIT","KC","","","",""
"27776","RB","Tevin","Coleman","4.9","4","5300","ATL@TEN","ATL","TEN","","","",""
"29991","RB","Bishop","Sankey","7.8","5","5300","ATL@TEN","TEN","ATL","","","",""
"7870","TE","Benjamin","Watson","8.2","6","5300","NO@IND","NO","IND","","","",""
"6679","QB","Matt","Schaub","0.1","11","5300","BAL@ARI","BAL","ARI","","","",""
"11577","WR","Riley","Cooper","6.3","6","5300","PHI@CAR","PHI","CAR","Q","Knee","",""
"6732","RB","DeAngelo","Williams","7.6","6","5300","PIT@KC","PIT","KC","","","",""
"6580","TE","Heath","Miller","5.6","6","5200","PIT@KC","PIT","KC","","","",""
"6535","WR","Kenny","Britt","6","5","5200","CLE@STL","STL","CLE","","","",""
"14198","QB","Christian","Ponder","6.7","2","5200","OAK@SD","OAK","SD","","","",""
"14320","RB","Bilal","Powell","5.9","5","5200","NYJ@NE","NYJ","NE","O","Ankle","",""
"46882","RB","Jay","Ajayi","0","0","5200","HOU@MIA","MIA","HOU","IR","Ribs","",""
"6387","WR","Miles","Austin","3.8","6","5200","PHI@CAR","PHI","CAR","","","",""
"6373","QB","Derek","Anderson","8.4","6","5200","PHI@CAR","CAR","PHI","","","",""
"11454","RB","Dexter","McCluster","6.8","5","5200","ATL@TEN","TEN","ATL","P","Illness","",""
"47294","RB","Terrence","Franks","0","0","5200","CLE@STL","STL","CLE","","","",""
"25813","WR","Phillip","Dorsett","4.2","6","5200","NO@IND","IND","NO","","","",""
"24682","RB","Andre","Ellington","10.3","3","5200","BAL@ARI","ARI","BAL","","","",""
"16923","TE","Austin","Seferian-Jenkins","14.7","2","5200","TB@WAS","TB","WAS","Q","Shoulder","",""
"22288","WR","Cole","Beasley","6.1","5","5200","DAL@NYG","DAL","NYG","","","",""
"21123","TE","Larry","Donnell","7.1","6","5200","DAL@NYG","NYG","DAL","","","",""
"7919","QB","Kellen","Clemens","6.5","1","5200","OAK@SD","SD","OAK","","","",""
"7761","TE","Jared","Cook","4.9","5","5200","CLE@STL","STL","CLE","","","",""
"7744","QB","Drew","Stanton","-0.1","2","5200","BAL@ARI","ARI","BAL","","","",""
"33465","RB","Theo","Riddick","9.7","6","5200","MIN@DET","DET","MIN","Q","Groin","",""
"29645","RB","Javorius","Allen","2.8","6","5100","BAL@ARI","BAL","ARI","","","",""
"21971","TE","Coby","Fleener","5.7","6","5100","NO@IND","IND","NO","","","",""
"44952","RB","Dri","Archer","0","6","5100","PIT@KC","PIT","KC","","","",""
"41807","RB","Michael","Dyer","0","0","5100","OAK@SD","OAK","SD","","","",""
"25272","TE","Eric","Ebron","9.4","4","5100","MIN@DET","DET","MIN","P","Knee","",""
"6645","WR","Marques","Colston","5.8","5","5100","NO@IND","NO","IND","Q","Shoulder","",""
"54741","WR","Seth","Roberts","4.7","5","5100","OAK@SD","OAK","SD","","","",""
"25410","QB","Mike","Glennon","15.9","6","5100","TB@WAS","TB","WAS","","","",""
"14761","WR","Andre","Holmes","2.7","5","5100","OAK@SD","OAK","SD","","","",""
"12546","D","Arizona","Cardinals","11.2","6","5100","BAL@ARI","ARI","BAL","","","",""
"14645","WR","Dontrelle","Inman","3.9","5","5100","OAK@SD","SD","OAK","","","",""
"7900","K","Stephen","Gostkowski","13.2","5","5100","NYJ@NE","NE","NYJ","","","",""
"6844","QB","Shaun","Hill","10.8","9","5100","MIN@DET","MIN","DET","","","",""
"6664","TE","Jacob","Tamme","6.5","5","5100","ATL@TEN","ATL","TEN","","","",""
"27134","WR","Dorial","Green-Beckham","4.8","5","5100","ATL@TEN","TEN","ATL","","","",""
"22047","TE","Ladarius","Green","11","5","5100","OAK@SD","SD","OAK","","","",""
"14344","QB","T.J.","Yates","1.6","1","5100","ATL@TEN","ATL","TEN","","","",""
"22004","TE","Dwayne","Allen","3.9","4","5000","NO@IND","IND","NO","","","",""
"29683","WR","Nelson","Agholor","2.5","5","5000","PHI@CAR","PHI","CAR","O","Ankle","",""
"14237","TE","Kyle","Rudolph","6.3","5","5000","MIN@DET","MIN","DET","","","",""
"45723","TE","Crockett","Gillmore","9.2","4","5000","BAL@ARI","BAL","ARI","","","",""
"33260","WR","DeVante","Parker","1.4","5","5000","HOU@MIA","MIA","HOU","","","",""
"27457","WR","Kenny","Stills","5.1","5","5000","HOU@MIA","MIA","HOU","Q","Back","",""
"39373","WR","Jaelen","Strong","9.7","2","5000","HOU@MIA","HOU","MIA","","","",""
"34014","WR","Aaron","Dobson","4.9","3","5000","NYJ@NE","NE","NYJ","","","",""
"54608","RB","Jerick","McKinnon","1.4","5","5000","MIN@DET","MIN","DET","","","",""
"14952","K","Dan","Bailey","7.4","5","5000","DAL@NYG","DAL","NYG","","","",""
"54604","QB","Jimmy","Garoppolo","-0.2","2","5000","NYJ@NE","NE","NYJ","","","",""
"22774","RB","Jonas","Gray","3","3","5000","HOU@MIA","MIA","HOU","","","",""
"31406","RB","Alfred","Blue","5.4","6","5000","HOU@MIA","HOU","MIA","P","Toe","",""
"11436","QB","Tim","Tebow","0","0","5000","PHI@CAR","PHI","CAR","","","",""
"28930","RB","James","White","1.4","4","5000","NYJ@NE","NE","NYJ","","","",""
"6809","WR","Brian","Hartline","2.9","6","5000","CLE@STL","CLE","STL","","","",""
"11761","QB","Thaddeus","Lewis","0","0","5000","PHI@CAR","PHI","CAR","","","",""
"6668","K","Adam","Vinatieri","5.3","6","5000","NO@IND","IND","NO","","","",""
"7788","WR","Louis","Murphy","4.3","5","5000","TB@WAS","TB","WAS","","","",""
"22128","QB","Ryan","Lindley","9.1","3","5000","NYJ@NE","NE","NYJ","","","",""
"14358","WR","Dwayne","Harris","4.6","6","5000","DAL@NYG","NYG","DAL","","","",""
"6778","TE","Anthony","Fasano","4.7","5","5000","ATL@TEN","TEN","ATL","","","",""
"29780","TE","Zach","Ertz","5","6","5000","PHI@CAR","PHI","CAR","","","",""
"21984","RB","Isaiah","Pead","-0.8","2","4900","CLE@STL","STL","CLE","","","",""
"21952","WR","Michael","Floyd","4.7","6","4900","BAL@ARI","ARI","BAL","","","",""
"22898","RB","Brandon","Bolden","0.5","5","4900","NYJ@NE","NE","NYJ","Q","Hamstring","",""
"6610","WR","Nate","Washington","6.9","4","4900","HOU@MIA","HOU","MIA","P","Hamstring","",""
"22920","TE","Derek","Carrier","3.4","6","4900","TB@WAS","WAS","TB","","","",""
"34288","WR","Rannell","Hall","0","0","4900","TB@WAS","TB","WAS","","","",""
"47720","WR","Chandler","Worthy","1","3","4900","HOU@MIA","HOU","MIA","","","",""
"6427","K","Connor","Barth","14","1","4900","TB@WAS","TB","WAS","","","",""
"31675","RB","Josh","Robinson","1.6","5","4900","NO@IND","IND","NO","","","",""
"6488","WR","Dwayne","Bowe","0","2","4900","CLE@STL","CLE","STL","","","",""
"38269","RB","Cameron","Artis-Payne","1","3","4900","PHI@CAR","CAR","PHI","","","",""
"54753","WR","Taylor","Gabriel","4","6","4900","CLE@STL","CLE","STL","","","",""
"26498","WR","Stedman","Bailey","5.3","5","4900","CLE@STL","STL","CLE","","","",""
"32354","WR","Malcome","Kennedy","0","0","4900","NO@IND","NO","IND","","","",""
"10158","TE","Scott","Chandler","3.8","5","4900","NYJ@NE","NE","NYJ","","","",""
"54612","RB","Lorenzo","Taliaferro","5.4","3","4900","BAL@ARI","BAL","ARI","IR","Foot","",""
"54607","RB","Terrance","West","0.6","2","4900","ATL@TEN","TEN","ATL","","","",""
"30261","K","Caleb","Sturgis","9","3","4900","PHI@CAR","PHI","CAR","","","",""
"24569","K","Chandler","Catanzaro","8.8","6","4900","BAL@ARI","ARI","BAL","","","",""
"30807","TE","Mychal","Rivera","2.2","5","4900","OAK@SD","OAK","SD","","","",""
"10647","K","Matt","Bryant","8","6","4900","ATL@TEN","ATL","TEN","","","",""
"7784","WR","Darrius","Heyward-Bey","6.9","6","4900","PIT@KC","PIT","KC","","","",""
"30910","RB","Zac","Stacy","4.4","4","4900","NYJ@NE","NYJ","NE","","","",""
"22054","WR","Jarius","Wright","4.1","5","4900","MIN@DET","MIN","DET","P","Hand","",""
"28144","TE","Dion","Sims","5.7","2","4900","HOU@MIA","MIA","HOU","","","",""
"14349","WR","Jeremy","Kerley","2.5","5","4900","NYJ@NE","NYJ","NE","","","",""
"21972","WR","Brian","Quick","0.8","2","4800","CLE@STL","STL","CLE","","","",""
"34073","QB","Ryan","Griffin","2.3","1","4800","HOU@MIA","HOU","MIA","IR","Knee","",""
"26355","QB","Logan","Thomas","3.6","2","4800","HOU@MIA","MIA","HOU","","","",""
"29605","QB","Matt","Barkley","0","1","4800","BAL@ARI","ARI","BAL","","","",""
"45797","QB","Garrett","Grayson","0","0","4800","NO@IND","NO","IND","","","",""
"29445","QB","Sean","Mannion","0","0","4800","CLE@STL","STL","CLE","","","",""
"29500","WR","Markus","Wheaton","6.1","6","4800","PIT@KC","PIT","KC","","","",""
"22994","QB","Case","Keenum","12.4","2","4800","CLE@STL","STL","CLE","","","",""
"27266","WR","Quincy","Enunwa","2.7","5","4800","NYJ@NE","NYJ","NE","O","Suspension","",""
"30364","QB","Aaron","Murray","0","0","4800","PIT@KC","KC","PIT","","","",""
"12903","WR","Andrew","Hawkins","4.9","6","4800","CLE@STL","CLE","STL","","","",""
"30403","WR","Chris","Conley","2.1","6","4800","PIT@KC","KC","PIT","P","Knee","",""
"29084","WR","Rashad","Ross","3.3","5","4800","TB@WAS","WAS","TB","","","",""
"24760","QB","Sean","Renfree","-0.4","1","4800","ATL@TEN","ATL","TEN","","","",""
"12553","D","Carolina","Panthers","10.6","5","4800","PHI@CAR","CAR","PHI","","","",""
"11500","QB","Colt","McCoy","13.2","5","4800","TB@WAS","WAS","TB","","","",""
"12556","D","Houston","Texans","4.7","6","4800","HOU@MIA","HOU","MIA","","","",""
"10354","RB","Marcel","Reece","8.4","5","4800","OAK@SD","OAK","SD","","","",""
"7975","RB","Mike","Tolbert","2.9","5","4800","PHI@CAR","CAR","PHI","","","",""
"31798","QB","Bryce","Petty","0","0","4800","NYJ@NE","NYJ","NE","","","",""
"23045","K","Justin","Tucker","10","6","4800","BAL@ARI","BAL","ARI","","","",""
"22234","RB","Chris","Polk","5","6","4800","HOU@MIA","HOU","MIA","P","Knee","",""
"30788","QB","Tyler","Bray","0","0","4800","PIT@KC","KC","PIT","O","Knee","",""
"30775","WR","Justin","Hunter","4.4","5","4800","ATL@TEN","TEN","ATL","","","",""
"39900","RB","Khiry","Robinson","7.3","6","4800","NO@IND","NO","IND","","","",""
"22187","QB","Chandler","Harnish","0","0","4800","BAL@ARI","ARI","BAL","","","",""
"26094","WR","Brandon","Coleman","3.6","6","4800","NO@IND","NO","IND","","","",""
"24912","K","Dustin","Hopkins","9","5","4800","TB@WAS","WAS","TB","","","",""
"11615","QB","Joe","Webb","0","5","4800","PHI@CAR","CAR","PHI","","","",""
"28131","WR","Keith","Mumphery","2.8","6","4800","HOU@MIA","HOU","MIA","","","",""
"6642","K","Nick","Folk","8.6","5","4700","NYJ@NE","NYJ","NE","","","",""
"28249","RB","David","Cobb","0","0","4700","ATL@TEN","TEN","ATL","IR","Calf","",""
"47640","RB","Branden","Oliver","2.3","6","4700","OAK@SD","SD","OAK","","","",""
"6522","K","Josh","Brown","9.7","6","4700","DAL@NYG","NYG","DAL","","","",""
"10030","WR","Harry","Douglas","3.6","5","4700","ATL@TEN","TEN","ATL","O","Ribs","",""
"37245","RB","Foswhitt","Whittaker","1.7","5","4700","PHI@CAR","CAR","PHI","","","",""
"28486","WR","Corey (Philly)","Brown","4.4","5","4700","PHI@CAR","CAR","PHI","","","",""
"28502","WR","Devin","Smith","2.6","3","4700","NYJ@NE","NYJ","NE","","","",""
"32429","K","Josh","Lambo","8.7","6","4700","OAK@SD","SD","OAK","","","",""
"22762","WR","Chris","Owusu","3.8","2","4700","NYJ@NE","NYJ","NE","Q","Knee","",""
"14757","RB","Matt","Asiata","2.4","5","4700","MIN@DET","MIN","DET","Q","Ribs","",""
"11504","WR","Andre","Roberts","1.8","5","4700","TB@WAS","WAS","TB","P","Thumb","",""
"39449","WR","Charles","Johnson","2.5","3","4700","MIN@DET","MIN","DET","P","Ribs","",""
"39445","WR","Brice","Butler","2.4","3","4700","DAL@NYG","DAL","NYG","P","Hamstring","",""
"39492","TE","Josh","Hill","2.6","6","4700","NO@IND","NO","IND","","","",""
"27908","TE","C.J.","Fiedorowicz","2.5","6","4700","HOU@MIA","HOU","MIA","","","",""
"10744","K","Graham","Gano","8.4","5","4700","PHI@CAR","CAR","PHI","","","",""
"7831","K","Sebastian","Janikowski","8","5","4700","OAK@SD","OAK","SD","","","",""
"12525","D","Atlanta","Falcons","7.7","6","4700","ATL@TEN","ATL","TEN","","","",""
"25886","WR","Devin","Street","0.8","5","4700","DAL@NYG","DAL","NYG","","","",""
"12541","D","New England","Patriots","8.4","5","4700","NYJ@NE","NE","NYJ","","","",""
"22110","K","Blair","Walsh","7.6","5","4700","MIN@DET","MIN","DET","","","",""
"6742","TE","Brent","Celek","3.4","6","4700","PHI@CAR","PHI","CAR","","","",""
"14369","RB","Jordan","Todman","0.2","6","4700","PIT@KC","PIT","KC","","","",""
"22048","RB","Robert","Turbin","2.7","1","4700","CLE@STL","CLE","STL","","","",""
"22958","RB","Bobby","Rainey","0.6","5","4600","TB@WAS","TB","WAS","","","",""
"28346","TE","Maxx","Williams","2.8","6","4600","BAL@ARI","BAL","ARI","Q","Knee","",""
"14240","TE","Lance","Kendricks","3.6","5","4600","CLE@STL","STL","CLE","O","Thumb","",""
"12090","K","Nick","Novak","6.7","3","4600","HOU@MIA","HOU","MIA","","","",""
"47953","WR","Lucky","Whitehead","0","4","4600","DAL@NYG","DAL","NYG","","","",""
"28562","TE","Jake","Stoneburner","4.8","4","4600","HOU@MIA","MIA","HOU","","","",""
"38301","TE","Darren","Fells","5.2","6","4600","BAL@ARI","ARI","BAL","O","Shoulder","",""
"32058","K","Chris","Boswell","12","2","4600","PIT@KC","PIT","KC","","","",""
"12547","D","Pittsburgh","Steelers","8.8","6","4600","PIT@KC","PIT","KC","","","",""
