,Name,Projection,Salary,Position,DPP
0,RobGronkowski,12.5155,8300,TE,663.177659702
1,JimmyGraham,11.4325,7100,TE,621.036518697
2,MartellusBennett,11.1405,6100,TE,547.551725686
3,GregOlsen,10.0545,6000,TE,596.747724899
4,DelanieWalker,9.2765,5200,TE,560.556244273
5,JordanCameron,9.2425,5500,TE,595.077089532
6,ZachErtz,9.1975,5200,TE,565.371024735
7,JuliusThomas,8.824,5400,TE,611.967361741
8,MychalRivera,8.6705,4900,TE,565.134651981
9,JasonWitten,8.6045,6000,TE,697.30954733
10,HeathMiller,8.389,5400,TE,643.700083443
11,CharlesClay,8.159,4800,TE,588.307390612
12,JaredCook,7.86,5200,TE,661.577608142
13,JermaineGresham,7.3485,5300,TE,721.235626318
14,MarcedesLewis,6.9355,4700,TE,677.672842621
15,TimWright,6.751,4500,TE,666.567915864
16,KyleRudolph,6.5955,5100,TE,773.254491699
17,BrentCelek,5.8335,4500,TE,771.406531242
18,LadariusGreen,5.802,5600,TE,965.184419166
19,BrandonMyers,5.6945,4500,TE,790.236192818
20,ScottChandler,5.693,4900,TE,860.706130335
21,LanceKendricks,5.522,4600,TE,833.031510322
22,VernonDavis,5.2035,5100,TE,980.109541655
23,AndrewQuarless,4.9165,5000,TE,1016.98362656
24,GaryBarnidge,4.4905,4500,TE,1002.11557733
25,LoganPaulsen,4.367,4500,TE,1030.45569041
26,AnthonyFasano,4.267,4600,TE,1078.04077806
27,JacobTamme,3.8625,4700,TE,1216.82847896
28,DanielFells,3.8015,4500,TE,1183.74325924
29,JimDray,3.7145,4500,TE,1211.46856912
30,EdDickson,3.4175,4500,TE,1316.7520117
31,RhettEllison,3.4035,4500,TE,1322.1683561
32,LevineToilolo,3.1935,4500,TE,1409.11225928
33,MattSpaeth,2.964,4500,TE,1518.21862348
