,Name,Projection,Salary,Position,DPP
0,MattForte,17.0615,8900,RB,521.642294054
1,DeMarcoMurray,15.908,8300,RB,521.750062861
2,MarshawnLynch,15.4345,8500,RB,550.714308854
3,EddieLacy,14.331,8100,RB,565.208289722
4,ArianFoster,13.911,8200,RB,589.461577169
5,AdrianPeterson,12.651,9000,RB,711.406212948
6,MarkIngram,11.869,8000,RB,674.02477041
7,AndreEllington,11.6165,7700,RB,662.850256101
8,RashadJennings,11.586,6400,RB,552.390816503
9,GiovaniBernard,11.513,7000,RB,608.0083384
10,LamarMiller,11.214,7300,RB,650.971999287
11,JustinForsett,10.9835,7800,RB,710.156143306
12,LeSeanMcCoy,10.8935,8100,RB,743.56267499
13,DeAngeloWilliams,10.542,7400,RB,701.954088408
14,AlfredMorris,10.492,7300,RB,695.768204346
15,FredJackson,10.138,6000,RB,591.832708621
16,JonathanStewart,9.623,6800,RB,706.64034085
17,DannyWoodhead,9.4695,6200,RB,654.733618459
18,BennyCunningham,9.308,5800,RB,623.119896863
19,MattAsiata,9.28,4900,RB,528.017241379
20,RyanMathews,9.097,5700,RB,626.580191272
21,JoiqueBell,9.0685,6100,RB,672.658102222
22,ReggieBush,8.6245,5300,RB,614.528378457
23,DonaldBrown,8.5155,4500,RB,528.448124009
24,DougMartin,8.032,6700,RB,834.163346614
25,DarrenSproles,7.674,5600,RB,729.736773521
26,RoyHelu,7.674,5400,RB,703.674745895
27,LeGarretteBlount,7.543,6400,RB,848.468779
28,ChrisJohnson,7.2295,5700,RB,788.436268068
29,CJSpiller,7.0065,6100,RB,870.620138443
30,BobbyRainey,6.618,4800,RB,725.294650952
31,ShaneVereen,6.4955,6200,RB,954.506966361
32,JordanTodman,6.3465,4700,RB,740.565666115
33,MarcelReece,5.7595,4800,RB,833.405677576
34,BryceBrown,5.632,5000,RB,887.784090909
35,RobertTurbin,5.586,4700,RB,841.389187254
36,LanceDunbar,5.4055,4800,RB,887.984460272
37,TheoRiddick,5.403,4500,RB,832.870627429
38,AnthonyDixon,5.358,4500,RB,839.865621501
39,DexterMcCluster,5.17,5000,RB,967.117988395
40,DenardRobinson,4.815,5400,RB,1121.4953271
41,DarrenMcFadden,4.6695,6400,RB,1370.5964236
42,TobyGerhart,4.435,4800,RB,1082.29988726
43,StepfanTaylor,4.3435,4500,RB,1036.0308507
44,JacquizzRodgers,4.332,4500,RB,1038.78116343
45,MikeTolbert,4.004,4800,RB,1198.8011988
46,BrandonBolden,3.4095,5100,RB,1495.82050154
47,DarrelYoung,3.205,4500,RB,1404.05616225
48,BernardPierce,3.0725,4500,RB,1464.60537022
49,BruceMiller,3.0095,4500,RB,1495.26499419
50,JamesStarks,2.6465,5200,RB,1964.85924806
51,CedricPeerman,2.583,4500,RB,1742.16027875
52,JohnKuhn,1.9685,4500,RB,2286.00457201
53,ErikLorig,1.5685,4500,RB,2868.98310488
54,JohnConner,1.5465,4500,RB,2909.79631426
55,HenryHynoski,0.913,4500,RB,4928.80613363
