,Name,Team,Games,Targets,Rec,RecYards,RecTD,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
11927,AJGreen,CIN,1.0,4.0,1.0,41.0,1.0,0.0,0.0,0.0,10.6,10.6,2011.0,1
12006,AJGreen,CIN,1.0,14.0,10.0,124.0,1.0,0.0,0.0,0.0,23.4,23.4,2011.0,2
12160,AJGreen,CIN,1.0,5.0,4.0,29.0,0.0,0.0,0.0,0.0,4.9,4.9,2011.0,3
12217,AJGreen,CIN,1.0,10.0,4.0,118.0,0.0,1.0,6.0,0.0,14.4,14.4,2011.0,4
12312,AJGreen,CIN,1.0,8.0,5.0,90.0,1.0,0.0,0.0,0.0,17.5,17.5,2011.0,5
12410,AJGreen,CIN,1.0,7.0,5.0,51.0,1.0,0.0,0.0,0.0,13.6,13.6,2011.0,6
12612,AJGreen,CIN,1.0,10.0,4.0,63.0,1.0,0.0,0.0,0.0,14.3,14.3,2011.0,8
12720,AJGreen,CIN,1.0,7.0,7.0,83.0,0.0,0.0,0.0,0.0,11.8,11.8,2011.0,9
12829,AJGreen,CIN,1.0,2.0,1.0,36.0,1.0,1.0,7.0,0.0,10.8,10.8,2011.0,10
13022,AJGreen,CIN,1.0,4.0,3.0,110.0,0.0,0.0,0.0,0.0,12.5,12.5,2011.0,12
13105,AJGreen,CIN,1.0,11.0,6.0,87.0,1.0,1.0,15.0,0.0,19.2,19.2,2011.0,13
13241,AJGreen,CIN,1.0,7.0,5.0,59.0,0.0,0.0,0.0,0.0,8.4,8.4,2011.0,14
13313,AJGreen,CIN,1.0,9.0,6.0,115.0,0.0,0.0,0.0,0.0,14.5,14.5,2011.0,15
13451,AJGreen,CIN,1.0,8.0,2.0,25.0,0.0,2.0,25.0,0.0,6.0,6.0,2011.0,16
13570,AJGreen,CIN,1.0,9.0,2.0,26.0,0.0,0.0,0.0,0.0,3.6,3.6,2011.0,17
13640,AJGreen,CIN,1.0,11.0,5.0,70.0,0.0,0.0,0.0,0.0,9.5,9.5,2012.0,1
13712,AJGreen,CIN,1.0,12.0,7.0,58.0,1.0,0.0,0.0,0.0,15.3,15.3,2012.0,2
13800,AJGreen,CIN,1.0,11.0,9.0,183.0,1.0,1.0,11.0,0.0,29.9,29.9,2012.0,3
13906,AJGreen,CIN,1.0,9.0,6.0,117.0,1.0,0.0,0.0,0.0,20.7,20.7,2012.0,4
14013,AJGreen,CIN,1.0,13.0,9.0,65.0,1.0,0.0,0.0,0.0,17.0,17.0,2012.0,5
14101,AJGreen,CIN,1.0,11.0,7.0,135.0,2.0,0.0,0.0,0.0,29.0,29.0,2012.0,6
14241,AJGreen,CIN,1.0,6.0,1.0,8.0,1.0,0.0,0.0,0.0,7.3,7.3,2012.0,7
14402,AJGreen,CIN,1.0,9.0,7.0,99.0,1.0,1.0,6.0,0.0,20.0,20.0,2012.0,9
14505,AJGreen,CIN,1.0,10.0,7.0,85.0,1.0,0.0,0.0,0.0,18.0,18.0,2012.0,10
14609,AJGreen,CIN,1.0,12.0,6.0,91.0,1.0,0.0,0.0,0.0,18.1,18.1,2012.0,11
14717,AJGreen,CIN,1.0,9.0,3.0,111.0,0.0,2.0,21.0,0.0,14.7,14.7,2012.0,12
14818,AJGreen,CIN,1.0,13.0,9.0,85.0,0.0,0.0,0.0,0.0,13.0,13.0,2012.0,13
14953,AJGreen,CIN,1.0,8.0,3.0,44.0,0.0,0.0,0.0,0.0,5.9,5.9,2012.0,14
15012,AJGreen,CIN,1.0,10.0,6.0,57.0,1.0,0.0,0.0,0.0,14.7,14.7,2012.0,15
15118,AJGreen,CIN,1.0,18.0,10.0,116.0,0.0,0.0,0.0,0.0,14.6,14.6,2012.0,16
15272,AJGreen,CIN,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,3.6,3.6,2012.0,17
15300,AJGreen,CIN,1.0,13.0,9.0,162.0,2.0,0.0,0.0,0.0,32.7,32.7,2013.0,1
15444,AJGreen,CIN,1.0,14.0,6.0,41.0,0.0,0.0,0.0,0.0,7.1,7.1,2013.0,2
15521,AJGreen,CIN,1.0,8.0,4.0,46.0,1.0,0.0,0.0,0.0,12.6,12.6,2013.0,3
15634,AJGreen,CIN,1.0,15.0,7.0,51.0,0.0,0.0,0.0,0.0,8.6,8.6,2013.0,4
15736,AJGreen,CIN,1.0,8.0,5.0,61.0,0.0,0.0,0.0,0.0,8.6,8.6,2013.0,5
15806,AJGreen,CIN,1.0,11.0,6.0,103.0,1.0,0.0,0.0,0.0,19.3,19.3,2013.0,6
15902,AJGreen,CIN,1.0,8.0,6.0,155.0,1.0,0.0,0.0,0.0,24.5,24.5,2013.0,7
16014,AJGreen,CIN,1.0,7.0,3.0,115.0,0.0,0.0,0.0,0.0,13.0,13.0,2013.0,8
16107,AJGreen,CIN,1.0,19.0,11.0,128.0,0.0,0.0,0.0,0.0,18.3,18.3,2013.0,9
16199,AJGreen,CIN,1.0,15.0,8.0,151.0,1.0,0.0,0.0,0.0,25.1,25.1,2013.0,10
16372,AJGreen,CIN,1.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,1.7,1.7,2013.0,11
16505,AJGreen,CIN,1.0,7.0,5.0,83.0,1.0,0.0,0.0,0.0,16.8,16.8,2013.0,13
16608,AJGreen,CIN,1.0,8.0,6.0,72.0,1.0,0.0,0.0,0.0,16.2,16.2,2013.0,14
16713,AJGreen,CIN,1.0,18.0,9.0,93.0,0.0,0.0,0.0,0.0,13.8,13.8,2013.0,15
16797,AJGreen,CIN,1.0,12.0,7.0,97.0,2.0,0.0,0.0,0.0,25.2,25.2,2013.0,16
16910,AJGreen,CIN,1.0,10.0,4.0,61.0,1.0,0.0,0.0,0.0,14.1,14.1,2013.0,17
16996,AJGreen,CIN,1.0,9.0,6.0,131.0,1.0,1.0,5.0,0.0,22.6,22.6,2014.0,1
17214,AJGreen,CIN,1.0,9.0,6.0,102.0,0.0,0.0,0.0,0.0,13.2,13.2,2014.0,3
17407,AJGreen,CIN,1.0,7.0,5.0,81.0,1.0,0.0,0.0,0.0,14.6,14.6,2014.0,5
17817,AJGreen,CIN,1.0,6.0,3.0,44.0,1.0,1.0,-3.0,0.0,11.6,11.6,2014.0,9
17949,AJGreen,CIN,1.0,10.0,3.0,23.0,0.0,0.0,0.0,0.0,3.8,3.8,2014.0,10
17997,AJGreen,CIN,1.0,8.0,6.0,127.0,1.0,0.0,0.0,0.0,21.7,21.7,2014.0,11
18102,AJGreen,CIN,1.0,16.0,12.0,121.0,0.0,0.0,0.0,0.0,18.1,18.1,2014.0,12
18214,AJGreen,CIN,1.0,8.0,4.0,57.0,1.0,0.0,0.0,0.0,13.7,13.7,2014.0,13
18295,AJGreen,CIN,1.0,15.0,11.0,224.0,1.0,0.0,0.0,0.0,33.9,33.9,2014.0,14
18436,AJGreen,CIN,1.0,11.0,5.0,49.0,0.0,0.0,0.0,0.0,7.4,7.4,2014.0,15
18622,AJGreen,CIN,1.0,13.0,8.0,82.0,0.0,0.0,0.0,0.0,10.2,10.2,2014.0,17
18726,AJGreen,CIN,1.0,8.0,5.0,63.0,0.0,0.0,0.0,0.0,8.8,8.8,2015.0,1
15596,AJJenkins,KC,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.1,1.1,2013.0,3
15795,AJJenkins,KC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,5
16461,AJJenkins,KC,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,2.7,2.7,2013.0,12
16556,AJJenkins,KC,1.0,4.0,3.0,35.0,0.0,0.0,0.0,0.0,5.0,5.0,2013.0,13
16793,AJJenkins,KC,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.5,0.5,2013.0,15
16933,AJJenkins,KC,1.0,7.0,3.0,67.0,0.0,1.0,1.0,0.0,8.3,8.3,2013.0,17
17163,AJJenkins,KC,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,3.1,3.1,2014.0,2
17386,AJJenkins,KC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2014.0,4
17658,AJJenkins,KC,1.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,4.7,4.7,2014.0,7
17878,AJJenkins,KC,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,1.5,1.5,2014.0,9
17954,AJJenkins,KC,1.0,4.0,1.0,27.0,0.0,0.0,0.0,0.0,3.2,3.2,2014.0,10
15422,AaronDobson,NE,1.0,10.0,3.0,56.0,1.0,0.0,0.0,0.0,13.1,13.1,2013.0,2
15543,AaronDobson,NE,1.0,10.0,7.0,52.0,0.0,0.0,0.0,0.0,8.7,8.7,2013.0,3
15682,AaronDobson,NE,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,1.5,1.5,2013.0,4
15746,AaronDobson,NE,1.0,4.0,2.0,49.0,0.0,0.0,0.0,0.0,5.9,5.9,2013.0,5
15830,AaronDobson,NE,1.0,10.0,6.0,63.0,0.0,0.0,0.0,0.0,9.3,9.3,2013.0,6
15954,AaronDobson,NE,1.0,7.0,3.0,34.0,0.0,0.0,0.0,0.0,4.9,4.9,2013.0,7
16012,AaronDobson,NE,1.0,5.0,4.0,60.0,1.0,0.0,0.0,0.0,14.0,14.0,2013.0,8
16100,AaronDobson,NE,1.0,9.0,5.0,130.0,2.0,0.0,0.0,0.0,27.5,27.5,2013.0,9
16345,AaronDobson,NE,1.0,7.0,4.0,38.0,0.0,0.0,0.0,0.0,5.8,5.8,2013.0,11
16870,AaronDobson,NE,1.0,4.0,1.0,21.0,0.0,0.0,0.0,0.0,2.6,2.6,2013.0,16
16986,AaronDobson,NE,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,1.1,1.1,2013.0,17
17180,AaronDobson,NE,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,1.8,1.8,2014.0,2
17485,AaronDobson,NE,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,2.1,2.1,2014.0,5
17590,AaronDobson,NE,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.4,1.4,2014.0,6
18792,AaronDobson,NE,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.4,1.4,2015.0,1
1698,AaronMoorehead,IND,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.2,1.2,2004.0,17
3278,AaronMoorehead,IND,1.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,2.6,2.6,2005.0,16
3338,AaronMoorehead,IND,1.0,8.0,5.0,59.0,0.0,0.0,0.0,0.0,8.4,8.4,2005.0,17
3580,AaronMoorehead,IND,1.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,2.7,2.7,2006.0,2
4873,AaronMoorehead,IND,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,2006.0,15
4937,AaronMoorehead,IND,1.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,7.4,7.4,2006.0,16
5060,AaronMoorehead,IND,1.0,4.0,2.0,41.0,0.0,0.0,0.0,0.0,5.1,5.1,2006.0,17
5481,AaronMoorehead,IND,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2007.0,4
5874,AaronMoorehead,IND,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.3,1.3,2007.0,8
5968,AaronMoorehead,IND,1.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2007.0,9
6045,AaronMoorehead,IND,1.0,10.0,4.0,39.0,0.0,0.0,0.0,0.0,5.9,5.9,2007.0,10
15378,AceSanders,JAC,1.0,9.0,3.0,14.0,0.0,0.0,0.0,0.0,2.9,2.9,2013.0,1
15437,AceSanders,JAC,1.0,7.0,5.0,64.0,0.0,0.0,0.0,0.0,8.9,8.9,2013.0,2
15579,AceSanders,JAC,1.0,3.0,2.0,25.0,0.0,0.0,0.0,0.0,3.5,3.5,2013.0,3
15641,AceSanders,JAC,1.0,8.0,4.0,59.0,0.0,0.0,0.0,0.0,7.9,7.9,2013.0,4
15798,AceSanders,JAC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,5
15887,AceSanders,JAC,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,1.4,1.4,2013.0,6
16071,AceSanders,JAC,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.6,1.6,2013.0,8
16291,AceSanders,JAC,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013.0,10
16325,AceSanders,JAC,1.0,10.0,8.0,61.0,0.0,0.0,0.0,0.0,10.1,10.1,2013.0,11
16430,AceSanders,JAC,1.0,5.0,4.0,61.0,0.0,0.0,0.0,0.0,8.1,8.1,2013.0,12
16520,AceSanders,JAC,1.0,11.0,8.0,67.0,0.0,1.0,4.0,0.0,11.1,11.1,2013.0,13
16656,AceSanders,JAC,1.0,6.0,3.0,26.0,0.0,1.0,0.0,0.0,4.1,4.1,2013.0,14
16736,AceSanders,JAC,1.0,3.0,2.0,17.0,1.0,0.0,0.0,0.0,8.7,8.7,2013.0,15
16860,AceSanders,JAC,1.0,5.0,4.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,2013.0,16
16935,AceSanders,JAC,1.0,14.0,6.0,50.0,0.0,0.0,0.0,0.0,8.0,8.0,2013.0,17
17482,AceSanders,JAC,1.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,2.2,2.2,2014.0,5
18392,AceSanders,JAC,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.4,1.4,2014.0,14
18669,AceSanders,JAC,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,2.9,2.9,2014.0,17
18782,AdamHumphries,TB,1.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,2.4,2.4,2015.0,1
3697,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3
3998,AdamJennings,ATL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
4098,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
4297,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,9
5697,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,6
6144,AdamJennings,ATL,1.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,8.1,8.1,2007.0,11
6667,AdamJennings,ATL,1.0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,3.8,3.8,2007.0,16
6771,AdamJennings,ATL,1.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,3.3,3.3,2007.0,17
7199,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
17432,AdamThielen,MIN,1.0,5.0,4.0,57.0,0.0,0.0,0.0,0.0,7.7,7.7,2014.0,5
18589,AdamThielen,MIN,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,1.7,1.7,2014.0,16
18608,AdamThielen,MIN,1.0,3.0,3.0,68.0,1.0,0.0,0.0,0.0,14.3,14.3,2014.0,17
11822,AdrianArrington,NO,1.0,9.0,7.0,79.0,0.0,0.0,0.0,0.0,11.4,11.4,2010.0,17
12095,AdrianArrington,NO,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,1.9,1.9,2011.0,2
13586,AdrianArrington,NO,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,2.2,2.2,2011.0,17
3499,AireseCurrie,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,1
17684,AlbertWilson,KC,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.6,1.6,2014.0,7
17873,AlbertWilson,KC,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,1.8,1.8,2014.0,9
18164,AlbertWilson,KC,1.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,3.7,3.7,2014.0,12
18340,AlbertWilson,KC,1.0,8.0,4.0,53.0,0.0,0.0,0.0,0.0,7.3,7.3,2014.0,14
18433,AlbertWilson,KC,1.0,5.0,3.0,69.0,0.0,0.0,0.0,0.0,8.4,8.4,2014.0,15
18523,AlbertWilson,KC,1.0,7.0,5.0,87.0,0.0,0.0,0.0,0.0,11.2,11.2,2014.0,16
18760,AlbertWilson,KC,1.0,3.0,3.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,2015.0,1
13622,AldrickRobinson,WAS,1.0,6.0,4.0,52.0,1.0,0.0,0.0,0.0,13.2,13.2,2012.0,1
13757,AldrickRobinson,WAS,1.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,2012.0,2
13897,AldrickRobinson,WAS,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.7,1.7,2012.0,3
14081,AldrickRobinson,WAS,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.5,1.5,2012.0,5
14280,AldrickRobinson,WAS,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.4,1.4,2012.0,7
14486,AldrickRobinson,WAS,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.1,1.1,2012.0,9
14621,AldrickRobinson,WAS,1.0,1.0,1.0,49.0,1.0,0.0,0.0,0.0,11.4,11.4,2012.0,11
14722,AldrickRobinson,WAS,1.0,1.0,1.0,68.0,1.0,0.0,0.0,0.0,13.3,13.3,2012.0,12
15493,AldrickRobinson,WAS,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,1.8,1.8,2013.0,2
15918,AldrickRobinson,WAS,1.0,2.0,2.0,75.0,1.0,1.0,-11.0,0.0,13.4,13.4,2013.0,7
16092,AldrickRobinson,WAS,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,8
16181,AldrickRobinson,WAS,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9,0.9,2013.0,9
16315,AldrickRobinson,WAS,1.0,3.0,2.0,60.0,1.0,0.0,0.0,0.0,13.0,13.0,2013.0,11
16490,AldrickRobinson,WAS,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,12
16593,AldrickRobinson,WAS,1.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.9,0.9,2013.0,13
16636,AldrickRobinson,WAS,1.0,6.0,4.0,67.0,0.0,0.0,0.0,0.0,8.7,8.7,2013.0,14
16723,AldrickRobinson,WAS,1.0,7.0,4.0,99.0,0.0,0.0,0.0,0.0,11.9,11.9,2013.0,15
16881,AldrickRobinson,WAS,1.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,1.9,1.9,2013.0,16
16959,AldrickRobinson,WAS,1.0,11.0,3.0,33.0,0.0,1.0,-2.0,0.0,4.6,4.6,2013.0,17
17193,AldrickRobinson,WAS,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.1,1.1,2014.0,2
196,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,2
297,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,3
492,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,5
578,AlexBannister,SEA,1.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2004.0,6
686,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,7
784,AlexBannister,SEA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,8
4996,AlexBannister,BAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,16
16995,AllenHurns,JAC,1.0,9.0,4.0,110.0,2.0,0.0,0.0,0.0,25.0,25.0,2014.0,1
17174,AllenHurns,JAC,1.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2014.0,2
17217,AllenHurns,JAC,1.0,3.0,1.0,63.0,1.0,0.0,0.0,0.0,12.8,12.8,2014.0,3
17330,AllenHurns,JAC,1.0,6.0,5.0,68.0,0.0,0.0,0.0,0.0,9.3,9.3,2014.0,4
17453,AllenHurns,JAC,1.0,11.0,4.0,26.0,0.0,0.0,0.0,0.0,4.6,4.6,2014.0,5
17576,AllenHurns,JAC,1.0,4.0,2.0,18.0,0.0,0.0,0.0,0.0,2.8,2.8,2014.0,6
17688,AllenHurns,JAC,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.2,1.2,2014.0,7
17745,AllenHurns,JAC,1.0,4.0,3.0,49.0,0.0,0.0,0.0,0.0,6.4,6.4,2014.0,8
17796,AllenHurns,JAC,1.0,9.0,7.0,112.0,2.0,0.0,0.0,0.0,26.7,26.7,2014.0,9
17972,AllenHurns,JAC,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.4,1.4,2014.0,10
18179,AllenHurns,JAC,1.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,1.8,1.8,2014.0,12
18249,AllenHurns,JAC,1.0,8.0,4.0,42.0,0.0,0.0,0.0,0.0,6.2,6.2,2014.0,13
18317,AllenHurns,JAC,1.0,10.0,5.0,36.0,1.0,0.0,0.0,0.0,12.1,12.1,2014.0,14
18421,AllenHurns,JAC,1.0,9.0,6.0,70.0,0.0,0.0,0.0,0.0,10.0,10.0,2014.0,15
18569,AllenHurns,JAC,1.0,6.0,3.0,26.0,0.0,0.0,0.0,0.0,4.1,4.1,2014.0,16
18676,AllenHurns,JAC,1.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,2.5,2.5,2014.0,17
18728,AllenHurns,JAC,1.0,7.0,5.0,60.0,0.0,0.0,0.0,0.0,8.5,8.5,2015.0,1
17123,AllenRobinson,JAC,1.0,6.0,4.0,75.0,0.0,0.0,0.0,0.0,9.5,9.5,2014.0,2
17223,AllenRobinson,JAC,1.0,10.0,7.0,79.0,0.0,0.0,0.0,0.0,11.4,11.4,2014.0,3
17344,AllenRobinson,JAC,1.0,7.0,5.0,38.0,0.0,0.0,0.0,0.0,6.3,6.3,2014.0,4
17435,AllenRobinson,JAC,1.0,11.0,5.0,51.0,0.0,0.0,0.0,0.0,7.6,7.6,2014.0,5
17529,AllenRobinson,JAC,1.0,9.0,8.0,68.0,0.0,0.0,0.0,0.0,10.8,10.8,2014.0,6
17611,AllenRobinson,JAC,1.0,7.0,4.0,60.0,1.0,0.0,0.0,0.0,14.0,14.0,2014.0,7
17710,AllenRobinson,JAC,1.0,10.0,5.0,82.0,1.0,0.0,0.0,0.0,16.7,16.7,2014.0,8
17843,AllenRobinson,JAC,1.0,8.0,4.0,35.0,0.0,0.0,0.0,0.0,5.5,5.5,2014.0,9
17923,AllenRobinson,JAC,1.0,10.0,5.0,60.0,0.0,0.0,0.0,0.0,8.5,8.5,2014.0,10
18772,AllenRobinson,JAC,1.0,6.0,1.0,27.0,0.0,0.0,0.0,0.0,3.2,3.2,2015.0,1
13611,AlshonJeffery,CHI,1.0,5.0,3.0,80.0,1.0,0.0,0.0,0.0,15.5,15.5,2012.0,1
13793,AlshonJeffery,CHI,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.2,1.2,2012.0,2
13852,AlshonJeffery,CHI,1.0,7.0,5.0,45.0,0.0,0.0,0.0,0.0,7.0,7.0,2012.0,3
13958,AlshonJeffery,CHI,1.0,5.0,3.0,32.0,0.0,0.0,0.0,0.0,4.7,4.7,2012.0,4
14031,AlshonJeffery,CHI,1.0,4.0,2.0,20.0,1.0,0.0,0.0,0.0,9.0,9.0,2012.0,5
14671,AlshonJeffery,CHI,1.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,2.5,2.5,2012.0,11
14922,AlshonJeffery,CHI,1.0,6.0,3.0,57.0,1.0,0.0,0.0,0.0,13.2,13.2,2012.0,14
15169,AlshonJeffery,CHI,1.0,4.0,1.0,35.0,0.0,0.0,0.0,0.0,4.0,4.0,2012.0,16
15231,AlshonJeffery,CHI,1.0,7.0,4.0,76.0,0.0,0.0,0.0,0.0,9.6,9.6,2012.0,17
15354,AlshonJeffery,CHI,1.0,8.0,5.0,42.0,0.0,0.0,0.0,0.0,6.7,6.7,2013.0,1
15470,AlshonJeffery,CHI,1.0,5.0,1.0,11.0,0.0,2.0,30.0,0.0,4.6,4.6,2013.0,2
15544,AlshonJeffery,CHI,1.0,8.0,7.0,51.0,0.0,0.0,0.0,0.0,8.6,8.6,2013.0,3
15606,AlshonJeffery,CHI,1.0,11.0,5.0,107.0,1.0,1.0,27.0,0.0,21.9,21.9,2013.0,4
15699,AlshonJeffery,CHI,1.0,13.0,10.0,218.0,1.0,0.0,0.0,0.0,32.8,32.8,2013.0,5
15855,AlshonJeffery,CHI,1.0,5.0,1.0,27.0,0.0,1.0,15.0,0.0,4.7,4.7,2013.0,6
15916,AlshonJeffery,CHI,1.0,7.0,4.0,105.0,0.0,2.0,16.0,0.0,14.1,14.1,2013.0,7
16112,AlshonJeffery,CHI,1.0,9.0,5.0,60.0,1.0,1.0,1.0,0.0,14.6,14.6,2013.0,9
16207,AlshonJeffery,CHI,1.0,18.0,9.0,114.0,0.0,2.0,5.0,0.0,16.4,16.4,2013.0,10
16313,AlshonJeffery,CHI,1.0,11.0,7.0,83.0,0.0,3.0,17.0,0.0,13.5,13.5,2013.0,11
16438,AlshonJeffery,CHI,1.0,8.0,4.0,42.0,0.0,1.0,4.0,0.0,6.6,6.6,2013.0,12
16496,AlshonJeffery,CHI,1.0,15.0,12.0,249.0,2.0,1.0,0.0,0.0,42.9,42.9,2013.0,13
16609,AlshonJeffery,CHI,1.0,9.0,5.0,84.0,1.0,1.0,-7.0,0.0,16.2,16.2,2013.0,14
16708,AlshonJeffery,CHI,1.0,5.0,5.0,72.0,1.0,1.0,-3.0,0.0,15.4,15.4,2013.0,15
16820,AlshonJeffery,CHI,1.0,9.0,6.0,76.0,0.0,0.0,0.0,0.0,10.6,10.6,2013.0,16
16939,AlshonJeffery,CHI,1.0,8.0,3.0,80.0,0.0,0.0,0.0,0.0,7.5,7.5,2013.0,17
17038,AlshonJeffery,CHI,1.0,6.0,5.0,71.0,0.0,0.0,0.0,0.0,9.6,9.6,2014.0,1
17140,AlshonJeffery,CHI,1.0,6.0,3.0,47.0,0.0,0.0,0.0,0.0,6.2,6.2,2014.0,2
17208,AlshonJeffery,CHI,1.0,13.0,8.0,105.0,0.0,2.0,13.0,0.0,15.8,15.8,2014.0,3
17315,AlshonJeffery,CHI,1.0,7.0,4.0,39.0,1.0,1.0,12.0,0.0,13.1,13.1,2014.0,4
17401,AlshonJeffery,CHI,1.0,7.0,6.0,97.0,1.0,0.0,0.0,0.0,18.7,18.7,2014.0,5
17510,AlshonJeffery,CHI,1.0,7.0,5.0,136.0,0.0,2.0,0.0,0.0,16.1,16.1,2014.0,6
17679,AlshonJeffery,CHI,1.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,1.9,1.9,2014.0,7
17714,AlshonJeffery,CHI,1.0,8.0,5.0,59.0,1.0,0.0,0.0,0.0,14.4,14.4,2014.0,8
17921,AlshonJeffery,CHI,1.0,12.0,6.0,63.0,0.0,1.0,8.0,0.0,10.1,10.1,2014.0,10
17995,AlshonJeffery,CHI,1.0,17.0,11.0,135.0,1.0,0.0,0.0,0.0,25.0,25.0,2014.0,11
18131,AlshonJeffery,CHI,1.0,4.0,3.0,22.0,1.0,0.0,0.0,0.0,9.7,9.7,2014.0,12
