,Name,Team,Games,Targets,Rec,RecYards,RecTD,FFP,FFPPG,Season,Week
2937,AaronHalterman,MIA,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2007.0,8
5120,AaronHernandez,NE,1.0,2.0,1.0,45.0,0.0,5.0,5.0,2010.0,1
5155,AaronHernandez,NE,1.0,6.0,6.0,101.0,0.0,13.1,13.1,2010.0,2
5212,AaronHernandez,NE,1.0,7.0,6.0,65.0,0.0,10.8,10.8,2010.0,3
5271,AaronHernandez,NE,1.0,5.0,5.0,29.0,0.0,5.4,5.4,2010.0,4
5358,AaronHernandez,NE,1.0,6.0,4.0,61.0,0.0,9.9,9.9,2010.0,6
5410,AaronHernandez,NE,1.0,8.0,5.0,54.0,0.0,7.9,7.9,2010.0,7
5466,AaronHernandez,NE,1.0,3.0,2.0,33.0,0.0,4.3,4.3,2010.0,8
5501,AaronHernandez,NE,1.0,9.0,5.0,48.0,2.0,19.3,19.3,2010.0,9
5610,AaronHernandez,NE,1.0,1.0,1.0,8.0,1.0,7.3,7.3,2010.0,11
5685,AaronHernandez,NE,1.0,1.0,1.0,18.0,0.0,2.3,2.3,2010.0,12
5704,AaronHernandez,NE,1.0,5.0,3.0,51.0,1.0,12.6,12.6,2010.0,13
5776,AaronHernandez,NE,1.0,4.0,2.0,19.0,0.0,2.9,2.9,2010.0,14
5801,AaronHernandez,NE,1.0,5.0,4.0,31.0,2.0,18.7,18.7,2010.0,15
5951,AaronHernandez,NE,1.0,10.0,7.0,103.0,1.0,19.8,19.8,2011.0,1
6004,AaronHernandez,NE,1.0,8.0,7.0,62.0,1.0,15.7,15.7,2011.0,2
6163,AaronHernandez,NE,1.0,9.0,5.0,56.0,0.0,8.1,8.1,2011.0,5
6201,AaronHernandez,NE,1.0,14.0,8.0,68.0,1.0,14.8,14.8,2011.0,6
6310,AaronHernandez,NE,1.0,4.0,2.0,9.0,1.0,8.1,8.1,2011.0,8
6357,AaronHernandez,NE,1.0,5.0,4.0,35.0,1.0,11.5,11.5,2011.0,9
6416,AaronHernandez,NE,1.0,5.0,4.0,41.0,0.0,6.1,6.1,2011.0,10
6468,AaronHernandez,NE,1.0,7.0,4.0,44.0,0.0,6.4,6.4,2011.0,11
6509,AaronHernandez,NE,1.0,7.0,6.0,62.0,0.0,9.2,9.2,2011.0,12
6560,AaronHernandez,NE,1.0,9.0,7.0,43.0,0.0,7.8,7.8,2011.0,13
6608,AaronHernandez,NE,1.0,7.0,5.0,84.0,0.0,10.9,10.9,2011.0,14
6650,AaronHernandez,NE,1.0,11.0,9.0,129.0,1.0,25.0,25.0,2011.0,15
6722,AaronHernandez,NE,1.0,6.0,4.0,36.0,0.0,5.7,5.7,2011.0,16
6751,AaronHernandez,NE,1.0,11.0,7.0,138.0,1.0,25.9,25.9,2011.0,17
6802,AaronHernandez,NE,1.0,7.0,6.0,59.0,1.0,15.4,15.4,2012.0,1
7054,AaronHernandez,NE,1.0,9.0,6.0,30.0,1.0,12.0,12.0,2012.0,6
7108,AaronHernandez,NE,1.0,7.0,5.0,54.0,0.0,7.9,7.9,2012.0,7
7376,AaronHernandez,NE,1.0,3.0,2.0,36.0,0.0,4.6,4.6,2012.0,12
7398,AaronHernandez,NE,1.0,13.0,8.0,97.0,0.0,13.7,13.7,2012.0,13
7442,AaronHernandez,NE,1.0,11.0,8.0,58.0,2.0,21.8,21.8,2012.0,14
7493,AaronHernandez,NE,1.0,19.0,10.0,92.0,1.0,20.2,20.2,2012.0,15
7579,AaronHernandez,NE,1.0,5.0,1.0,13.0,0.0,1.8,1.8,2012.0,16
7603,AaronHernandez,NE,1.0,8.0,5.0,44.0,0.0,6.9,6.9,2012.0,17
158,AaronShea,CLE,1.0,5.0,2.0,28.0,1.0,9.8,9.8,2004.0,4
219,AaronShea,CLE,1.0,2.0,1.0,35.0,0.0,4.0,4.0,2004.0,5
258,AaronShea,CLE,1.0,4.0,3.0,25.0,1.0,10.0,10.0,2004.0,6
311,AaronShea,CLE,1.0,6.0,6.0,45.0,0.0,7.5,7.5,2004.0,7
421,AaronShea,CLE,1.0,4.0,2.0,20.0,0.0,3.0,3.0,2004.0,9
461,AaronShea,CLE,1.0,4.0,1.0,7.0,1.0,7.2,7.2,2004.0,10
512,AaronShea,CLE,1.0,3.0,2.0,7.0,1.0,7.7,7.7,2004.0,11
561,AaronShea,CLE,1.0,7.0,5.0,67.0,0.0,9.2,9.2,2004.0,12
693,AaronShea,CLE,1.0,4.0,1.0,5.0,0.0,1.0,1.0,2004.0,14
743,AaronShea,CLE,1.0,4.0,1.0,8.0,0.0,1.3,1.3,2004.0,15
845,AaronShea,CLE,1.0,3.0,2.0,5.0,0.0,1.5,1.5,2004.0,17
1062,AaronShea,CLE,1.0,7.0,6.0,65.0,0.0,9.5,9.5,2005.0,5
1120,AaronShea,CLE,1.0,4.0,3.0,17.0,0.0,3.2,3.2,2005.0,6
1184,AaronShea,CLE,1.0,3.0,1.0,9.0,0.0,1.4,1.4,2005.0,7
1210,AaronShea,CLE,1.0,1.0,1.0,8.0,1.0,7.3,7.3,2005.0,8
1481,AaronShea,CLE,1.0,2.0,1.0,13.0,0.0,1.8,1.8,2005.0,13
1540,AaronShea,CLE,1.0,2.0,1.0,14.0,0.0,1.9,1.9,2005.0,14
1615,AaronShea,CLE,1.0,8.0,5.0,27.0,0.0,5.2,5.2,2005.0,16
117,AaronWalker,SF,1.0,3.0,2.0,26.0,0.0,3.6,3.6,2004.0,3
218,AaronWalker,SF,1.0,3.0,3.0,41.0,0.0,5.6,5.6,2004.0,5
393,AaronWalker,SF,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2004.0,8
437,AaronWalker,SF,1.0,1.0,1.0,3.0,0.0,0.8,0.8,2004.0,9
639,AaronWalker,SF,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2004.0,13
670,AaronWalker,SF,1.0,2.0,1.0,30.0,0.0,3.5,3.5,2004.0,14
1829,AaronWalker,STL,1.0,1.0,1.0,16.0,0.0,2.1,2.1,2006.0,3
2397,AaronWalker,STL,1.0,1.0,1.0,6.0,0.0,1.1,1.1,2006.0,14
2439,AaronWalker,STL,1.0,1.0,1.0,9.0,0.0,1.4,1.4,2006.0,15
2491,AaronWalker,STL,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2006.0,16
2523,AaronWalker,STL,1.0,2.0,1.0,26.0,0.0,3.1,3.1,2006.0,17
2645,AaronWalker,STL,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2007.0,2
2793,AaronWalker,STL,1.0,2.0,1.0,5.0,0.0,1.0,1.0,2007.0,5
890,AdamBergen,ARI,1.0,4.0,1.0,10.0,0.0,1.5,1.5,2005.0,1
922,AdamBergen,ARI,1.0,3.0,2.0,15.0,0.0,2.5,2.5,2005.0,2
978,AdamBergen,ARI,1.0,2.0,1.0,9.0,0.0,1.4,1.4,2005.0,3
1046,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2005.0,4
1096,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2005.0,5
1187,AdamBergen,ARI,1.0,2.0,1.0,7.0,0.0,1.2,1.2,2005.0,7
1231,AdamBergen,ARI,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2005.0,8
1281,AdamBergen,ARI,1.0,2.0,2.0,5.0,0.0,1.5,1.5,2005.0,9
1319,AdamBergen,ARI,1.0,2.0,1.0,32.0,0.0,3.7,3.7,2005.0,10
1357,AdamBergen,ARI,1.0,4.0,4.0,35.0,1.0,11.5,11.5,2005.0,11
1445,AdamBergen,ARI,1.0,3.0,1.0,2.0,0.0,0.7,0.7,2005.0,12
1512,AdamBergen,ARI,1.0,5.0,3.0,41.0,0.0,5.6,5.6,2005.0,14
1568,AdamBergen,ARI,1.0,3.0,3.0,18.0,0.0,3.3,3.3,2005.0,15
1610,AdamBergen,ARI,1.0,4.0,4.0,54.0,0.0,7.4,7.4,2005.0,16
1663,AdamBergen,ARI,1.0,4.0,4.0,35.0,0.0,5.5,5.5,2005.0,17
1711,AdamBergen,ARI,1.0,2.0,2.0,18.0,1.0,8.8,8.8,2006.0,1
1841,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3
1892,AdamBergen,ARI,1.0,2.0,1.0,4.0,0.0,0.9,0.9,2006.0,4
1945,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,5
1989,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
2041,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
2098,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,8
2168,AdamBergen,ARI,1.0,6.0,5.0,30.0,0.0,5.5,5.5,2006.0,10
2232,AdamBergen,ARI,1.0,2.0,2.0,10.0,0.0,2.0,2.0,2006.0,11
2282,AdamBergen,ARI,1.0,4.0,3.0,32.0,0.0,2.7,2.7,2006.0,12
2349,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,13
2449,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,15
8663,AdrienRobinson,NYG,1.0,1.0,1.0,15.0,0.0,2.0,2.0,2014.0,4
8727,AdrienRobinson,NYG,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2014.0,5
8761,AdrienRobinson,NYG,1.0,2.0,1.0,29.0,0.0,3.4,3.4,2014.0,6
9035,AdrienRobinson,NYG,1.0,1.0,1.0,1.0,1.0,6.6,6.6,2014.0,12
9170,AdrienRobinson,NYG,1.0,1.0,1.0,0.0,0.0,0.5,0.5,2014.0,14
1446,AlexHolmes,MIA,1.0,1.0,1.0,2.0,0.0,0.7,0.7,2005.0,12
852,AlexSmith,TB,1.0,5.0,4.0,34.0,2.0,17.4,17.4,2005.0,1
943,AlexSmith,TB,1.0,2.0,1.0,2.0,0.0,0.7,0.7,2005.0,2
984,AlexSmith,TB,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2005.0,3
1039,AlexSmith,TB,1.0,3.0,1.0,7.0,0.0,1.2,1.2,2005.0,4
1066,AlexSmith,TB,1.0,8.0,5.0,46.0,0.0,7.1,7.1,2005.0,5
1138,AlexSmith,TB,1.0,4.0,2.0,0.0,0.0,1.0,1.0,2005.0,6
1215,AlexSmith,TB,1.0,3.0,2.0,43.0,0.0,5.3,5.3,2005.0,8
1262,AlexSmith,TB,1.0,3.0,3.0,41.0,0.0,5.6,5.6,2005.0,9
1366,AlexSmith,TB,1.0,3.0,3.0,43.0,0.0,5.8,5.8,2005.0,11
1434,AlexSmith,TB,1.0,3.0,2.0,14.0,0.0,2.4,2.4,2005.0,12
1497,AlexSmith,TB,1.0,2.0,1.0,-1.0,0.0,0.4,0.4,2005.0,13
1527,AlexSmith,TB,1.0,3.0,3.0,11.0,0.0,2.6,2.6,2005.0,14
1565,AlexSmith,TB,1.0,6.0,4.0,26.0,0.0,4.6,4.6,2005.0,15
1606,AlexSmith,TB,1.0,12.0,8.0,75.0,0.0,11.5,11.5,2005.0,16
1671,AlexSmith,TB,1.0,3.0,1.0,22.0,0.0,2.7,2.7,2005.0,17
1729,AlexSmith,TB,1.0,2.0,2.0,18.0,0.0,2.8,2.8,2006.0,1
1807,AlexSmith,TB,1.0,5.0,4.0,72.0,0.0,9.2,9.2,2006.0,3
1902,AlexSmith,TB,1.0,6.0,5.0,16.0,1.0,10.1,10.1,2006.0,5
1957,AlexSmith,TB,1.0,4.0,3.0,10.0,1.0,8.5,8.5,2006.0,6
2035,AlexSmith,TB,1.0,1.0,1.0,6.0,0.0,1.1,1.1,2006.0,7
2075,AlexSmith,TB,1.0,7.0,2.0,12.0,0.0,2.2,2.2,2006.0,8
2132,AlexSmith,TB,1.0,3.0,2.0,8.0,0.0,1.8,1.8,2006.0,9
2174,AlexSmith,TB,1.0,4.0,3.0,18.0,0.0,3.3,3.3,2006.0,10
2340,AlexSmith,TB,1.0,3.0,2.0,4.0,0.0,1.4,1.4,2006.0,13
2374,AlexSmith,TB,1.0,3.0,2.0,17.0,0.0,2.7,2.7,2006.0,14
2406,AlexSmith,TB,1.0,7.0,5.0,24.0,1.0,8.9,8.9,2006.0,15
2465,AlexSmith,TB,1.0,5.0,4.0,45.0,0.0,6.5,6.5,2006.0,16
2573,AlexSmith,TB,1.0,2.0,2.0,23.0,0.0,3.3,3.3,2007.0,1
2618,AlexSmith,TB,1.0,3.0,2.0,45.0,0.0,5.5,5.5,2007.0,2
2676,AlexSmith,TB,1.0,5.0,3.0,27.0,0.0,4.2,4.2,2007.0,3
2723,AlexSmith,TB,1.0,6.0,4.0,17.0,0.0,3.7,3.7,2007.0,4
2757,AlexSmith,TB,1.0,3.0,2.0,6.0,2.0,13.6,13.6,2007.0,5
2830,AlexSmith,TB,1.0,3.0,1.0,15.0,0.0,2.0,2.0,2007.0,6
2979,AlexSmith,TB,1.0,3.0,2.0,13.0,0.0,2.3,2.3,2007.0,9
3053,AlexSmith,TB,1.0,0.0,3.0,51.0,1.0,12.6,12.6,2007.0,11
3119,AlexSmith,TB,1.0,4.0,3.0,41.0,0.0,5.6,5.6,2007.0,12
3193,AlexSmith,TB,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2007.0,13
3218,AlexSmith,TB,1.0,5.0,2.0,39.0,0.0,4.9,4.9,2007.0,14
3303,AlexSmith,TB,1.0,10.0,6.0,79.0,0.0,10.9,10.9,2007.0,16
3388,AlexSmith,TB,1.0,2.0,1.0,18.0,0.0,2.3,2.3,2007.0,17
3428,AlexSmith,TB,1.0,3.0,2.0,19.0,0.0,2.9,2.9,2008.0,1
3468,AlexSmith,TB,1.0,6.0,2.0,20.0,0.0,3.0,3.0,2008.0,2
3521,AlexSmith,TB,1.0,7.0,3.0,33.0,0.0,4.8,4.8,2008.0,3
3556,AlexSmith,TB,1.0,2.0,2.0,26.0,1.0,9.6,9.6,2008.0,4
3632,AlexSmith,TB,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2008.0,5
3651,AlexSmith,TB,1.0,3.0,3.0,43.0,1.0,11.8,11.8,2008.0,6
3725,AlexSmith,TB,1.0,4.0,2.0,25.0,0.0,3.5,3.5,2008.0,7
3771,AlexSmith,TB,1.0,2.0,2.0,39.0,0.0,4.9,4.9,2008.0,8
3810,AlexSmith,TB,1.0,2.0,2.0,12.0,1.0,8.2,8.2,2008.0,9
4083,AlexSmith,TB,1.0,3.0,1.0,20.0,0.0,2.5,2.5,2008.0,14
4635,AlexSmith,PHI,1.0,1.0,1.0,11.0,0.0,1.6,1.6,2009.0,8
4680,AlexSmith,PHI,1.0,2.0,1.0,11.0,0.0,1.6,1.6,2009.0,9
4999,AlexSmith,PHI,1.0,1.0,1.0,3.0,0.0,0.8,0.8,2009.0,15
5893,AlexSmith,CLE,1.0,1.0,1.0,6.0,0.0,1.1,1.1,2010.0,16
6024,AlexSmith,CLE,1.0,5.0,3.0,19.0,0.0,3.4,3.4,2011.0,2
6093,AlexSmith,CLE,1.0,4.0,1.0,9.0,0.0,1.4,1.4,2011.0,3
6143,AlexSmith,CLE,1.0,2.0,1.0,13.0,0.0,1.8,1.8,2011.0,4
6211,AlexSmith,CLE,1.0,3.0,2.0,14.0,1.0,8.4,8.4,2011.0,6
6284,AlexSmith,CLE,1.0,2.0,1.0,13.0,0.0,1.8,1.8,2011.0,7
6330,AlexSmith,CLE,1.0,1.0,1.0,20.0,0.0,2.5,2.5,2011.0,8
6436,AlexSmith,CLE,1.0,2.0,2.0,15.0,0.0,2.5,2.5,2011.0,10
6631,AlexSmith,CLE,1.0,3.0,2.0,19.0,0.0,2.9,2.9,2011.0,14
6694,AlexSmith,CLE,1.0,3.0,1.0,9.0,0.0,1.4,1.4,2011.0,15
6875,AlexSmith,CLE,1.0,4.0,3.0,30.0,0.0,4.5,4.5,2012.0,2
7193,AlexSmith,CLE,1.0,3.0,1.0,1.0,0.0,0.6,0.6,2012.0,8
7226,AlexSmith,CLE,1.0,4.0,3.0,8.0,0.0,2.3,2.3,2012.0,9
7335,AlexSmith,CLE,1.0,1.0,1.0,2.0,0.0,0.7,0.7,2012.0,11
7437,AlexSmith,CLE,1.0,1.0,1.0,1.0,0.0,0.6,0.6,2012.0,13
7533,AlexSmith,CLE,1.0,2.0,2.0,8.0,0.0,1.8,1.8,2012.0,15
8124,AlexSmith,CIN,1.0,2.0,1.0,3.0,0.0,0.8,0.8,2013.0,10
8149,AlexSmith,CIN,1.0,1.0,1.0,2.0,1.0,6.7,6.7,2013.0,11
8473,AlexSmith,CIN,1.0,1.0,1.0,7.0,0.0,1.2,1.2,2013.0,17
2,AlgeCrumpler,ATL,1.0,7.0,6.0,82.0,1.0,17.2,17.2,2004.0,1
65,AlgeCrumpler,ATL,1.0,4.0,3.0,49.0,0.0,6.4,6.4,2004.0,2
114,AlgeCrumpler,ATL,1.0,4.0,2.0,34.0,0.0,4.4,4.4,2004.0,3
154,AlgeCrumpler,ATL,1.0,9.0,5.0,85.0,0.0,11.0,11.0,2004.0,4
227,AlgeCrumpler,ATL,1.0,4.0,1.0,24.0,0.0,2.9,2.9,2004.0,5
252,AlgeCrumpler,ATL,1.0,4.0,4.0,54.0,1.0,13.4,13.4,2004.0,6
320,AlgeCrumpler,ATL,1.0,6.0,3.0,27.0,0.0,4.2,4.2,2004.0,7
354,AlgeCrumpler,ATL,1.0,8.0,7.0,86.0,0.0,12.1,12.1,2004.0,8
452,AlgeCrumpler,ATL,1.0,5.0,4.0,118.0,1.0,19.8,19.8,2004.0,10
502,AlgeCrumpler,ATL,1.0,5.0,4.0,47.0,2.0,18.7,18.7,2004.0,11
553,AlgeCrumpler,ATL,1.0,7.0,4.0,103.0,1.0,18.3,18.3,2004.0,12
644,AlgeCrumpler,ATL,1.0,2.0,1.0,5.0,0.0,1.0,1.0,2004.0,13
675,AlgeCrumpler,ATL,1.0,2.0,1.0,22.0,0.0,2.7,2.7,2004.0,14
725,AlgeCrumpler,ATL,1.0,7.0,3.0,38.0,0.0,3.3,3.3,2004.0,15
862,AlgeCrumpler,ATL,1.0,9.0,4.0,54.0,0.0,7.4,7.4,2005.0,1
909,AlgeCrumpler,ATL,1.0,5.0,3.0,53.0,0.0,6.8,6.8,2005.0,2
964,AlgeCrumpler,ATL,1.0,7.0,3.0,35.0,0.0,5.0,5.0,2005.0,3
1007,AlgeCrumpler,ATL,1.0,8.0,3.0,16.0,1.0,9.1,9.1,2005.0,4
1051,AlgeCrumpler,ATL,1.0,9.0,6.0,99.0,1.0,18.9,18.9,2005.0,5
1110,AlgeCrumpler,ATL,1.0,7.0,4.0,52.0,0.0,7.2,7.2,2005.0,6
1156,AlgeCrumpler,ATL,1.0,4.0,4.0,66.0,0.0,8.6,8.6,2005.0,7
1257,AlgeCrumpler,ATL,1.0,8.0,6.0,65.0,0.0,9.5,9.5,2005.0,9
1311,AlgeCrumpler,ATL,1.0,8.0,5.0,40.0,0.0,6.5,6.5,2005.0,10
1353,AlgeCrumpler,ATL,1.0,11.0,5.0,49.0,1.0,13.4,13.4,2005.0,11
1400,AlgeCrumpler,ATL,1.0,10.0,7.0,104.0,2.0,25.9,25.9,2005.0,12
1462,AlgeCrumpler,ATL,1.0,7.0,3.0,52.0,0.0,6.7,6.7,2005.0,13
1504,AlgeCrumpler,ATL,1.0,5.0,3.0,94.0,0.0,10.9,10.9,2005.0,14
1574,AlgeCrumpler,ATL,1.0,5.0,2.0,14.0,0.0,2.4,2.4,2005.0,15
1608,AlgeCrumpler,ATL,1.0,6.0,4.0,63.0,0.0,8.3,8.3,2005.0,16
1682,AlgeCrumpler,ATL,1.0,6.0,3.0,21.0,0.0,1.6,1.6,2005.0,17
1708,AlgeCrumpler,ATL,1.0,6.0,3.0,27.0,1.0,10.2,10.2,2006.0,1
1782,AlgeCrumpler,ATL,1.0,2.0,1.0,22.0,0.0,2.7,2.7,2006.0,2
1811,AlgeCrumpler,ATL,1.0,12.0,5.0,49.0,0.0,7.4,7.4,2006.0,3
1872,AlgeCrumpler,ATL,1.0,7.0,2.0,30.0,0.0,4.0,4.0,2006.0,4
1956,AlgeCrumpler,ATL,1.0,6.0,5.0,66.0,0.0,9.1,9.1,2006.0,6
2000,AlgeCrumpler,ATL,1.0,8.0,6.0,117.0,3.0,32.7,32.7,2006.0,7
2055,AlgeCrumpler,ATL,1.0,5.0,4.0,72.0,1.0,15.2,15.2,2006.0,8
2105,AlgeCrumpler,ATL,1.0,6.0,4.0,47.0,1.0,12.7,12.7,2006.0,9
2167,AlgeCrumpler,ATL,1.0,13.0,4.0,37.0,0.0,5.7,5.7,2006.0,10
2227,AlgeCrumpler,ATL,1.0,4.0,2.0,16.0,0.0,2.6,2.6,2006.0,11
2271,AlgeCrumpler,ATL,1.0,3.0,1.0,43.0,0.0,4.8,4.8,2006.0,12
2304,AlgeCrumpler,ATL,1.0,7.0,2.0,62.0,1.0,13.2,13.2,2006.0,13
2364,AlgeCrumpler,ATL,1.0,5.0,3.0,30.0,0.0,4.5,4.5,2006.0,14
2408,AlgeCrumpler,ATL,1.0,9.0,5.0,59.0,0.0,8.4,8.4,2006.0,15
2469,AlgeCrumpler,ATL,1.0,4.0,3.0,39.0,0.0,5.4,5.4,2006.0,16
2500,AlgeCrumpler,ATL,1.0,6.0,6.0,64.0,1.0,15.4,15.4,2006.0,17
2561,AlgeCrumpler,ATL,1.0,5.0,4.0,40.0,0.0,6.0,6.0,2007.0,1
2612,AlgeCrumpler,ATL,1.0,3.0,3.0,53.0,0.0,6.8,6.8,2007.0,2
2652,AlgeCrumpler,ATL,1.0,6.0,6.0,63.0,1.0,15.3,15.3,2007.0,3
2718,AlgeCrumpler,ATL,1.0,5.0,3.0,34.0,0.0,4.9,4.9,2007.0,4
2785,AlgeCrumpler,ATL,1.0,4.0,2.0,4.0,0.0,1.4,1.4,2007.0,5
2832,AlgeCrumpler,ATL,1.0,5.0,1.0,9.0,0.0,1.4,1.4,2007.0,6
3006,AlgeCrumpler,ATL,1.0,2.0,2.0,39.0,1.0,10.9,10.9,2007.0,10
3075,AlgeCrumpler,ATL,1.0,0.0,3.0,28.0,0.0,4.3,4.3,2007.0,11
3128,AlgeCrumpler,ATL,1.0,7.0,3.0,14.0,0.0,2.9,2.9,2007.0,12
3156,AlgeCrumpler,ATL,1.0,12.0,7.0,65.0,0.0,10.0,10.0,2007.0,13
3226,AlgeCrumpler,ATL,1.0,7.0,3.0,16.0,0.0,3.1,3.1,2007.0,14
3312,AlgeCrumpler,ATL,1.0,5.0,2.0,12.0,1.0,8.2,8.2,2007.0,16
3351,AlgeCrumpler,ATL,1.0,3.0,3.0,67.0,2.0,20.2,20.2,2007.0,17
3446,AlgeCrumpler,TEN,1.0,2.0,1.0,4.0,0.0,0.9,0.9,2008.0,1
3471,AlgeCrumpler,TEN,1.0,3.0,2.0,16.0,0.0,2.6,2.6,2008.0,2
3527,AlgeCrumpler,TEN,1.0,4.0,2.0,26.0,0.0,3.6,3.6,2008.0,3
3594,AlgeCrumpler,TEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
3611,AlgeCrumpler,TEN,1.0,6.0,2.0,15.0,1.0,8.5,8.5,2008.0,5
3722,AlgeCrumpler,TEN,1.0,2.0,2.0,38.0,0.0,4.8,4.8,2008.0,7
3766,AlgeCrumpler,TEN,1.0,5.0,4.0,35.0,0.0,5.5,5.5,2008.0,8
3844,AlgeCrumpler,TEN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,9
3870,AlgeCrumpler,TEN,1.0,3.0,3.0,35.0,0.0,5.0,5.0,2008.0,10
3941,AlgeCrumpler,TEN,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2008.0,11
3989,AlgeCrumpler,TEN,1.0,2.0,1.0,8.0,0.0,1.3,1.3,2008.0,12
4025,AlgeCrumpler,TEN,1.0,3.0,2.0,22.0,0.0,3.2,3.2,2008.0,13
4082,AlgeCrumpler,TEN,1.0,1.0,1.0,20.0,0.0,2.5,2.5,2008.0,14
4174,AlgeCrumpler,TEN,1.0,4.0,3.0,30.0,0.0,4.5,4.5,2008.0,16
4288,AlgeCrumpler,TEN,1.0,3.0,2.0,5.0,0.0,1.5,1.5,2009.0,1
4321,AlgeCrumpler,TEN,1.0,4.0,4.0,44.0,0.0,6.4,6.4,2009.0,2
4362,AlgeCrumpler,TEN,1.0,6.0,4.0,41.0,0.0,6.1,6.1,2009.0,3
4429,AlgeCrumpler,TEN,1.0,3.0,3.0,23.0,0.0,3.8,3.8,2009.0,4
4488,AlgeCrumpler,TEN,1.0,3.0,3.0,14.0,0.0,0.9,0.9,2009.0,5
4545,AlgeCrumpler,TEN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,6
4633,AlgeCrumpler,TEN,1.0,2.0,2.0,14.0,0.0,2.4,2.4,2009.0,8
4692,AlgeCrumpler,TEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9
4781,AlgeCrumpler,TEN,1.0,3.0,2.0,18.0,0.0,2.8,2.8,2009.0,11
4843,AlgeCrumpler,TEN,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2009.0,12
4878,AlgeCrumpler,TEN,1.0,4.0,2.0,14.0,0.0,2.4,2.4,2009.0,13
4905,AlgeCrumpler,TEN,1.0,4.0,4.0,41.0,1.0,12.1,12.1,2009.0,14
5299,AlgeCrumpler,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,4
5398,AlgeCrumpler,NE,1.0,2.0,1.0,4.0,0.0,0.9,0.9,2010.0,6
5496,AlgeCrumpler,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,8
5545,AlgeCrumpler,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9
5594,AlgeCrumpler,NE,1.0,1.0,1.0,4.0,0.0,0.9,0.9,2010.0,10
5683,AlgeCrumpler,NE,1.0,1.0,1.0,27.0,0.0,3.2,3.2,2010.0,12
5848,AlgeCrumpler,NE,1.0,1.0,1.0,3.0,0.0,0.8,0.8,2010.0,15
5868,AlgeCrumpler,NE,1.0,1.0,1.0,4.0,1.0,6.9,6.9,2010.0,16
5913,AlgeCrumpler,NE,1.0,2.0,1.0,10.0,1.0,7.5,7.5,2010.0,17
6549,AllenReisner,MIN,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2011.0,12
7669,AllenReisner,JAC,1.0,5.0,3.0,31.0,0.0,4.6,4.6,2013.0,1
7730,AllenReisner,JAC,1.0,2.0,2.0,9.0,0.0,1.9,1.9,2013.0,2
5312,AndrewQuarless,GB,1.0,6.0,4.0,51.0,0.0,7.1,7.1,2010.0,5
5382,AndrewQuarless,GB,1.0,2.0,1.0,23.0,0.0,2.8,2.8,2010.0,6
5407,AndrewQuarless,GB,1.0,3.0,2.0,16.0,1.0,8.6,8.6,2010.0,7
5636,AndrewQuarless,GB,1.0,2.0,1.0,14.0,0.0,1.9,1.9,2010.0,11
5674,AndrewQuarless,GB,1.0,3.0,3.0,35.0,0.0,5.0,5.0,2010.0,12
5762,AndrewQuarless,GB,1.0,6.0,5.0,62.0,0.0,6.7,6.7,2010.0,14
5835,AndrewQuarless,GB,1.0,4.0,2.0,12.0,0.0,2.2,2.2,2010.0,15
5886,AndrewQuarless,GB,1.0,1.0,1.0,16.0,0.0,2.1,2.1,2010.0,16
5944,AndrewQuarless,GB,1.0,1.0,1.0,5.0,0.0,1.0,1.0,2010.0,17
6278,AndrewQuarless,GB,1.0,1.0,1.0,21.0,0.0,2.6,2.6,2011.0,7
6445,AndrewQuarless,GB,1.0,1.0,1.0,8.0,0.0,1.3,1.3,2011.0,10
