,Name,Team,Games,Targets,Rec,RecYards,RecTD,FFP,FFPPG,Season,Week
2937,AaronHalterman,MIA,1.0,1.0,1.0,7.0,0.0,0.7,0.7,2007.0,8
5114,AaronHernandez,NE,1.0,2.0,1.0,45.0,0.0,4.5,4.5,2010.0,1
5156,AaronHernandez,NE,1.0,6.0,6.0,101.0,0.0,10.1,10.1,2010.0,2
5214,AaronHernandez,NE,1.0,7.0,6.0,65.0,0.0,7.8,7.8,2010.0,3
5274,AaronHernandez,NE,1.0,5.0,5.0,29.0,0.0,2.9,2.9,2010.0,4
5359,AaronHernandez,NE,1.0,6.0,4.0,61.0,0.0,7.9,7.9,2010.0,6
5409,AaronHernandez,NE,1.0,8.0,5.0,54.0,0.0,5.4,5.4,2010.0,7
5466,AaronHernandez,NE,1.0,3.0,2.0,33.0,0.0,3.3,3.3,2010.0,8
5500,AaronHernandez,NE,1.0,9.0,5.0,48.0,2.0,16.8,16.8,2010.0,9
5609,AaronHernandez,NE,1.0,1.0,1.0,8.0,1.0,6.8,6.8,2010.0,11
5684,AaronHernandez,NE,1.0,1.0,1.0,18.0,0.0,1.8,1.8,2010.0,12
5703,AaronHernandez,NE,1.0,5.0,3.0,51.0,1.0,11.1,11.1,2010.0,13
5776,AaronHernandez,NE,1.0,4.0,2.0,19.0,0.0,1.9,1.9,2010.0,14
5801,AaronHernandez,NE,1.0,5.0,4.0,31.0,2.0,16.7,16.7,2010.0,15
5951,AaronHernandez,NE,1.0,10.0,7.0,103.0,1.0,16.3,16.3,2011.0,1
6004,AaronHernandez,NE,1.0,8.0,7.0,62.0,1.0,12.2,12.2,2011.0,2
6165,AaronHernandez,NE,1.0,9.0,5.0,56.0,0.0,5.6,5.6,2011.0,5
6200,AaronHernandez,NE,1.0,14.0,8.0,68.0,1.0,12.8,12.8,2011.0,6
6310,AaronHernandez,NE,1.0,4.0,2.0,9.0,1.0,7.1,7.1,2011.0,8
6357,AaronHernandez,NE,1.0,5.0,4.0,35.0,1.0,9.5,9.5,2011.0,9
6415,AaronHernandez,NE,1.0,5.0,4.0,41.0,0.0,4.1,4.1,2011.0,10
6469,AaronHernandez,NE,1.0,7.0,4.0,44.0,0.0,4.4,4.4,2011.0,11
6512,AaronHernandez,NE,1.0,7.0,6.0,62.0,0.0,6.2,6.2,2011.0,12
6567,AaronHernandez,NE,1.0,9.0,7.0,43.0,0.0,4.3,4.3,2011.0,13
6609,AaronHernandez,NE,1.0,7.0,5.0,84.0,0.0,8.4,8.4,2011.0,14
6651,AaronHernandez,NE,1.0,11.0,9.0,129.0,1.0,20.5,20.5,2011.0,15
6723,AaronHernandez,NE,1.0,6.0,4.0,36.0,0.0,3.7,3.7,2011.0,16
6751,AaronHernandez,NE,1.0,11.0,7.0,138.0,1.0,22.4,22.4,2011.0,17
6802,AaronHernandez,NE,1.0,7.0,6.0,59.0,1.0,12.4,12.4,2012.0,1
7055,AaronHernandez,NE,1.0,9.0,6.0,30.0,1.0,9.0,9.0,2012.0,6
7109,AaronHernandez,NE,1.0,7.0,5.0,54.0,0.0,5.4,5.4,2012.0,7
7375,AaronHernandez,NE,1.0,3.0,2.0,36.0,0.0,3.6,3.6,2012.0,12
7401,AaronHernandez,NE,1.0,13.0,8.0,97.0,0.0,9.7,9.7,2012.0,13
7442,AaronHernandez,NE,1.0,11.0,8.0,58.0,2.0,17.8,17.8,2012.0,14
7493,AaronHernandez,NE,1.0,19.0,10.0,92.0,1.0,15.2,15.2,2012.0,15
7577,AaronHernandez,NE,1.0,5.0,1.0,13.0,0.0,1.3,1.3,2012.0,16
7608,AaronHernandez,NE,1.0,8.0,5.0,44.0,0.0,4.4,4.4,2012.0,17
156,AaronShea,CLE,1.0,5.0,2.0,28.0,1.0,8.8,8.8,2004.0,4
219,AaronShea,CLE,1.0,2.0,1.0,35.0,0.0,3.5,3.5,2004.0,5
256,AaronShea,CLE,1.0,4.0,3.0,25.0,1.0,8.5,8.5,2004.0,6
314,AaronShea,CLE,1.0,6.0,6.0,45.0,0.0,4.5,4.5,2004.0,7
423,AaronShea,CLE,1.0,4.0,2.0,20.0,0.0,2.0,2.0,2004.0,9
460,AaronShea,CLE,1.0,4.0,1.0,7.0,1.0,6.7,6.7,2004.0,10
513,AaronShea,CLE,1.0,3.0,2.0,7.0,1.0,6.7,6.7,2004.0,11
560,AaronShea,CLE,1.0,7.0,5.0,67.0,0.0,6.7,6.7,2004.0,12
693,AaronShea,CLE,1.0,4.0,1.0,5.0,0.0,0.5,0.5,2004.0,14
743,AaronShea,CLE,1.0,4.0,1.0,8.0,0.0,0.8,0.8,2004.0,15
1065,AaronShea,CLE,1.0,7.0,6.0,65.0,0.0,6.5,6.5,2005.0,5
1122,AaronShea,CLE,1.0,4.0,3.0,17.0,0.0,1.7,1.7,2005.0,6
1179,AaronShea,CLE,1.0,3.0,1.0,9.0,0.0,0.9,0.9,2005.0,7
1208,AaronShea,CLE,1.0,1.0,1.0,8.0,1.0,6.8,6.8,2005.0,8
1480,AaronShea,CLE,1.0,2.0,1.0,13.0,0.0,1.3,1.3,2005.0,13
1533,AaronShea,CLE,1.0,2.0,1.0,14.0,0.0,1.4,1.4,2005.0,14
1620,AaronShea,CLE,1.0,8.0,5.0,27.0,0.0,2.7,2.7,2005.0,16
116,AaronWalker,SF,1.0,3.0,2.0,26.0,0.0,2.6,2.6,2004.0,3
218,AaronWalker,SF,1.0,3.0,3.0,41.0,0.0,4.1,4.1,2004.0,5
394,AaronWalker,SF,1.0,1.0,1.0,4.0,0.0,0.4,0.4,2004.0,8
437,AaronWalker,SF,1.0,1.0,1.0,3.0,0.0,0.3,0.3,2004.0,9
640,AaronWalker,SF,1.0,1.0,1.0,8.0,0.0,0.8,0.8,2004.0,13
667,AaronWalker,SF,1.0,2.0,1.0,30.0,0.0,3.0,3.0,2004.0,14
1828,AaronWalker,STL,1.0,1.0,1.0,16.0,0.0,1.6,1.6,2006.0,3
2397,AaronWalker,STL,1.0,1.0,1.0,6.0,0.0,0.6,0.6,2006.0,14
2439,AaronWalker,STL,1.0,1.0,1.0,9.0,0.0,0.9,0.9,2006.0,15
2491,AaronWalker,STL,1.0,1.0,1.0,11.0,0.0,1.1,1.1,2006.0,16
2520,AaronWalker,STL,1.0,2.0,1.0,26.0,0.0,2.6,2.6,2006.0,17
2645,AaronWalker,STL,1.0,1.0,1.0,8.0,0.0,0.8,0.8,2007.0,2
2792,AaronWalker,STL,1.0,2.0,1.0,5.0,0.0,0.5,0.5,2007.0,5
890,AdamBergen,ARI,1.0,4.0,1.0,10.0,0.0,1.0,1.0,2005.0,1
921,AdamBergen,ARI,1.0,3.0,2.0,15.0,0.0,1.5,1.5,2005.0,2
977,AdamBergen,ARI,1.0,2.0,1.0,9.0,0.0,0.9,0.9,2005.0,3
1047,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2005.0,4
1097,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2005.0,5
1185,AdamBergen,ARI,1.0,2.0,1.0,7.0,0.0,0.7,0.7,2005.0,7
1230,AdamBergen,ARI,1.0,1.0,1.0,7.0,0.0,0.7,0.7,2005.0,8
1288,AdamBergen,ARI,1.0,2.0,2.0,5.0,0.0,0.5,0.5,2005.0,9
1317,AdamBergen,ARI,1.0,2.0,1.0,32.0,0.0,3.2,3.2,2005.0,10
1356,AdamBergen,ARI,1.0,4.0,4.0,35.0,1.0,9.5,9.5,2005.0,11
1445,AdamBergen,ARI,1.0,3.0,1.0,2.0,0.0,0.2,0.2,2005.0,12
1499,AdamBergen,ARI,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2005.0,13
1511,AdamBergen,ARI,1.0,5.0,3.0,41.0,0.0,4.1,4.1,2005.0,14
1572,AdamBergen,ARI,1.0,3.0,3.0,18.0,0.0,1.8,1.8,2005.0,15
1610,AdamBergen,ARI,1.0,4.0,4.0,54.0,0.0,5.4,5.4,2005.0,16
1661,AdamBergen,ARI,1.0,4.0,4.0,35.0,0.0,3.5,3.5,2005.0,17
1710,AdamBergen,ARI,1.0,2.0,2.0,18.0,1.0,7.8,7.8,2006.0,1
1783,AdamBergen,ARI,1.0,4.0,2.0,17.0,0.0,1.7,1.7,2006.0,2
1841,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3
1892,AdamBergen,ARI,1.0,2.0,1.0,4.0,0.0,0.4,0.4,2006.0,4
1945,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,5
1989,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
2041,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
2098,AdamBergen,ARI,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,8
2171,AdamBergen,ARI,1.0,6.0,5.0,30.0,0.0,3.0,3.0,2006.0,10
2233,AdamBergen,ARI,1.0,2.0,2.0,10.0,0.0,1.0,1.0,2006.0,11
2272,AdamBergen,ARI,1.0,4.0,3.0,32.0,0.0,3.2,3.2,2006.0,12
2449,AdamBergen,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,15
8661,AdrienRobinson,NYG,1.0,1.0,1.0,15.0,0.0,1.5,1.5,2014.0,4
8727,AdrienRobinson,NYG,1.0,1.0,1.0,5.0,0.0,0.5,0.5,2014.0,5
8761,AdrienRobinson,NYG,1.0,2.0,1.0,29.0,0.0,2.9,2.9,2014.0,6
9034,AdrienRobinson,NYG,1.0,1.0,1.0,1.0,1.0,6.1,6.1,2014.0,12
1446,AlexHolmes,MIA,1.0,1.0,1.0,2.0,0.0,0.2,0.2,2005.0,12
851,AlexSmith,TB,1.0,5.0,4.0,34.0,2.0,15.4,15.4,2005.0,1
945,AlexSmith,TB,1.0,2.0,1.0,2.0,0.0,0.2,0.2,2005.0,2
984,AlexSmith,TB,1.0,1.0,1.0,4.0,0.0,0.4,0.4,2005.0,3
1038,AlexSmith,TB,1.0,3.0,1.0,7.0,0.0,0.7,0.7,2005.0,4
1069,AlexSmith,TB,1.0,8.0,5.0,46.0,0.0,4.6,4.6,2005.0,5
1214,AlexSmith,TB,1.0,3.0,2.0,43.0,0.0,4.3,4.3,2005.0,8
1262,AlexSmith,TB,1.0,3.0,3.0,41.0,0.0,4.1,4.1,2005.0,9
1364,AlexSmith,TB,1.0,3.0,3.0,43.0,0.0,4.3,4.3,2005.0,11
1434,AlexSmith,TB,1.0,3.0,2.0,14.0,0.0,1.4,1.4,2005.0,12
1542,AlexSmith,TB,1.0,3.0,3.0,11.0,0.0,1.1,1.1,2005.0,14
1566,AlexSmith,TB,1.0,6.0,4.0,26.0,0.0,2.6,2.6,2005.0,15
1607,AlexSmith,TB,1.0,12.0,8.0,75.0,0.0,7.5,7.5,2005.0,16
1670,AlexSmith,TB,1.0,3.0,1.0,22.0,0.0,2.2,2.2,2005.0,17
1730,AlexSmith,TB,1.0,2.0,2.0,18.0,0.0,1.8,1.8,2006.0,1
1808,AlexSmith,TB,1.0,5.0,4.0,72.0,0.0,7.2,7.2,2006.0,3
1902,AlexSmith,TB,1.0,6.0,5.0,16.0,1.0,7.6,7.6,2006.0,5
1956,AlexSmith,TB,1.0,4.0,3.0,10.0,1.0,7.0,7.0,2006.0,6
2035,AlexSmith,TB,1.0,1.0,1.0,6.0,0.0,0.6,0.6,2006.0,7
2077,AlexSmith,TB,1.0,7.0,2.0,12.0,0.0,1.2,1.2,2006.0,8
2137,AlexSmith,TB,1.0,3.0,2.0,8.0,0.0,0.8,0.8,2006.0,9
2177,AlexSmith,TB,1.0,4.0,3.0,18.0,0.0,1.8,1.8,2006.0,10
2346,AlexSmith,TB,1.0,3.0,2.0,4.0,0.0,0.4,0.4,2006.0,13
2377,AlexSmith,TB,1.0,3.0,2.0,17.0,0.0,1.7,1.7,2006.0,14
2403,AlexSmith,TB,1.0,7.0,5.0,24.0,1.0,8.4,8.4,2006.0,15
2466,AlexSmith,TB,1.0,5.0,4.0,45.0,0.0,4.5,4.5,2006.0,16
2573,AlexSmith,TB,1.0,2.0,2.0,23.0,0.0,2.3,2.3,2007.0,1
2615,AlexSmith,TB,1.0,3.0,2.0,45.0,0.0,4.5,4.5,2007.0,2
2676,AlexSmith,TB,1.0,5.0,3.0,27.0,0.0,2.7,2.7,2007.0,3
2728,AlexSmith,TB,1.0,6.0,4.0,17.0,0.0,1.7,1.7,2007.0,4
2753,AlexSmith,TB,1.0,3.0,2.0,6.0,2.0,12.6,12.6,2007.0,5
2827,AlexSmith,TB,1.0,3.0,1.0,15.0,0.0,1.5,1.5,2007.0,6
2979,AlexSmith,TB,1.0,3.0,2.0,13.0,0.0,1.3,1.3,2007.0,9
3053,AlexSmith,TB,1.0,0.0,3.0,51.0,1.0,11.1,11.1,2007.0,11
3117,AlexSmith,TB,1.0,4.0,3.0,41.0,0.0,4.1,4.1,2007.0,12
3191,AlexSmith,TB,1.0,1.0,1.0,11.0,0.0,1.1,1.1,2007.0,13
3214,AlexSmith,TB,1.0,5.0,2.0,39.0,0.0,3.9,3.9,2007.0,14
3308,AlexSmith,TB,1.0,10.0,6.0,79.0,0.0,7.9,7.9,2007.0,16
3383,AlexSmith,TB,1.0,2.0,1.0,18.0,0.0,1.8,1.8,2007.0,17
3428,AlexSmith,TB,1.0,3.0,2.0,19.0,0.0,1.9,1.9,2008.0,1
3471,AlexSmith,TB,1.0,6.0,2.0,20.0,0.0,2.0,2.0,2008.0,2
3522,AlexSmith,TB,1.0,7.0,3.0,33.0,0.0,3.3,3.3,2008.0,3
3556,AlexSmith,TB,1.0,2.0,2.0,26.0,1.0,8.6,8.6,2008.0,4
3629,AlexSmith,TB,1.0,1.0,1.0,11.0,0.0,1.1,1.1,2008.0,5
3651,AlexSmith,TB,1.0,3.0,3.0,43.0,1.0,10.3,10.3,2008.0,6
3725,AlexSmith,TB,1.0,4.0,2.0,25.0,0.0,2.5,2.5,2008.0,7
3765,AlexSmith,TB,1.0,2.0,2.0,39.0,0.0,3.9,3.9,2008.0,8
3806,AlexSmith,TB,1.0,2.0,2.0,12.0,1.0,7.2,7.2,2008.0,9
4081,AlexSmith,TB,1.0,3.0,1.0,20.0,0.0,2.0,2.0,2008.0,14
4634,AlexSmith,PHI,1.0,1.0,1.0,11.0,0.0,1.1,1.1,2009.0,8
4680,AlexSmith,PHI,1.0,2.0,1.0,11.0,0.0,1.1,1.1,2009.0,9
4999,AlexSmith,PHI,1.0,1.0,1.0,3.0,0.0,0.3,0.3,2009.0,15
5893,AlexSmith,CLE,1.0,1.0,1.0,6.0,0.0,0.6,0.6,2010.0,16
6025,AlexSmith,CLE,1.0,5.0,3.0,19.0,0.0,1.9,1.9,2011.0,2
6093,AlexSmith,CLE,1.0,4.0,1.0,9.0,0.0,0.9,0.9,2011.0,3
6138,AlexSmith,CLE,1.0,2.0,1.0,13.0,0.0,1.3,1.3,2011.0,4
6210,AlexSmith,CLE,1.0,3.0,2.0,14.0,1.0,7.4,7.4,2011.0,6
6282,AlexSmith,CLE,1.0,2.0,1.0,13.0,0.0,1.3,1.3,2011.0,7
6328,AlexSmith,CLE,1.0,1.0,1.0,20.0,0.0,2.0,2.0,2011.0,8
6439,AlexSmith,CLE,1.0,2.0,2.0,15.0,0.0,1.5,1.5,2011.0,10
6631,AlexSmith,CLE,1.0,3.0,2.0,19.0,0.0,1.9,1.9,2011.0,14
6693,AlexSmith,CLE,1.0,3.0,1.0,9.0,0.0,0.9,0.9,2011.0,15
6877,AlexSmith,CLE,1.0,4.0,3.0,30.0,0.0,3.0,3.0,2012.0,2
7193,AlexSmith,CLE,1.0,3.0,1.0,1.0,0.0,0.1,0.1,2012.0,8
7232,AlexSmith,CLE,1.0,4.0,3.0,8.0,0.0,0.8,0.8,2012.0,9
7335,AlexSmith,CLE,1.0,1.0,1.0,2.0,0.0,0.2,0.2,2012.0,11
7437,AlexSmith,CLE,1.0,1.0,1.0,1.0,0.0,0.1,0.1,2012.0,13
7537,AlexSmith,CLE,1.0,2.0,2.0,8.0,0.0,0.8,0.8,2012.0,15
8124,AlexSmith,CIN,1.0,2.0,1.0,3.0,0.0,0.3,0.3,2013.0,10
8147,AlexSmith,CIN,1.0,1.0,1.0,2.0,1.0,6.2,6.2,2013.0,11
8473,AlexSmith,CIN,1.0,1.0,1.0,7.0,0.0,0.7,0.7,2013.0,17
1,AlgeCrumpler,ATL,1.0,7.0,6.0,82.0,1.0,14.2,14.2,2004.0,1
64,AlgeCrumpler,ATL,1.0,4.0,3.0,49.0,0.0,4.9,4.9,2004.0,2
113,AlgeCrumpler,ATL,1.0,4.0,2.0,34.0,0.0,3.4,3.4,2004.0,3
157,AlgeCrumpler,ATL,1.0,9.0,5.0,85.0,0.0,8.5,8.5,2004.0,4
222,AlgeCrumpler,ATL,1.0,4.0,1.0,24.0,0.0,2.4,2.4,2004.0,5
252,AlgeCrumpler,ATL,1.0,4.0,4.0,54.0,1.0,11.4,11.4,2004.0,6
320,AlgeCrumpler,ATL,1.0,6.0,3.0,27.0,0.0,2.7,2.7,2004.0,7
356,AlgeCrumpler,ATL,1.0,8.0,7.0,86.0,0.0,8.6,8.6,2004.0,8
452,AlgeCrumpler,ATL,1.0,5.0,4.0,118.0,1.0,17.8,17.8,2004.0,10
501,AlgeCrumpler,ATL,1.0,5.0,4.0,47.0,2.0,16.7,16.7,2004.0,11
553,AlgeCrumpler,ATL,1.0,7.0,4.0,103.0,1.0,16.3,16.3,2004.0,12
645,AlgeCrumpler,ATL,1.0,2.0,1.0,5.0,0.0,0.5,0.5,2004.0,13
672,AlgeCrumpler,ATL,1.0,2.0,1.0,22.0,0.0,2.2,2.2,2004.0,14
718,AlgeCrumpler,ATL,1.0,7.0,3.0,38.0,0.0,3.8,3.8,2004.0,15
865,AlgeCrumpler,ATL,1.0,9.0,4.0,54.0,0.0,5.4,5.4,2005.0,1
909,AlgeCrumpler,ATL,1.0,5.0,3.0,53.0,0.0,5.3,5.3,2005.0,2
963,AlgeCrumpler,ATL,1.0,7.0,3.0,35.0,0.0,3.5,3.5,2005.0,3
1007,AlgeCrumpler,ATL,1.0,8.0,3.0,16.0,1.0,7.6,7.6,2005.0,4
1051,AlgeCrumpler,ATL,1.0,9.0,6.0,99.0,1.0,15.9,15.9,2005.0,5
1110,AlgeCrumpler,ATL,1.0,7.0,4.0,52.0,0.0,5.2,5.2,2005.0,6
1155,AlgeCrumpler,ATL,1.0,4.0,4.0,66.0,0.0,6.6,6.6,2005.0,7
1258,AlgeCrumpler,ATL,1.0,8.0,6.0,65.0,0.0,6.5,6.5,2005.0,9
1314,AlgeCrumpler,ATL,1.0,8.0,5.0,40.0,0.0,4.0,4.0,2005.0,10
1352,AlgeCrumpler,ATL,1.0,11.0,5.0,49.0,1.0,10.9,10.9,2005.0,11
1400,AlgeCrumpler,ATL,1.0,10.0,7.0,104.0,2.0,22.4,22.4,2005.0,12
1459,AlgeCrumpler,ATL,1.0,7.0,3.0,52.0,0.0,5.2,5.2,2005.0,13
1503,AlgeCrumpler,ATL,1.0,5.0,3.0,94.0,0.0,9.4,9.4,2005.0,14
1574,AlgeCrumpler,ATL,1.0,5.0,2.0,14.0,0.0,1.4,1.4,2005.0,15
1608,AlgeCrumpler,ATL,1.0,6.0,4.0,63.0,0.0,6.3,6.3,2005.0,16
1671,AlgeCrumpler,ATL,1.0,6.0,3.0,21.0,0.0,2.1,2.1,2005.0,17
1708,AlgeCrumpler,ATL,1.0,6.0,3.0,27.0,1.0,8.7,8.7,2006.0,1
1780,AlgeCrumpler,ATL,1.0,2.0,1.0,22.0,0.0,2.2,2.2,2006.0,2
1815,AlgeCrumpler,ATL,1.0,12.0,5.0,49.0,0.0,4.9,4.9,2006.0,3
1872,AlgeCrumpler,ATL,1.0,7.0,2.0,30.0,0.0,3.0,3.0,2006.0,4
1957,AlgeCrumpler,ATL,1.0,6.0,5.0,66.0,0.0,6.6,6.6,2006.0,6
2000,AlgeCrumpler,ATL,1.0,8.0,6.0,117.0,3.0,29.7,29.7,2006.0,7
2055,AlgeCrumpler,ATL,1.0,5.0,4.0,72.0,1.0,13.2,13.2,2006.0,8
2104,AlgeCrumpler,ATL,1.0,6.0,4.0,47.0,1.0,10.7,10.7,2006.0,9
2167,AlgeCrumpler,ATL,1.0,13.0,4.0,37.0,0.0,3.7,3.7,2006.0,10
2229,AlgeCrumpler,ATL,1.0,4.0,2.0,16.0,0.0,1.6,1.6,2006.0,11
2266,AlgeCrumpler,ATL,1.0,3.0,1.0,43.0,0.0,4.3,4.3,2006.0,12
2304,AlgeCrumpler,ATL,1.0,7.0,2.0,62.0,1.0,12.2,12.2,2006.0,13
2366,AlgeCrumpler,ATL,1.0,5.0,3.0,30.0,0.0,3.0,3.0,2006.0,14
2408,AlgeCrumpler,ATL,1.0,9.0,5.0,59.0,0.0,5.9,5.9,2006.0,15
2471,AlgeCrumpler,ATL,1.0,4.0,3.0,39.0,0.0,3.9,3.9,2006.0,16
2500,AlgeCrumpler,ATL,1.0,6.0,6.0,64.0,1.0,12.4,12.4,2006.0,17
2562,AlgeCrumpler,ATL,1.0,5.0,4.0,40.0,0.0,4.0,4.0,2007.0,1
2614,AlgeCrumpler,ATL,1.0,3.0,3.0,53.0,0.0,5.3,5.3,2007.0,2
2651,AlgeCrumpler,ATL,1.0,6.0,6.0,63.0,1.0,12.3,12.3,2007.0,3
2717,AlgeCrumpler,ATL,1.0,5.0,3.0,34.0,0.0,3.4,3.4,2007.0,4
2793,AlgeCrumpler,ATL,1.0,4.0,2.0,4.0,0.0,0.4,0.4,2007.0,5
2832,AlgeCrumpler,ATL,1.0,5.0,1.0,9.0,0.0,0.9,0.9,2007.0,6
3006,AlgeCrumpler,ATL,1.0,2.0,2.0,39.0,1.0,9.9,9.9,2007.0,10
3077,AlgeCrumpler,ATL,1.0,0.0,3.0,28.0,0.0,2.8,2.8,2007.0,11
3132,AlgeCrumpler,ATL,1.0,7.0,3.0,14.0,0.0,1.4,1.4,2007.0,12
3163,AlgeCrumpler,ATL,1.0,12.0,7.0,65.0,0.0,6.5,6.5,2007.0,13
3229,AlgeCrumpler,ATL,1.0,7.0,3.0,16.0,0.0,1.6,1.6,2007.0,14
3311,AlgeCrumpler,ATL,1.0,5.0,2.0,12.0,1.0,7.2,7.2,2007.0,16
3350,AlgeCrumpler,ATL,1.0,3.0,3.0,67.0,2.0,18.7,18.7,2007.0,17
3446,AlgeCrumpler,TEN,1.0,2.0,1.0,4.0,0.0,0.4,0.4,2008.0,1
3474,AlgeCrumpler,TEN,1.0,3.0,2.0,16.0,0.0,1.6,1.6,2008.0,2
3526,AlgeCrumpler,TEN,1.0,4.0,2.0,26.0,0.0,2.6,2.6,2008.0,3
3593,AlgeCrumpler,TEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
3609,AlgeCrumpler,TEN,1.0,6.0,2.0,15.0,1.0,7.5,7.5,2008.0,5
3721,AlgeCrumpler,TEN,1.0,2.0,2.0,38.0,0.0,3.8,3.8,2008.0,7
3767,AlgeCrumpler,TEN,1.0,5.0,4.0,35.0,0.0,3.5,3.5,2008.0,8
3844,AlgeCrumpler,TEN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,9
3870,AlgeCrumpler,TEN,1.0,3.0,3.0,35.0,0.0,3.5,3.5,2008.0,10
3942,AlgeCrumpler,TEN,1.0,1.0,1.0,8.0,0.0,0.8,0.8,2008.0,11
3989,AlgeCrumpler,TEN,1.0,2.0,1.0,8.0,0.0,0.8,0.8,2008.0,12
4025,AlgeCrumpler,TEN,1.0,3.0,2.0,22.0,0.0,2.2,2.2,2008.0,13
4079,AlgeCrumpler,TEN,1.0,1.0,1.0,20.0,0.0,2.0,2.0,2008.0,14
4174,AlgeCrumpler,TEN,1.0,4.0,3.0,30.0,0.0,3.0,3.0,2008.0,16
4294,AlgeCrumpler,TEN,1.0,3.0,2.0,5.0,0.0,0.5,0.5,2009.0,1
4321,AlgeCrumpler,TEN,1.0,4.0,4.0,44.0,0.0,4.4,4.4,2009.0,2
4362,AlgeCrumpler,TEN,1.0,6.0,4.0,41.0,0.0,4.1,4.1,2009.0,3
4432,AlgeCrumpler,TEN,1.0,3.0,3.0,23.0,0.0,2.3,2.3,2009.0,4
4479,AlgeCrumpler,TEN,1.0,3.0,3.0,14.0,0.0,1.4,1.4,2009.0,5
4546,AlgeCrumpler,TEN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,6
4633,AlgeCrumpler,TEN,1.0,2.0,2.0,14.0,0.0,1.4,1.4,2009.0,8
4692,AlgeCrumpler,TEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9
4782,AlgeCrumpler,TEN,1.0,3.0,2.0,18.0,0.0,1.8,1.8,2009.0,11
4843,AlgeCrumpler,TEN,1.0,1.0,1.0,8.0,0.0,0.8,0.8,2009.0,12
4881,AlgeCrumpler,TEN,1.0,4.0,2.0,14.0,0.0,1.4,1.4,2009.0,13
4905,AlgeCrumpler,TEN,1.0,4.0,4.0,41.0,1.0,10.1,10.1,2009.0,14
5299,AlgeCrumpler,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,4
5398,AlgeCrumpler,NE,1.0,2.0,1.0,4.0,0.0,0.4,0.4,2010.0,6
5496,AlgeCrumpler,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,8
5545,AlgeCrumpler,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9
5594,AlgeCrumpler,NE,1.0,1.0,1.0,4.0,0.0,0.4,0.4,2010.0,10
5680,AlgeCrumpler,NE,1.0,1.0,1.0,27.0,0.0,2.7,2.7,2010.0,12
5848,AlgeCrumpler,NE,1.0,1.0,1.0,3.0,0.0,0.3,0.3,2010.0,15
5865,AlgeCrumpler,NE,1.0,1.0,1.0,4.0,1.0,6.4,6.4,2010.0,16
5909,AlgeCrumpler,NE,1.0,2.0,1.0,10.0,1.0,7.0,7.0,2010.0,17
6549,AllenReisner,MIN,1.0,1.0,1.0,5.0,0.0,0.5,0.5,2011.0,12
7669,AllenReisner,JAC,1.0,5.0,3.0,31.0,0.0,3.1,3.1,2013.0,1
7733,AllenReisner,JAC,1.0,2.0,2.0,9.0,0.0,0.9,0.9,2013.0,2
5313,AndrewQuarless,GB,1.0,6.0,4.0,51.0,0.0,5.1,5.1,2010.0,5
5377,AndrewQuarless,GB,1.0,2.0,1.0,23.0,0.0,2.3,2.3,2010.0,6
5406,AndrewQuarless,GB,1.0,3.0,2.0,16.0,1.0,7.6,7.6,2010.0,7
5634,AndrewQuarless,GB,1.0,2.0,1.0,14.0,0.0,1.4,1.4,2010.0,11
5675,AndrewQuarless,GB,1.0,3.0,3.0,35.0,0.0,3.5,3.5,2010.0,12
5762,AndrewQuarless,GB,1.0,6.0,5.0,62.0,0.0,6.2,6.2,2010.0,14
5835,AndrewQuarless,GB,1.0,4.0,2.0,12.0,0.0,1.2,1.2,2010.0,15
5882,AndrewQuarless,GB,1.0,1.0,1.0,16.0,0.0,1.6,1.6,2010.0,16
5944,AndrewQuarless,GB,1.0,1.0,1.0,5.0,0.0,0.5,0.5,2010.0,17
6275,AndrewQuarless,GB,1.0,1.0,1.0,21.0,0.0,2.1,2.1,2011.0,7
6444,AndrewQuarless,GB,1.0,1.0,1.0,8.0,0.0,0.8,0.8,2011.0,10
6598,AndrewQuarless,GB,1.0,1.0,1.0,7.0,0.0,0.7,0.7,2011.0,13
7736,AndrewQuarless,GB,1.0,3.0,1.0,7.0,0.0,0.7,0.7,2013.0,2
7774,AndrewQuarless,GB,1.0,5.0,3.0,21.0,0.0,2.1,2.1,2013.0,3
