,Name,Team,Games,Targets,Rec,RecYards,RecTD,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
11938,AJGreen,CIN,1.0,4.0,1.0,41.0,1.0,0.0,0.0,0.0,11.1,11.1,2011.0,1
12004,AJGreen,CIN,1.0,14.0,10.0,124.0,1.0,0.0,0.0,0.0,28.4,28.4,2011.0,2
12159,AJGreen,CIN,1.0,5.0,4.0,29.0,0.0,0.0,0.0,0.0,6.9,6.9,2011.0,3
12218,AJGreen,CIN,1.0,10.0,4.0,118.0,0.0,1.0,6.0,0.0,16.4,16.4,2011.0,4
12313,AJGreen,CIN,1.0,8.0,5.0,90.0,1.0,0.0,0.0,0.0,20.0,20.0,2011.0,5
12410,AJGreen,CIN,1.0,7.0,5.0,51.0,1.0,0.0,0.0,0.0,16.1,16.1,2011.0,6
12616,AJGreen,CIN,1.0,10.0,4.0,63.0,1.0,0.0,0.0,0.0,16.3,16.3,2011.0,8
12715,AJGreen,CIN,1.0,7.0,7.0,83.0,0.0,0.0,0.0,0.0,15.3,15.3,2011.0,9
12833,AJGreen,CIN,1.0,2.0,1.0,36.0,1.0,1.0,7.0,0.0,11.3,11.3,2011.0,10
13023,AJGreen,CIN,1.0,4.0,3.0,110.0,0.0,0.0,0.0,0.0,14.0,14.0,2011.0,12
13107,AJGreen,CIN,1.0,11.0,6.0,87.0,1.0,1.0,15.0,0.0,22.2,22.2,2011.0,13
13241,AJGreen,CIN,1.0,7.0,5.0,59.0,0.0,0.0,0.0,0.0,10.9,10.9,2011.0,14
13313,AJGreen,CIN,1.0,9.0,6.0,115.0,0.0,0.0,0.0,0.0,17.5,17.5,2011.0,15
13458,AJGreen,CIN,1.0,8.0,2.0,25.0,0.0,2.0,25.0,0.0,7.0,7.0,2011.0,16
13572,AJGreen,CIN,1.0,9.0,2.0,26.0,0.0,0.0,0.0,0.0,4.6,4.6,2011.0,17
13640,AJGreen,CIN,1.0,11.0,5.0,70.0,0.0,0.0,0.0,0.0,12.0,12.0,2012.0,1
13711,AJGreen,CIN,1.0,12.0,7.0,58.0,1.0,0.0,0.0,0.0,18.8,18.8,2012.0,2
13800,AJGreen,CIN,1.0,11.0,9.0,183.0,1.0,1.0,11.0,0.0,34.4,34.4,2012.0,3
13907,AJGreen,CIN,1.0,9.0,6.0,117.0,1.0,0.0,0.0,0.0,23.7,23.7,2012.0,4
14012,AJGreen,CIN,1.0,13.0,9.0,65.0,1.0,0.0,0.0,0.0,21.5,21.5,2012.0,5
14102,AJGreen,CIN,1.0,11.0,7.0,135.0,2.0,0.0,0.0,0.0,32.5,32.5,2012.0,6
14244,AJGreen,CIN,1.0,6.0,1.0,8.0,1.0,0.0,0.0,0.0,7.8,7.8,2012.0,7
14401,AJGreen,CIN,1.0,9.0,7.0,99.0,1.0,1.0,6.0,0.0,23.5,23.5,2012.0,9
14504,AJGreen,CIN,1.0,10.0,7.0,85.0,1.0,0.0,0.0,0.0,21.5,21.5,2012.0,10
14608,AJGreen,CIN,1.0,12.0,6.0,91.0,1.0,0.0,0.0,0.0,21.1,21.1,2012.0,11
14720,AJGreen,CIN,1.0,9.0,3.0,111.0,0.0,2.0,21.0,0.0,16.2,16.2,2012.0,12
14816,AJGreen,CIN,1.0,13.0,9.0,85.0,0.0,0.0,0.0,0.0,17.5,17.5,2012.0,13
14956,AJGreen,CIN,1.0,8.0,3.0,44.0,0.0,0.0,0.0,0.0,7.4,7.4,2012.0,14
15011,AJGreen,CIN,1.0,10.0,6.0,57.0,1.0,0.0,0.0,0.0,17.7,17.7,2012.0,15
15109,AJGreen,CIN,1.0,18.0,10.0,116.0,0.0,0.0,0.0,0.0,21.6,21.6,2012.0,16
15273,AJGreen,CIN,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,4.6,4.6,2012.0,17
15300,AJGreen,CIN,1.0,13.0,9.0,162.0,2.0,0.0,0.0,0.0,37.2,37.2,2013.0,1
15444,AJGreen,CIN,1.0,14.0,6.0,41.0,0.0,0.0,0.0,0.0,10.1,10.1,2013.0,2
15523,AJGreen,CIN,1.0,8.0,4.0,46.0,1.0,0.0,0.0,0.0,14.6,14.6,2013.0,3
15632,AJGreen,CIN,1.0,15.0,7.0,51.0,0.0,0.0,0.0,0.0,12.1,12.1,2013.0,4
15735,AJGreen,CIN,1.0,8.0,5.0,61.0,0.0,0.0,0.0,0.0,11.1,11.1,2013.0,5
15805,AJGreen,CIN,1.0,11.0,6.0,103.0,1.0,0.0,0.0,0.0,22.3,22.3,2013.0,6
15903,AJGreen,CIN,1.0,8.0,6.0,155.0,1.0,0.0,0.0,0.0,27.5,27.5,2013.0,7
16018,AJGreen,CIN,1.0,7.0,3.0,115.0,0.0,0.0,0.0,0.0,14.5,14.5,2013.0,8
16104,AJGreen,CIN,1.0,19.0,11.0,128.0,0.0,0.0,0.0,0.0,23.8,23.8,2013.0,9
16198,AJGreen,CIN,1.0,15.0,8.0,151.0,1.0,0.0,0.0,0.0,29.1,29.1,2013.0,10
16371,AJGreen,CIN,1.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,2.7,2.7,2013.0,11
16506,AJGreen,CIN,1.0,7.0,5.0,83.0,1.0,0.0,0.0,0.0,19.3,19.3,2013.0,13
16608,AJGreen,CIN,1.0,8.0,6.0,72.0,1.0,0.0,0.0,0.0,19.2,19.2,2013.0,14
16708,AJGreen,CIN,1.0,18.0,9.0,93.0,0.0,0.0,0.0,0.0,18.3,18.3,2013.0,15
16797,AJGreen,CIN,1.0,12.0,7.0,97.0,2.0,0.0,0.0,0.0,28.7,28.7,2013.0,16
16911,AJGreen,CIN,1.0,10.0,4.0,61.0,1.0,0.0,0.0,0.0,16.1,16.1,2013.0,17
16996,AJGreen,CIN,1.0,9.0,6.0,131.0,1.0,1.0,5.0,0.0,25.6,25.6,2014.0,1
17214,AJGreen,CIN,1.0,9.0,6.0,102.0,0.0,0.0,0.0,0.0,16.2,16.2,2014.0,3
17404,AJGreen,CIN,1.0,7.0,5.0,81.0,1.0,0.0,0.0,0.0,19.1,19.1,2014.0,5
17819,AJGreen,CIN,1.0,6.0,3.0,44.0,1.0,1.0,-3.0,0.0,13.1,13.1,2014.0,9
17947,AJGreen,CIN,1.0,10.0,3.0,23.0,0.0,0.0,0.0,0.0,5.3,5.3,2014.0,10
17998,AJGreen,CIN,1.0,8.0,6.0,127.0,1.0,0.0,0.0,0.0,24.7,24.7,2014.0,11
18099,AJGreen,CIN,1.0,16.0,12.0,121.0,0.0,0.0,0.0,0.0,24.1,24.1,2014.0,12
18218,AJGreen,CIN,1.0,8.0,4.0,57.0,1.0,0.0,0.0,0.0,15.7,15.7,2014.0,13
18295,AJGreen,CIN,1.0,15.0,11.0,224.0,1.0,0.0,0.0,0.0,39.4,39.4,2014.0,14
18435,AJGreen,CIN,1.0,11.0,5.0,49.0,0.0,0.0,0.0,0.0,9.9,9.9,2014.0,15
18610,AJGreen,CIN,1.0,13.0,8.0,82.0,0.0,0.0,0.0,0.0,16.2,16.2,2014.0,17
15598,AJJenkins,KC,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.6,1.6,2013.0,3
15796,AJJenkins,KC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,5
16465,AJJenkins,KC,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,3.2,3.2,2013.0,12
16558,AJJenkins,KC,1.0,4.0,3.0,35.0,0.0,0.0,0.0,0.0,6.5,6.5,2013.0,13
16793,AJJenkins,KC,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.5,0.5,2013.0,15
16939,AJJenkins,KC,1.0,7.0,3.0,67.0,0.0,1.0,1.0,0.0,9.8,9.8,2013.0,17
17159,AJJenkins,KC,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,4.6,4.6,2014.0,2
17386,AJJenkins,KC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,4
17661,AJJenkins,KC,1.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,5.7,5.7,2014.0,7
17878,AJJenkins,KC,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2014.0,9
17958,AJJenkins,KC,1.0,4.0,1.0,27.0,0.0,0.0,0.0,0.0,3.7,3.7,2014.0,10
15426,AaronDobson,NE,1.0,10.0,3.0,56.0,1.0,0.0,0.0,0.0,14.6,14.6,2013.0,2
15531,AaronDobson,NE,1.0,10.0,7.0,52.0,0.0,0.0,0.0,0.0,12.2,12.2,2013.0,3
15682,AaronDobson,NE,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2013.0,4
15748,AaronDobson,NE,1.0,4.0,2.0,49.0,0.0,0.0,0.0,0.0,6.9,6.9,2013.0,5
15826,AaronDobson,NE,1.0,10.0,6.0,63.0,0.0,0.0,0.0,0.0,12.3,12.3,2013.0,6
15955,AaronDobson,NE,1.0,7.0,3.0,34.0,0.0,0.0,0.0,0.0,6.4,6.4,2013.0,7
16013,AaronDobson,NE,1.0,5.0,4.0,60.0,1.0,0.0,0.0,0.0,16.0,16.0,2013.0,8
16100,AaronDobson,NE,1.0,9.0,5.0,130.0,2.0,0.0,0.0,0.0,30.0,30.0,2013.0,9
16342,AaronDobson,NE,1.0,7.0,4.0,38.0,0.0,0.0,0.0,0.0,7.8,7.8,2013.0,11
16877,AaronDobson,NE,1.0,4.0,1.0,21.0,0.0,0.0,0.0,0.0,3.1,3.1,2013.0,16
16986,AaronDobson,NE,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,1.6,1.6,2013.0,17
17180,AaronDobson,NE,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2014.0,2
17488,AaronDobson,NE,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,2.6,2.6,2014.0,5
17591,AaronDobson,NE,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.9,1.9,2014.0,6
1698,AaronMoorehead,IND,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.7,1.7,2004.0,17
3278,AaronMoorehead,IND,1.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,3.6,3.6,2005.0,16
3337,AaronMoorehead,IND,1.0,8.0,5.0,59.0,0.0,0.0,0.0,0.0,10.9,10.9,2005.0,17
3577,AaronMoorehead,IND,1.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,3.7,3.7,2006.0,2
4866,AaronMoorehead,IND,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,4.5,4.5,2006.0,15
4941,AaronMoorehead,IND,1.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,7.9,7.9,2006.0,16
5063,AaronMoorehead,IND,1.0,4.0,2.0,41.0,0.0,0.0,0.0,0.0,6.1,6.1,2006.0,17
5481,AaronMoorehead,IND,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.5,1.5,2007.0,4
5874,AaronMoorehead,IND,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.8,1.8,2007.0,8
5968,AaronMoorehead,IND,1.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,3.3,3.3,2007.0,9
6046,AaronMoorehead,IND,1.0,10.0,4.0,39.0,0.0,0.0,0.0,0.0,7.9,7.9,2007.0,10
15378,AceSanders,JAC,1.0,9.0,3.0,14.0,0.0,0.0,0.0,0.0,4.4,4.4,2013.0,1
15437,AceSanders,JAC,1.0,7.0,5.0,64.0,0.0,0.0,0.0,0.0,11.4,11.4,2013.0,2
15579,AceSanders,JAC,1.0,3.0,2.0,25.0,0.0,0.0,0.0,0.0,4.5,4.5,2013.0,3
15643,AceSanders,JAC,1.0,8.0,4.0,59.0,0.0,0.0,0.0,0.0,9.9,9.9,2013.0,4
15891,AceSanders,JAC,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,1.9,1.9,2013.0,6
16071,AceSanders,JAC,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,2.1,2.1,2013.0,8
16292,AceSanders,JAC,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013.0,10
16319,AceSanders,JAC,1.0,10.0,8.0,61.0,0.0,0.0,0.0,0.0,14.1,14.1,2013.0,11
16429,AceSanders,JAC,1.0,5.0,4.0,61.0,0.0,0.0,0.0,0.0,10.1,10.1,2013.0,12
16516,AceSanders,JAC,1.0,11.0,8.0,67.0,0.0,1.0,4.0,0.0,15.1,15.1,2013.0,13
16656,AceSanders,JAC,1.0,6.0,3.0,26.0,0.0,1.0,0.0,0.0,5.6,5.6,2013.0,14
16740,AceSanders,JAC,1.0,3.0,2.0,17.0,1.0,0.0,0.0,0.0,9.7,9.7,2013.0,15
16856,AceSanders,JAC,1.0,5.0,4.0,20.0,0.0,0.0,0.0,0.0,6.0,6.0,2013.0,16
16933,AceSanders,JAC,1.0,14.0,6.0,50.0,0.0,0.0,0.0,0.0,11.0,11.0,2013.0,17
17482,AceSanders,JAC,1.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,3.2,3.2,2014.0,5
17974,AceSanders,JAC,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2014.0,10
18675,AceSanders,JAC,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,3.4,3.4,2014.0,17
3698,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3
3998,AdamJennings,ATL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
4098,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
4297,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,9
5697,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,6
6150,AdamJennings,ATL,1.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,9.1,9.1,2007.0,11
6666,AdamJennings,ATL,1.0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,5.3,5.3,2007.0,16
6772,AdamJennings,ATL,1.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,3.8,3.8,2007.0,17
7199,AdamJennings,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
17431,AdamThielen,MIN,1.0,5.0,4.0,57.0,0.0,0.0,0.0,0.0,9.7,9.7,2014.0,5
18593,AdamThielen,MIN,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,2.2,2.2,2014.0,16
18612,AdamThielen,MIN,1.0,3.0,3.0,68.0,1.0,0.0,0.0,0.0,15.8,15.8,2014.0,17
11818,AdrianArrington,NO,1.0,9.0,7.0,79.0,0.0,0.0,0.0,0.0,14.9,14.9,2010.0,17
12098,AdrianArrington,NO,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,2.4,2.4,2011.0,2
13586,AdrianArrington,NO,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,2.7,2.7,2011.0,17
17686,AlbertWilson,KC,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,2.1,2.1,2014.0,7
17874,AlbertWilson,KC,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2014.0,9
18165,AlbertWilson,KC,1.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,4.7,4.7,2014.0,12
18337,AlbertWilson,KC,1.0,8.0,4.0,53.0,0.0,0.0,0.0,0.0,9.3,9.3,2014.0,14
18436,AlbertWilson,KC,1.0,5.0,3.0,69.0,0.0,0.0,0.0,0.0,9.9,9.9,2014.0,15
18524,AlbertWilson,KC,1.0,7.0,5.0,87.0,0.0,0.0,0.0,0.0,13.7,13.7,2014.0,16
13624,AldrickRobinson,WAS,1.0,6.0,4.0,52.0,1.0,0.0,0.0,0.0,15.2,15.2,2012.0,1
13759,AldrickRobinson,WAS,1.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,6.0,6.0,2012.0,2
13897,AldrickRobinson,WAS,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.2,2.2,2012.0,3
14081,AldrickRobinson,WAS,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2012.0,5
14287,AldrickRobinson,WAS,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.4,1.4,2012.0,7
14487,AldrickRobinson,WAS,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.6,1.6,2012.0,9
14624,AldrickRobinson,WAS,1.0,1.0,1.0,49.0,1.0,0.0,0.0,0.0,11.9,11.9,2012.0,11
14727,AldrickRobinson,WAS,1.0,1.0,1.0,68.0,1.0,0.0,0.0,0.0,13.8,13.8,2012.0,12
15493,AldrickRobinson,WAS,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2013.0,2
15922,AldrickRobinson,WAS,1.0,2.0,2.0,75.0,1.0,1.0,-11.0,0.0,14.4,14.4,2013.0,7
16093,AldrickRobinson,WAS,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,8
16181,AldrickRobinson,WAS,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.4,1.4,2013.0,9
16320,AldrickRobinson,WAS,1.0,3.0,2.0,60.0,1.0,0.0,0.0,0.0,14.0,14.0,2013.0,11
16492,AldrickRobinson,WAS,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,12
16631,AldrickRobinson,WAS,1.0,6.0,4.0,67.0,0.0,0.0,0.0,0.0,10.7,10.7,2013.0,14
16726,AldrickRobinson,WAS,1.0,7.0,4.0,99.0,0.0,0.0,0.0,0.0,13.9,13.9,2013.0,15
16881,AldrickRobinson,WAS,1.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,2.4,2.4,2013.0,16
16957,AldrickRobinson,WAS,1.0,11.0,3.0,33.0,0.0,1.0,-2.0,0.0,6.1,6.1,2013.0,17
17193,AldrickRobinson,WAS,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.6,1.6,2014.0,2
196,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,2
297,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,3
492,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,5
577,AlexBannister,SEA,1.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,2004.0,6
686,AlexBannister,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,7
784,AlexBannister,SEA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,8
4997,AlexBannister,BAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,16
16995,AllenHurns,JAC,1.0,9.0,4.0,110.0,2.0,0.0,0.0,0.0,27.0,27.0,2014.0,1
17173,AllenHurns,JAC,1.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,3.3,3.3,2014.0,2
17226,AllenHurns,JAC,1.0,3.0,1.0,63.0,1.0,0.0,0.0,0.0,13.3,13.3,2014.0,3
17331,AllenHurns,JAC,1.0,6.0,5.0,68.0,0.0,0.0,0.0,0.0,11.8,11.8,2014.0,4
17454,AllenHurns,JAC,1.0,11.0,4.0,26.0,0.0,0.0,0.0,0.0,6.6,6.6,2014.0,5
17572,AllenHurns,JAC,1.0,4.0,2.0,18.0,0.0,0.0,0.0,0.0,3.8,3.8,2014.0,6
17689,AllenHurns,JAC,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.7,1.7,2014.0,7
17744,AllenHurns,JAC,1.0,4.0,3.0,49.0,0.0,0.0,0.0,0.0,7.9,7.9,2014.0,8
17797,AllenHurns,JAC,1.0,9.0,7.0,112.0,2.0,0.0,0.0,0.0,30.2,30.2,2014.0,9
17975,AllenHurns,JAC,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.9,1.9,2014.0,10
18181,AllenHurns,JAC,1.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,2.3,2.3,2014.0,12
18247,AllenHurns,JAC,1.0,8.0,4.0,42.0,0.0,0.0,0.0,0.0,8.2,8.2,2014.0,13
18318,AllenHurns,JAC,1.0,10.0,5.0,36.0,1.0,0.0,0.0,0.0,14.6,14.6,2014.0,14
18417,AllenHurns,JAC,1.0,9.0,6.0,70.0,0.0,0.0,0.0,0.0,13.0,13.0,2014.0,15
18568,AllenHurns,JAC,1.0,6.0,3.0,26.0,0.0,0.0,0.0,0.0,5.6,5.6,2014.0,16
18673,AllenHurns,JAC,1.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,3.5,3.5,2014.0,17
17122,AllenRobinson,JAC,1.0,6.0,4.0,75.0,0.0,0.0,0.0,0.0,11.5,11.5,2014.0,2
17219,AllenRobinson,JAC,1.0,10.0,7.0,79.0,0.0,0.0,0.0,0.0,14.9,14.9,2014.0,3
17342,AllenRobinson,JAC,1.0,7.0,5.0,38.0,0.0,0.0,0.0,0.0,8.8,8.8,2014.0,4
17430,AllenRobinson,JAC,1.0,11.0,5.0,51.0,0.0,0.0,0.0,0.0,10.1,10.1,2014.0,5
17524,AllenRobinson,JAC,1.0,9.0,8.0,68.0,0.0,0.0,0.0,0.0,14.8,14.8,2014.0,6
17613,AllenRobinson,JAC,1.0,7.0,4.0,60.0,1.0,0.0,0.0,0.0,16.0,16.0,2014.0,7
17711,AllenRobinson,JAC,1.0,10.0,5.0,82.0,1.0,0.0,0.0,0.0,19.2,19.2,2014.0,8
17840,AllenRobinson,JAC,1.0,8.0,4.0,35.0,0.0,0.0,0.0,0.0,7.5,7.5,2014.0,9
17925,AllenRobinson,JAC,1.0,10.0,5.0,60.0,0.0,0.0,0.0,0.0,11.0,11.0,2014.0,10
13616,AlshonJeffery,CHI,1.0,5.0,3.0,80.0,1.0,0.0,0.0,0.0,17.0,17.0,2012.0,1
13793,AlshonJeffery,CHI,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.7,1.7,2012.0,2
13850,AlshonJeffery,CHI,1.0,7.0,5.0,45.0,0.0,0.0,0.0,0.0,9.5,9.5,2012.0,3
13959,AlshonJeffery,CHI,1.0,5.0,3.0,32.0,0.0,0.0,0.0,0.0,6.2,6.2,2012.0,4
14034,AlshonJeffery,CHI,1.0,4.0,2.0,20.0,1.0,0.0,0.0,0.0,10.0,10.0,2012.0,5
14668,AlshonJeffery,CHI,1.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,3.5,3.5,2012.0,11
14924,AlshonJeffery,CHI,1.0,6.0,3.0,57.0,1.0,0.0,0.0,0.0,14.7,14.7,2012.0,14
15172,AlshonJeffery,CHI,1.0,4.0,1.0,35.0,0.0,0.0,0.0,0.0,4.5,4.5,2012.0,16
15229,AlshonJeffery,CHI,1.0,7.0,4.0,76.0,0.0,0.0,0.0,0.0,11.6,11.6,2012.0,17
15349,AlshonJeffery,CHI,1.0,8.0,5.0,42.0,0.0,0.0,0.0,0.0,9.2,9.2,2013.0,1
15476,AlshonJeffery,CHI,1.0,5.0,1.0,11.0,0.0,2.0,30.0,0.0,5.1,5.1,2013.0,2
15533,AlshonJeffery,CHI,1.0,8.0,7.0,51.0,0.0,0.0,0.0,0.0,12.1,12.1,2013.0,3
15606,AlshonJeffery,CHI,1.0,11.0,5.0,107.0,1.0,1.0,27.0,0.0,24.4,24.4,2013.0,4
15699,AlshonJeffery,CHI,1.0,13.0,10.0,218.0,1.0,0.0,0.0,0.0,37.8,37.8,2013.0,5
15863,AlshonJeffery,CHI,1.0,5.0,1.0,27.0,0.0,1.0,15.0,0.0,5.2,5.2,2013.0,6
15917,AlshonJeffery,CHI,1.0,7.0,4.0,105.0,0.0,2.0,16.0,0.0,16.1,16.1,2013.0,7
16112,AlshonJeffery,CHI,1.0,9.0,5.0,60.0,1.0,1.0,1.0,0.0,17.1,17.1,2013.0,9
16205,AlshonJeffery,CHI,1.0,18.0,9.0,114.0,0.0,2.0,5.0,0.0,20.9,20.9,2013.0,10
16311,AlshonJeffery,CHI,1.0,11.0,7.0,83.0,0.0,3.0,17.0,0.0,17.0,17.0,2013.0,11
16437,AlshonJeffery,CHI,1.0,8.0,4.0,42.0,0.0,1.0,4.0,0.0,8.6,8.6,2013.0,12
16495,AlshonJeffery,CHI,1.0,15.0,12.0,249.0,2.0,1.0,0.0,0.0,48.9,48.9,2013.0,13
16609,AlshonJeffery,CHI,1.0,9.0,5.0,84.0,1.0,1.0,-7.0,0.0,18.7,18.7,2013.0,14
16709,AlshonJeffery,CHI,1.0,5.0,5.0,72.0,1.0,1.0,-3.0,0.0,17.9,17.9,2013.0,15
16818,AlshonJeffery,CHI,1.0,9.0,6.0,76.0,0.0,0.0,0.0,0.0,13.6,13.6,2013.0,16
16932,AlshonJeffery,CHI,1.0,8.0,3.0,80.0,0.0,0.0,0.0,0.0,11.0,11.0,2013.0,17
17036,AlshonJeffery,CHI,1.0,6.0,5.0,71.0,0.0,0.0,0.0,0.0,12.1,12.1,2014.0,1
17143,AlshonJeffery,CHI,1.0,6.0,3.0,47.0,0.0,0.0,0.0,0.0,7.7,7.7,2014.0,2
17208,AlshonJeffery,CHI,1.0,13.0,8.0,105.0,0.0,2.0,13.0,0.0,19.8,19.8,2014.0,3
17316,AlshonJeffery,CHI,1.0,7.0,4.0,39.0,1.0,1.0,12.0,0.0,15.1,15.1,2014.0,4
17401,AlshonJeffery,CHI,1.0,7.0,6.0,97.0,1.0,0.0,0.0,0.0,21.7,21.7,2014.0,5
17513,AlshonJeffery,CHI,1.0,7.0,5.0,136.0,0.0,2.0,0.0,0.0,18.6,18.6,2014.0,6
17675,AlshonJeffery,CHI,1.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,2.9,2.9,2014.0,7
17714,AlshonJeffery,CHI,1.0,8.0,5.0,59.0,1.0,0.0,0.0,0.0,16.9,16.9,2014.0,8
17922,AlshonJeffery,CHI,1.0,12.0,6.0,63.0,0.0,1.0,8.0,0.0,13.1,13.1,2014.0,10
17995,AlshonJeffery,CHI,1.0,17.0,11.0,135.0,1.0,0.0,0.0,0.0,30.5,30.5,2014.0,11
18134,AlshonJeffery,CHI,1.0,4.0,3.0,22.0,1.0,0.0,0.0,0.0,11.2,11.2,2014.0,12
18200,AlshonJeffery,CHI,1.0,13.0,9.0,71.0,2.0,0.0,0.0,0.0,28.1,28.1,2014.0,13
18304,AlshonJeffery,CHI,1.0,9.0,6.0,95.0,1.0,0.0,0.0,0.0,21.5,21.5,2014.0,14
18407,AlshonJeffery,CHI,1.0,9.0,4.0,78.0,1.0,0.0,0.0,0.0,17.8,17.8,2014.0,15
18505,AlshonJeffery,CHI,1.0,15.0,6.0,72.0,1.0,0.0,0.0,0.0,19.2,19.2,2014.0,16
18658,AlshonJeffery,CHI,1.0,5.0,2.0,34.0,0.0,0.0,0.0,0.0,5.4,5.4,2014.0,17
38,AlvisWhitted,OAK,1.0,1.0,1.0,38.0,1.0,0.0,0.0,0.0,10.8,10.8,2004.0,1
260,AlvisWhitted,OAK,1.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,5.5,5.5,2004.0,3
371,AlvisWhitted,OAK,1.0,3.0,1.0,19.0,0.0,0.0,0.0,0.0,2.9,2.9,2004.0,4
