,Name,Projection,Salary,Position,DPP
0,RobGronkowski,16.908,8100.0,TE,479.063165366
1,TravisKelce,14.1755,4900.0,TE,345.666819513
2,JimmyGraham,13.9485,,,
3,GregOlsen,13.3145,6100.0,TE,458.147132825
4,AntonioGates,13.048,5000.0,TE,383.200490497
5,MartellusBennett,12.951,,,
6,ZachErtz,12.1005,3200.0,TE,264.451882154
7,JasonWitten,11.712,4800.0,TE,409.836065574
8,JordanReed,11.5645,4200.0,TE,363.180422846
9,GaryBarnidge,11.4055,4900.0,TE,429.617289904
10,CharlesClay,11.0575,,,
11,DelanieWalker,11.0305,3900.0,TE,353.565114909
12,CobyFleener,10.2285,3000.0,TE,293.298137557
13,JuliusThomas,9.7745,,,
14,TylerEifert,9.7245,,,
15,JordanCameron,8.9845,3300.0,TE,367.299237576
16,LadariusGreen,8.8965,2900.0,TE,325.970887428
17,JaredCook,8.6195,2800.0,TE,324.844828586
18,KyleRudolph,8.399,3100.0,TE,369.091558519
19,MychalRivera,8.0605,2500.0,TE,310.15445692
20,BenWatson,7.913,,,
21,EricEbron,7.2905,3000.0,TE,411.494410534
22,OwenDaniels,7.1505,,,
23,CrockettGillmore,7.1395,2500.0,TE,350.164577351
24,LarryDonnell,7.1385,3300.0,TE,462.281992015
25,HeathMiller,6.8495,2700.0,TE,394.189356887
26,LukeWillson,6.788,,,
27,JacobTamme,6.766,2900.0,TE,428.613656518
28,ClayHarbor,6.6885,,,
29,DwayneAllen,6.6005,2700.0,TE,409.059919703
30,RichardRodgers,6.5865,,,
31,ScottChandler,6.506,2500.0,TE,384.260682447
32,TimWright,6.383,2500.0,TE,391.665361115
33,BrentCelek,6.0175,2500.0,TE,415.454923141
34,DionSims,5.9405,2500.0,TE,420.839996633
35,VernonDavis,5.8955,,,
36,MarcedesLewis,5.845,,,
37,AnthonyFasano,5.637,2500.0,TE,443.498314706
38,GarrettGraham,5.4845,2500.0,TE,455.830066551
39,BrandonPettigrew,5.1145,2500.0,TE,488.80633493
40,JermaineGresham,4.9055,2500.0,TE,509.632045663
41,AndrewQuarless,4.719,,,
42,JoshHill,4.646,2500.0,TE,538.09728799
43,LanceKendricks,4.6345,2500.0,TE,539.432516992
44,JeffCumberland,4.241,2500.0,TE,589.483612356
45,JimDray,3.93,2500.0,TE,636.132315522
46,BrandonMyers,3.812,2500.0,TE,655.823714586
47,GavinEscobar,3.791,2500.0,TE,659.456607755
48,DanielFells,3.775,,,
49,JackDoyle,3.701,2500.0,TE,675.49310997
50,VirgilGreen,3.657,,,
51,EdDickson,3.5895,2500.0,TE,696.475832289
52,ZachMiller,3.4915,,,
53,CraigStevens,3.49,2500.0,TE,716.332378223
54,LevineToilolo,3.414,2500.0,TE,732.278851787
55,JamesHanna,3.273,2500.0,TE,763.825236786
56,MattSpaeth,3.0675,2500.0,TE,814.99592502
57,RhettEllison,3.067,2500.0,TE,815.128790349
58,VanceMcDonald,2.8375,,,
59,LeeSmith,2.7105,2500.0,TE,922.339051835
60,DavidJohnson,2.674,2500.0,TE,934.9289454
61,KellenDavis,2.574,2500.0,TE,971.250971251
62,JohnPhillips,2.331,2500.0,TE,1072.5010725
63,MichaelHoomanawanui,2.329,2500.0,TE,1073.42206956
64,RobertHousler,2.187,,,
65,BenjaminWatson,,3300.0,TE,
66,AustinSeferianJenkins,,3200.0,TE,
67,MaxxWilliams,,2600.0,TE,
68,MikeLeach,,2500.0,TE,
69,DarrenFells,,2500.0,TE,
70,TonyMoeaki,,2500.0,TE,
71,ChaseCoffman,,2500.0,TE,
72,AndrewDePaola,,2500.0,TE,
73,RichieBrockel,,2500.0,TE,
74,AnthonyMcCoy,,2500.0,TE,
75,RobHousler,,2500.0,TE,
76,LukeStocker,,2500.0,TE,
77,JakeStoneburner,,2500.0,TE,
78,CoryHarkey,,2500.0,TE,
79,BeauBrinkley,,2500.0,TE,
80,KevinMcDermott,,2500.0,TE,
81,MichaelWilliams,,2500.0,TE,
82,JamesWinchester,,2500.0,TE,
83,JusticeCunningham,,2500.0,TE,
84,JeromeCunningham,,2500.0,TE,
85,TreyBurton,,2500.0,TE,
86,JamesOShaughnessy,,2500.0,TE,
87,MyColePruitt,,2500.0,TE,
88,CameronBrate,,2500.0,TE,
89,WillTye,,2500.0,TE,
90,ChaseFord,,2500.0,TE,
91,CliveWalford,,2500.0,TE,
92,CJFiedorowicz,,2500.0,TE,
93,BrianParker,,2500.0,TE,
94,DemetriusHarris,,2500.0,TE,
95,NickBoyle,,2500.0,TE,
96,TroyNiklas,,2500.0,TE,
97,PhillipSupernaw,,2500.0,TE,
98,JesseJames,,2500.0,TE,
99,DerekCarrier,,2500.0,TE,
100,GeoffSwaim,,2500.0,TE,
101,EJBibbs,,2500.0,TE,
