,Name,Projection,Salary,Position,DPP
0,DevontaFreeman,22.3285,7900.0,RB,353.807913653
1,LeVeonBell,20.218,8400.0,RB,415.471362153
2,MattForte,18.2745,,,
3,JustinForsett,17.6045,6100.0,RB,346.502314749
4,DeMarcoMurray,16.655,6400.0,RB,384.268988292
5,JamaalCharles,16.596,,,
6,ArianFoster,16.5005,7500.0,RB,454.531680858
7,AdrianPeterson,16.021,7600.0,RB,474.377379689
8,MarkIngram,15.5715,6300.0,RB,404.585300067
9,LeSeanMcCoy,14.5385,,,
10,ChrisIvory,14.259,5800.0,RB,406.760642401
11,GiovaniBernard,13.8295,,,
12,TheoRiddick,13.5655,3400.0,RB,250.635804062
13,CharlesSims,13.212,3600.0,RB,272.479564033
14,RonnieHillman,12.9595,,,
15,LataviusMurray,12.9515,6100.0,RB,470.987916458
16,LamarMiller,12.946,4600.0,RB,355.322107215
17,DougMartin,12.9405,4900.0,RB,378.656157026
18,FrankGore,12.6195,4900.0,RB,388.287967035
19,MarshawnLynch,12.4405,,,
20,CJAnderson,12.161,,,
21,LeGarretteBlount,12.151,4800.0,RB,395.029215702
22,JonathanStewart,11.4455,4000.0,RB,349.4823293
23,RashadJennings,11.3,4000.0,RB,353.982300885
24,DannyWoodhead,11.2265,4600.0,RB,409.744800249
25,AndreEllington,10.756,4300.0,RB,399.776868724
26,JosephRandle,10.72,5500.0,RB,513.059701493
27,ChrisJohnson,10.6665,4300.0,RB,403.131298927
28,DionLewis,10.642,6500.0,RB,610.787445969
29,RyanMathews,10.615,3200.0,RB,301.460197833
30,CarlosHyde,10.386,,,
31,JeremyHill,10.2745,,,
32,JamesStarks,10.057,,,
33,ZacStacy,10.0515,3000.0,RB,298.462915983
34,IsaiahCrowell,9.5815,3800.0,RB,396.597609978
35,LanceDunbar,9.4615,,,
36,ShaneVereen,9.3465,4300.0,RB,460.065265072
37,AhmadBradshaw,9.3325,3000.0,RB,321.457272971
38,EddieLacy,9.074,,,
39,JoiqueBell,9.0485,3100.0,RB,342.5982207
40,RoyHelu,8.613,,,
41,AlfredBlue,8.124,3300.0,RB,406.203840473
42,FredJackson,7.989,,,
43,KhiryRobinson,7.9175,3000.0,RB,378.907483423
44,MarcelReece,7.875,3000.0,RB,380.952380952
45,BennyCunningham,7.647,3300.0,RB,431.541781091
46,JonasGray,7.532,3000.0,RB,398.300584174
47,DarrenMcFadden,7.52,3100.0,RB,412.234042553
48,AlfredMorris,7.4795,3300.0,RB,441.205962965
49,JonathanGrimes,7.2475,3000.0,RB,413.935839945
50,CJSpiller,7.208,3300.0,RB,457.82463929
51,TobyGerhart,6.9855,,,
52,DenardRobinson,6.9425,,,
53,RobertTurbin,6.891,3000.0,RB,435.350457118
54,BishopSankey,6.8535,3400.0,RB,496.096884803
55,BrandenOliver,6.6565,3000.0,RB,450.68729813
56,DexterMcCluster,6.622,3200.0,RB,483.23769254
57,BruceMiller,6.328,,,
58,ChrisPolk,6.311,3000.0,RB,475.360481699
59,DarrenSproles,6.0405,3800.0,RB,629.08699611
60,DeAngeloWilliams,5.9335,3200.0,RB,539.31069352
61,AnthonyDixon,5.871,,,
62,MattAsiata,5.4475,3000.0,RB,550.711335475
63,AndreWilliams,5.408,3000.0,RB,554.733727811
64,TreMason,5.3305,3600.0,RB,675.358784354
65,StepfanTaylor,4.904,3000.0,RB,611.745513866
66,DanHerron,4.8825,,,
67,BilalPowell,4.772,3300.0,RB,691.53394803
68,KnileDavis,4.672,4000.0,RB,856.164383562
69,ReggieBush,4.617,,,
70,LorenzoTaliaferro,4.573,,,
71,DeAnthonyThomas,4.1825,,,
72,DamienWilliams,4.1255,3000.0,RB,727.184583687
73,ChristineMichael,3.832,3000.0,RB,782.881002088
74,JuwanThompson,3.6955,,,
75,KyleJuszczyk,3.617,3000.0,RB,829.416643627
76,TaiwanJones,3.48,3000.0,RB,862.068965517
77,JerickMcKinnon,3.251,3000.0,RB,922.792986773
78,BernardPierce,3.243,,,
79,FozzyWhittaker,3.22,3000.0,RB,931.677018634
80,JamizeOlawale,3.2195,3000.0,RB,931.821711446
81,JacquizzRodgers,2.7285,,,
82,ShaunDraughn,2.6615,3000.0,RB,1127.18391884
83,MikeTolbert,2.61,3000.0,RB,1149.42528736
84,AnthonySherman,2.465,3000.0,RB,1217.03853955
85,DarrelYoung,2.2355,3000.0,RB,1341.98165958
86,JohnKuhn,2.2145,,,
87,PatrickDiMarco,1.5115,3000.0,RB,1984.78332782
88,JeromeFelton,0.924,,,
89,TylerClutts,0.63,3000.0,RB,4761.9047619
90,ToddGurley,,5000.0,RB,
91,MelvinGordon,,4200.0,RB,
92,DukeJohnsonJr,,4200.0,RB,
93,CharcandrickWest,,4200.0,RB,
94,AmeerAbdullah,,4000.0,RB,
95,TevinColeman,,3600.0,RB,
96,DavidJohnson,,3500.0,RB,
97,JavoriusAllen,,3500.0,RB,
98,ChrisThompson,,3300.0,RB,
99,AntonioAndrews,,3300.0,RB,
100,MattJones,,3200.0,RB,
101,DonaldBrown,,3000.0,RB,
102,JorvorskieLane,,3000.0,RB,
103,ChaseReynolds,,3000.0,RB,
104,WillJohnson,,3000.0,RB,
105,BobbyRainey,,3000.0,RB,
106,RoyHeluJr,,3000.0,RB,
107,AustinJohnson,,3000.0,RB,
108,KenjonBarner,,3000.0,RB,
109,ZachLine,,3000.0,RB,
110,JordanTodman,,3000.0,RB,
111,BrandonBolden,,3000.0,RB,
112,ZurlonTipton,,3000.0,RB,
