,Name,Projection,Salary,Position,DPP
0,OdellBeckhamJr,20.355,8700.0,WR,427.413411938
1,JulianEdelman,19.8445,8200.0,WR,413.212728968
2,AntonioBrown,18.5395,7900.0,WR,426.117209202
3,DemaryiusThomas,17.9005,,,
4,DeAndreHopkins,17.638,8600.0,WR,487.583626261
5,AJGreen,17.602,,,
6,AlshonJeffery,17.4905,,,
7,JulioJones,17.4145,9100.0,WR,522.553044876
8,BrandonMarshall,16.668,7800.0,WR,467.962562995
9,SteveSmith,16.628,,,
10,JeremyMaclin,16.343,6400.0,WR,391.604968488
11,KeenanAllen,16.166,7700.0,WR,476.308301373
12,TYHilton,15.905,6500.0,WR,408.676516819
13,CalvinJohnson,15.896,7700.0,WR,484.39859084
14,LarryFitzgerald,15.666,7400.0,WR,472.36052598
15,EricDecker,15.503,5300.0,WR,341.869315616
16,RandallCobb,15.013,,,
17,MartavisBryant,14.9385,4700.0,WR,314.623288817
18,JarvisLandry,14.6335,6200.0,WR,423.685379438
19,EmmanuelSanders,14.2265,,,
20,MikeEvans,14.104,6400.0,WR,453.77197958
21,MichaelCrabtree,13.398,4300.0,WR,320.943424392
22,AllenRobinson,13.3105,,,
23,NateWashington,13.2575,3000.0,WR,226.287007354
24,PercyHarvin,13.1055,,,
25,JohnBrown,12.9365,5500.0,WR,425.153635064
26,DonteMoncrief,12.891,5200.0,WR,403.382204639
27,MarvinJones,12.723,,,
28,VincentJackson,12.4645,5300.0,WR,425.207589554
29,AndreJohnson,12.1455,4300.0,WR,354.040591165
30,TorreySmith,12.0495,,,
31,KendallWright,12.019,5200.0,WR,432.648306847
32,TavonAustin,12.0075,4500.0,WR,374.765771393
33,KennyStills,12.0055,3000.0,WR,249.88546916
34,MikeWallace,11.9455,4200.0,WR,351.596835628
35,AllenHurns,11.8055,,,
36,DannyAmendola,11.658,3500.0,WR,300.223022817
37,EddieRoyal,11.5325,,,
38,JermaineKearse,11.337,,,
39,PierreGarcon,11.315,5000.0,WR,441.891294741
40,GoldenTate,11.297,5200.0,WR,460.299194476
41,JordanMatthews,11.274,6400.0,WR,567.677842824
42,CecilShorts,11.178,,,
43,MichaelFloyd,11.0485,3200.0,WR,289.632076753
44,JeremyKerley,11.0205,3000.0,WR,272.219953723
45,TravisBenjamin,10.93,5400.0,WR,494.053064959
46,DougBaldwin,10.898,,,
47,SammyWatkins,10.818,,,
48,KamarAiken,10.803,4400.0,WR,407.29427011
49,RuebenRandle,10.739,4400.0,WR,409.721575566
50,BrandinCooks,10.5985,5500.0,WR,518.941359626
51,RoddyWhite,10.5375,3600.0,WR,341.637010676
52,AnquanBoldin,10.471,,,
53,JamesJones,10.4445,,,
54,MarquessWilson,10.238,,,
55,RishardMatthews,10.2195,4300.0,WR,420.764225256
56,JariusWright,9.8765,3000.0,WR,303.751328912
57,MalcomFloyd,9.8055,3600.0,WR,367.140890317
58,TerranceWilliams,9.363,4200.0,WR,448.574174944
59,BrianHartline,9.301,3000.0,WR,322.5459628
60,LanceMoore,9.167,3500.0,WR,381.804298026
61,DwayneHarris,9.097,3300.0,WR,362.756952842
62,HarryDouglas,9.08,3000.0,WR,330.396475771
63,StedmanBailey,8.912,3000.0,WR,336.624775583
64,ColeBeasley,8.7745,3200.0,WR,364.693144909
65,LouisMurphy,8.672,3000.0,WR,345.94095941
66,DarriusHeywardBey,8.6505,3100.0,WR,358.360788394
67,RileyCooper,8.444,3000.0,WR,355.28185694
68,MarqiseLee,8.389,,,
69,MarquesColston,8.3855,3400.0,WR,405.461809075
70,SteveJohnson,8.3285,,,
71,ChrisHogan,8.3275,,,
72,LeonardHankerson,8.3245,4200.0,WR,504.534806895
73,PhillyBrown,8.311,,,
74,KennyBritt,8.187,3700.0,WR,451.935996091
75,AndrewHawkins,8.169,3000.0,WR,367.242012486
76,TedGinnJr,8.1495,3300.0,WR,404.932817964
77,MilesAustin,7.8855,3000.0,WR,380.445120791
78,MohamedSanu,7.7615,,,
79,JustinHunter,7.516,3000.0,WR,399.148483236
80,BrianQuick,7.458,3000.0,WR,402.252614642
81,RobertWoods,7.317,,,
82,TaylorGabriel,7.0455,3000.0,WR,425.803704492
83,MarkusWheaton,6.966,3000.0,WR,430.663221361
84,AndreCaldwell,6.9215,,,
85,BrandonTate,6.7295,,,
86,CharlesJohnson,6.4935,3000.0,WR,462.000462
87,CordarrellePatterson,6.395,3000.0,WR,469.116497263
88,MarlonBrown,6.03,3000.0,WR,497.512437811
89,GregJennings,5.813,3000.0,WR,516.084637881
90,JerrichoCotchery,5.7545,3000.0,WR,521.331132157
91,JasonAvant,5.631,3000.0,WR,532.765050613
92,AndreRoberts,5.422,3000.0,WR,553.30136481
93,BriceButler,5.2925,3000.0,WR,566.839867737
94,JeremyRoss,5.2105,3000.0,WR,575.760483639
95,RicardoLockette,5.03,,,
96,BrentonBersin,4.993,3000.0,WR,600.841177649
97,AndreHolmes,4.849,3000.0,WR,618.684264797
98,KeshawnMartin,4.6615,3000.0,WR,643.569666416
99,JordanNorwood,4.245,,,
100,ChrisGivens,4.2385,3000.0,WR,707.797569895
101,DezBryant,,8100.0,WR,
102,AmariCooper,,6500.0,WR,
103,SteveSmithSr,,6200.0,WR,
104,DeSeanJackson,,5700.0,WR,
105,VictorCruz,,4500.0,WR,
106,BreshadPerriman,,4400.0,WR,
107,WillieSnead,,4300.0,WR,
108,StefonDiggs,,4200.0,WR,
109,JamisonCrowder,,3700.0,WR,
110,StevieJohnson,,3500.0,WR,
111,NelsonAgholor,,3500.0,WR,
112,CecilShortsIII,,3400.0,WR,
113,JoshHuff,,3200.0,WR,
114,DorialGreenBeckham,,3200.0,WR,
115,SethRoberts,,3200.0,WR,
116,DwayneBowe,,3000.0,WR,
117,EricWeems,,3000.0,WR,
118,MatthewSlater,,3000.0,WR,
119,SeyiAjirotutu,,3000.0,WR,
120,MarlonMoore,,3000.0,WR,
121,JacobyJones,,3000.0,WR,
122,JosephMorgan,,3000.0,WR,
123,DontrelleInman,,3000.0,WR,
124,ChrisOwusu,,3000.0,WR,
125,GriffWhalen,,3000.0,WR,
126,FrankieHammondJr,,3000.0,WR,
127,JaronBrown,,3000.0,WR,
128,MylesWhite,,3000.0,WR,
129,RussellShepard,,3000.0,WR,
130,RyanGrant,,3000.0,WR,
131,DriArcher,,3000.0,WR,
132,KevinNorwood,,3000.0,WR,
133,NickWilliams,,3000.0,WR,
134,DevinStreet,,3000.0,WR,
135,AaronDobson,,3000.0,WR,
136,QuincyEnunwa,,3000.0,WR,
137,TJJones,,3000.0,WR,
138,RodStreater,,3000.0,WR,
139,WaltPowell,,3000.0,WR,
140,BrandonColeman,,3000.0,WR,
141,AlbertWilson,,3000.0,WR,
142,MattHazel,,3000.0,WR,
143,KeithMumphery,,3000.0,WR,
144,JustinHardy,,3000.0,WR,
145,JJNelson,,3000.0,WR,
146,CoreyFuller,,3000.0,WR,
147,GeremyDavis,,3000.0,WR,
148,CoreyBrown,,3000.0,WR,
149,ChrisConley,,3000.0,WR,
150,SammieCoates,,3000.0,WR,
151,PhillipDorsett,,3000.0,WR,
152,RashadRoss,,3000.0,WR,
153,DarrenWaller,,3000.0,WR,
154,DeVanteParker,,3000.0,WR,
155,BradleyMarquez,,3000.0,WR,
156,DevinSmith,,3000.0,WR,
157,DeAnthonyThomas,,3000.0,WR,
158,BrittanGolden,,3000.0,WR,
159,DevinFunchess,,3000.0,WR,
160,LuckyWhitehead,,3000.0,WR,
161,JaelenStrong,,3000.0,WR,
162,AdamThielen,,3000.0,WR,
163,DonteeaDye,,3000.0,WR,
