,Name,Team,Games,RunAtt,RunYards,RunTD,Targets,Rec,RecYards,RecTD,FFP,FFPPG,Season,Week
8570,AaronBrown,DET,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2009.0,1
8668,AaronBrown,DET,1.0,4.0,10.0,0.0,2.0,1.0,3.0,0.0,1.8,1.8,2009.0,2
8750,AaronBrown,DET,1.0,5.0,6.0,0.0,1.0,1.0,9.0,0.0,2.0,2.0,2009.0,3
8851,AaronBrown,DET,1.0,1.0,3.0,0.0,1.0,1.0,14.0,0.0,2.2,2.2,2009.0,4
8974,AaronBrown,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,5
9052,AaronBrown,DET,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2009.0,6
9232,AaronBrown,DET,1.0,2.0,15.0,0.0,4.0,2.0,13.0,0.0,3.8,3.8,2009.0,8
9337,AaronBrown,DET,1.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2009.0,9
9525,AaronBrown,DET,1.0,0.0,0.0,0.0,1.0,1.0,26.0,1.0,9.1,9.1,2009.0,11
9683,AaronBrown,DET,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2009.0,12
9780,AaronBrown,DET,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2009.0,13
9867,AaronBrown,DET,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2009.0,14
9967,AaronBrown,DET,1.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,2009.0,15
10081,AaronBrown,DET,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2009.0,16
10132,AaronBrown,DET,1.0,3.0,21.0,0.0,3.0,3.0,19.0,0.0,5.5,5.5,2009.0,17
10283,AaronBrown,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1
10344,AaronBrown,DET,1.0,3.0,13.0,0.0,3.0,2.0,10.0,0.0,3.3,3.3,2010.0,2
10482,AaronBrown,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,3
11237,AaronBrown,DET,1.0,1.0,9.0,0.0,2.0,2.0,6.0,0.0,2.5,2.5,2010.0,11
11316,AaronBrown,DET,1.0,13.0,36.0,0.0,8.0,4.0,29.0,0.0,8.5,8.5,2010.0,12
11474,AaronBrown,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,13
13242,AaronBrown,DET,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.4,1.4,2011.0,14
126,AaronStecker,NO,1.0,15.0,41.0,0.0,7.0,6.0,19.0,0.0,9.0,9.0,2004.0,2
206,AaronStecker,NO,1.0,18.0,106.0,1.0,7.0,4.0,20.0,0.0,20.6,20.6,2004.0,3
325,AaronStecker,NO,1.0,8.0,23.0,0.0,9.0,6.0,71.0,0.0,10.4,10.4,2004.0,4
434,AaronStecker,NO,1.0,4.0,27.0,0.0,4.0,4.0,15.0,0.0,6.2,6.2,2004.0,5
555,AaronStecker,NO,1.0,1.0,3.0,0.0,1.0,1.0,9.0,0.0,1.7,1.7,2004.0,6
969,AaronStecker,NO,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.7,0.7,2004.0,10
1077,AaronStecker,NO,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.8,0.8,2004.0,11
1186,AaronStecker,NO,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2004.0,12
1288,AaronStecker,NO,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.4,0.4,2004.0,13
1360,AaronStecker,NO,1.0,1.0,3.0,0.0,2.0,2.0,10.0,0.0,2.3,2.3,2004.0,14
1443,AaronStecker,NO,1.0,1.0,9.0,0.0,3.0,3.0,26.0,0.0,5.0,5.0,2004.0,15
1566,AaronStecker,NO,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2004.0,16
1639,AaronStecker,NO,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,6.7,6.7,2004.0,17
1782,AaronStecker,NO,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2005.0,1
2225,AaronStecker,NO,1.0,16.0,86.0,0.0,3.0,2.0,0.0,0.0,9.6,9.6,2005.0,6
2327,AaronStecker,NO,1.0,12.0,33.0,0.0,7.0,3.0,32.0,0.0,8.0,8.0,2005.0,7
2437,AaronStecker,NO,1.0,4.0,23.0,0.0,4.0,3.0,16.0,0.0,5.4,5.4,2005.0,8
2550,AaronStecker,NO,1.0,13.0,29.0,0.0,3.0,2.0,17.0,0.0,3.6,3.6,2005.0,9
2720,AaronStecker,NO,1.0,7.0,25.0,0.0,9.0,6.0,72.0,0.0,12.7,12.7,2005.0,11
2834,AaronStecker,NO,1.0,11.0,54.0,0.0,1.0,1.0,6.0,0.0,6.5,6.5,2005.0,12
2931,AaronStecker,NO,1.0,5.0,5.0,0.0,4.0,4.0,55.0,0.0,8.0,8.0,2005.0,13
3037,AaronStecker,NO,1.0,7.0,35.0,0.0,2.0,2.0,12.0,0.0,5.7,5.7,2005.0,14
3114,AaronStecker,NO,1.0,9.0,59.0,0.0,7.0,6.0,42.0,0.0,13.1,13.1,2005.0,15
3282,AaronStecker,NO,1.0,7.0,5.0,0.0,3.0,2.0,13.0,0.0,0.8,0.8,2005.0,16
3350,AaronStecker,NO,1.0,2.0,10.0,0.0,4.0,4.0,16.0,0.0,4.6,4.6,2005.0,17
3552,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,3.0,21.0,0.0,3.6,3.6,2006.0,2
3748,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,3.0,15.0,0.0,3.0,3.0,2006.0,4
3937,AaronStecker,NO,1.0,3.0,9.0,0.0,4.0,2.0,14.0,0.0,3.3,3.3,2006.0,6
4166,AaronStecker,NO,1.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0,1.2,1.2,2006.0,8
4330,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,3.0,78.0,0.0,9.3,9.3,2006.0,10
4426,AaronStecker,NO,1.0,0.0,0.0,0.0,7.0,5.0,53.0,0.0,7.8,7.8,2006.0,11
4960,AaronStecker,NO,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.4,1.4,2006.0,16
5142,AaronStecker,NO,1.0,2.0,21.0,0.0,2.0,2.0,20.0,0.0,5.1,5.1,2007.0,1
5357,AaronStecker,NO,1.0,3.0,6.0,0.0,3.0,2.0,14.0,0.0,3.0,3.0,2007.0,3
5549,AaronStecker,NO,1.0,4.0,12.0,0.0,4.0,3.0,-3.0,0.0,2.4,2.4,2007.0,5
5639,AaronStecker,NO,1.0,8.0,17.0,0.0,2.0,2.0,10.0,0.0,3.7,3.7,2007.0,6
5755,AaronStecker,NO,1.0,1.0,1.0,0.0,2.0,2.0,11.0,0.0,2.2,2.2,2007.0,7
5833,AaronStecker,NO,1.0,12.0,35.0,0.0,2.0,2.0,4.0,0.0,4.9,4.9,2007.0,8
5935,AaronStecker,NO,1.0,6.0,24.0,0.0,3.0,2.0,11.0,0.0,4.5,4.5,2007.0,9
6017,AaronStecker,NO,1.0,3.0,26.0,1.0,1.0,1.0,8.0,0.0,9.9,9.9,2007.0,10
6154,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,1.9,1.9,2007.0,11
6238,AaronStecker,NO,1.0,13.0,42.0,0.0,2.0,2.0,8.0,0.0,6.0,6.0,2007.0,12
6333,AaronStecker,NO,1.0,7.0,16.0,0.0,5.0,4.0,35.0,0.0,7.1,7.1,2007.0,13
6416,AaronStecker,NO,1.0,20.0,100.0,0.0,3.0,3.0,7.0,0.0,12.2,12.2,2007.0,14
6496,AaronStecker,NO,1.0,22.0,95.0,2.0,6.0,6.0,46.0,0.0,27.1,27.1,2007.0,15
6599,AaronStecker,NO,1.0,13.0,49.0,2.0,4.0,4.0,35.0,0.0,22.4,22.4,2007.0,16
7262,AaronStecker,NO,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.5,0.5,2008.0,5
7322,AaronStecker,NO,1.0,1.0,3.0,0.0,1.0,1.0,8.0,1.0,7.6,7.6,2008.0,6
7448,AaronStecker,NO,1.0,2.0,10.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,2008.0,7
7529,AaronStecker,NO,1.0,2.0,9.0,0.0,5.0,5.0,27.0,0.0,6.1,6.1,2008.0,8
7750,AaronStecker,NO,1.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,2.1,2.1,2008.0,10
7860,AaronStecker,NO,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,1.7,1.7,2008.0,11
9241,AaronStecker,ATL,1.0,0.0,0.0,0.0,2.0,2.0,12.0,0.0,2.2,2.2,2009.0,8
9330,AaronStecker,ATL,1.0,2.0,6.0,0.0,3.0,3.0,22.0,0.0,4.3,4.3,2009.0,9
10074,AaronStecker,ATL,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2009.0,16
1241,AdimchinobeEchemandu,CLE,1.0,3.0,12.0,0.0,3.0,3.0,25.0,0.0,5.2,5.2,2004.0,13
1495,AdimchinobeEchemandu,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,15
3298,AdimchinobeEchemandu,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,16
3399,AdimchinobeEchemandu,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,17
4695,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,13
4986,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,16
5096,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,17
5392,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,3
5481,AdimchinobeEchemandu,OAK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,4
5819,AdimchinobeEchemandu,HOU,1.0,10.0,62.0,0.0,2.0,2.0,11.0,0.0,8.3,8.3,2007.0,8
5964,AdimchinobeEchemandu,HOU,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2007.0,9
6283,AdimchinobeEchemandu,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,12
6369,AdimchinobeEchemandu,HOU,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2007.0,13
6478,AdimchinobeEchemandu,HOU,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2007.0,14
6592,AdimchinobeEchemandu,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,15
299,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,3
399,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,4
1038,AdrianPeterson2,CHI,1.0,4.0,15.0,0.0,1.0,1.0,30.0,0.0,5.0,5.0,2004.0,11
1576,AdrianPeterson2,CHI,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.9,0.9,2004.0,16
1955,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.2,1.2,2005.0,3
2156,AdrianPeterson2,CHI,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2005.0,5
2261,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.2,1.2,2005.0,6
2460,AdrianPeterson2,CHI,1.0,4.0,8.0,0.0,1.0,1.0,1.0,0.0,1.4,1.4,2005.0,8
2516,AdrianPeterson2,CHI,1.0,6.0,58.0,1.0,1.0,1.0,3.0,0.0,12.6,12.6,2005.0,9
2609,AdrianPeterson2,CHI,1.0,24.0,120.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,2005.0,10
2746,AdrianPeterson2,CHI,1.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,2005.0,11
2851,AdrianPeterson2,CHI,1.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2005.0,12
2941,AdrianPeterson2,CHI,1.0,11.0,48.0,0.0,1.0,0.0,0.0,0.0,4.8,4.8,2005.0,13
3085,AdrianPeterson2,CHI,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,2005.0,14
3181,AdrianPeterson2,CHI,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2005.0,15
3255,AdrianPeterson2,CHI,1.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2005.0,16
3330,AdrianPeterson2,CHI,1.0,8.0,35.0,0.0,3.0,3.0,30.0,0.0,8.0,8.0,2005.0,17
3588,AdrianPeterson2,CHI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2006.0,2
3799,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,4
3898,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,5
3992,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,6
4154,AdrianPeterson2,CHI,1.0,1.0,10.0,0.0,1.0,1.0,8.0,0.0,2.3,2.3,2006.0,8
4477,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.9,0.9,2006.0,11
4727,AdrianPeterson2,CHI,1.0,3.0,12.0,1.0,1.0,1.0,32.0,0.0,10.9,10.9,2006.0,14
4870,AdrianPeterson2,CHI,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2006.0,15
4933,AdrianPeterson2,CHI,1.0,3.0,5.0,1.0,2.0,2.0,7.0,0.0,8.2,8.2,2006.0,16
5047,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,1.0,1.0,37.0,0.0,4.2,4.2,2006.0,17
5098,AdrianPeterson,MIN,1.0,19.0,103.0,0.0,1.0,1.0,60.0,1.0,22.8,22.8,2007.0,1
5160,AdrianPeterson2,CHI,1.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2007.0,1
5213,AdrianPeterson,MIN,1.0,20.0,66.0,0.0,5.0,4.0,52.0,0.0,13.8,13.8,2007.0,2
5247,AdrianPeterson2,CHI,1.0,2.0,9.0,0.0,5.0,3.0,23.0,0.0,4.7,4.7,2007.0,2
5303,AdrianPeterson,MIN,1.0,25.0,102.0,1.0,3.0,3.0,48.0,0.0,20.5,20.5,2007.0,3
5352,AdrianPeterson2,CHI,1.0,6.0,17.0,0.0,3.0,2.0,7.0,0.0,3.4,3.4,2007.0,3
5411,AdrianPeterson,MIN,1.0,12.0,112.0,0.0,3.0,1.0,6.0,0.0,12.3,12.3,2007.0,4
5435,AdrianPeterson2,CHI,1.0,2.0,8.0,0.0,3.0,3.0,29.0,0.0,5.2,5.2,2007.0,4
5530,AdrianPeterson2,CHI,1.0,3.0,12.0,0.0,2.0,2.0,32.0,0.0,5.4,5.4,2007.0,5
5598,AdrianPeterson,MIN,1.0,20.0,224.0,3.0,2.0,1.0,9.0,0.0,41.8,41.8,2007.0,6
5628,AdrianPeterson2,CHI,1.0,2.0,11.0,0.0,7.0,5.0,28.0,0.0,6.4,6.4,2007.0,6
5717,AdrianPeterson,MIN,1.0,12.0,63.0,1.0,2.0,1.0,12.0,0.0,12.0,12.0,2007.0,7
5729,AdrianPeterson2,CHI,1.0,4.0,21.0,0.0,4.0,3.0,33.0,0.0,6.9,6.9,2007.0,7
5820,AdrianPeterson2,CHI,1.0,2.0,11.0,0.0,7.0,6.0,41.0,0.0,8.2,8.2,2007.0,8
5826,AdrianPeterson,MIN,1.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2007.0,8
5896,AdrianPeterson,MIN,1.0,30.0,296.0,3.0,2.0,1.0,19.0,0.0,48.0,48.0,2007.0,9
6024,AdrianPeterson,MIN,1.0,11.0,45.0,0.0,4.0,3.0,14.0,0.0,7.4,7.4,2007.0,10
6034,AdrianPeterson2,CHI,1.0,2.0,6.0,0.0,4.0,3.0,14.0,0.0,3.5,3.5,2007.0,10
6124,AdrianPeterson2,CHI,1.0,5.0,11.0,1.0,1.0,1.0,5.0,0.0,8.1,8.1,2007.0,11
6208,AdrianPeterson2,CHI,1.0,17.0,45.0,1.0,6.0,5.0,41.0,0.0,17.1,17.1,2007.0,12
6297,AdrianPeterson,MIN,1.0,15.0,116.0,2.0,2.0,1.0,10.0,0.0,25.1,25.1,2007.0,13
6307,AdrianPeterson2,CHI,1.0,22.0,67.0,0.0,8.0,7.0,82.0,0.0,18.4,18.4,2007.0,13
6441,AdrianPeterson2,CHI,1.0,17.0,35.0,0.0,2.0,1.0,9.0,0.0,4.9,4.9,2007.0,14
6480,AdrianPeterson,MIN,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2007.0,14
6500,AdrianPeterson,MIN,1.0,20.0,78.0,2.0,1.0,1.0,17.0,0.0,22.0,22.0,2007.0,15
6516,AdrianPeterson2,CHI,1.0,9.0,26.0,0.0,9.0,8.0,51.0,0.0,11.7,11.7,2007.0,15
6608,AdrianPeterson2,CHI,1.0,30.0,102.0,1.0,2.0,1.0,16.0,0.0,18.3,18.3,2007.0,16
6639,AdrianPeterson,MIN,1.0,9.0,27.0,0.0,3.0,2.0,21.0,0.0,5.8,5.8,2007.0,16
6727,AdrianPeterson2,CHI,1.0,21.0,91.0,0.0,2.0,1.0,9.0,0.0,8.5,8.5,2007.0,17
6744,AdrianPeterson,MIN,1.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2007.0,17
6804,AdrianPeterson,MIN,1.0,19.0,103.0,1.0,2.0,1.0,11.0,0.0,17.9,17.9,2008.0,1
6901,AdrianPeterson,MIN,1.0,29.0,160.0,0.0,4.0,4.0,20.0,0.0,20.0,20.0,2008.0,2
7034,AdrianPeterson,MIN,1.0,17.0,77.0,0.0,1.0,0.0,0.0,0.0,7.7,7.7,2008.0,3
7099,AdrianPeterson,MIN,1.0,18.0,80.0,2.0,6.0,4.0,21.0,0.0,22.1,22.1,2008.0,4
7183,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4
7237,AdrianPeterson,MIN,1.0,21.0,32.0,0.0,4.0,1.0,9.0,0.0,4.6,4.6,2008.0,5
7289,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,5
7323,AdrianPeterson,MIN,1.0,25.0,111.0,0.0,2.0,1.0,-5.0,0.0,7.1,7.1,2008.0,6
7398,AdrianPeterson,MIN,1.0,22.0,121.0,2.0,3.0,1.0,9.0,0.0,25.5,25.5,2008.0,7
7493,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,7
7597,AdrianPeterson,MIN,1.0,25.0,139.0,1.0,0.0,0.0,0.0,0.0,19.9,19.9,2008.0,9
7696,AdrianPeterson,MIN,1.0,30.0,192.0,1.0,4.0,3.0,33.0,0.0,30.0,30.0,2008.0,10
7793,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,10
7832,AdrianPeterson,MIN,1.0,19.0,85.0,0.0,3.0,1.0,-3.0,0.0,8.7,8.7,2008.0,11
7857,AdrianPeterson2,CHI,1.0,1.0,7.0,0.0,2.0,2.0,10.0,0.0,2.7,2.7,2008.0,11
7913,AdrianPeterson,MIN,1.0,17.0,80.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,2008.0,12
7954,AdrianPeterson2,CHI,1.0,5.0,35.0,0.0,1.0,1.0,-1.0,0.0,3.9,3.9,2008.0,12
8002,AdrianPeterson,MIN,1.0,28.0,131.0,1.0,3.0,2.0,-1.0,0.0,20.0,20.0,2008.0,13
8074,AdrianPeterson2,CHI,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2008.0,13
8113,AdrianPeterson,MIN,1.0,23.0,102.0,0.0,2.0,1.0,15.0,0.0,12.2,12.2,2008.0,14
8157,AdrianPeterson2,CHI,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2008.0,14
8207,AdrianPeterson,MIN,1.0,28.0,165.0,0.0,1.0,0.0,0.0,0.0,16.5,16.5,2008.0,15
8251,AdrianPeterson2,CHI,1.0,5.0,15.0,0.0,3.0,1.0,8.0,0.0,2.8,2.8,2008.0,15
8335,AdrianPeterson,MIN,1.0,22.0,76.0,0.0,3.0,2.0,16.0,0.0,8.2,8.2,2008.0,16
8377,AdrianPeterson2,CHI,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2008.0,16
8411,AdrianPeterson,MIN,1.0,21.0,103.0,1.0,0.0,0.0,0.0,0.0,16.3,16.3,2008.0,17
8441,AdrianPeterson2,CHI,1.0,3.0,17.0,0.0,2.0,2.0,28.0,0.0,5.5,5.5,2008.0,17
8495,AdrianPeterson,MIN,1.0,25.0,180.0,3.0,1.0,1.0,18.0,0.0,38.3,38.3,2009.0,1
8602,AdrianPeterson,MIN,1.0,15.0,92.0,1.0,4.0,4.0,24.0,0.0,17.6,17.6,2009.0,2
8653,AdrianPeterson2,CHI,1.0,3.0,16.0,0.0,2.0,2.0,11.0,0.0,3.7,3.7,2009.0,2
8722,AdrianPeterson,MIN,1.0,19.0,85.0,0.0,2.0,2.0,14.0,0.0,10.9,10.9,2009.0,3
8768,AdrianPeterson2,CHI,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2009.0,3
8818,AdrianPeterson,MIN,1.0,25.0,55.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2009.0,4
8893,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,4
8900,AdrianPeterson,MIN,1.0,15.0,69.0,2.0,2.0,2.0,6.0,0.0,20.5,20.5,2009.0,5
9001,AdrianPeterson,MIN,1.0,22.0,143.0,0.0,6.0,4.0,23.0,0.0,18.6,18.6,2009.0,6
9100,AdrianPeterson,MIN,1.0,18.0,69.0,1.0,4.0,4.0,60.0,0.0,20.9,20.9,2009.0,7
9200,AdrianPeterson,MIN,1.0,25.0,97.0,1.0,2.0,1.0,44.0,0.0,20.6,20.6,2009.0,8
9282,AdrianPeterson2,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,8
9339,AdrianPeterson2,CHI,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2009.0,9
9395,AdrianPeterson,MIN,1.0,18.0,133.0,2.0,3.0,2.0,10.0,0.0,23.3,23.3,2009.0,10
9516,AdrianPeterson,MIN,1.0,24.0,82.0,0.0,5.0,4.0,16.0,0.0,11.8,11.8,2009.0,11
9604,AdrianPeterson,MIN,1.0,25.0,85.0,1.0,4.0,2.0,18.0,0.0,15.3,15.3,2009.0,12
9714,AdrianPeterson,MIN,1.0,13.0,19.0,0.0,7.0,6.0,46.0,0.0,9.5,9.5,2009.0,13
9795,AdrianPeterson,MIN,1.0,26.0,97.0,2.0,5.0,3.0,40.0,0.0,27.2,27.2,2009.0,14
9901,AdrianPeterson,MIN,1.0,12.0,35.0,1.0,4.0,3.0,73.0,0.0,18.3,18.3,2009.0,15
9993,AdrianPeterson,MIN,1.0,24.0,94.0,2.0,6.0,3.0,43.0,0.0,25.2,25.2,2009.0,16
10108,AdrianPeterson,MIN,1.0,9.0,54.0,1.0,1.0,1.0,1.0,0.0,12.0,12.0,2009.0,17
10206,AdrianPeterson,MIN,1.0,19.0,87.0,0.0,3.0,3.0,14.0,0.0,11.6,11.6,2010.0,1
10295,AdrianPeterson,MIN,1.0,28.0,145.0,1.0,8.0,5.0,41.0,0.0,27.1,27.1,2010.0,2
10391,AdrianPeterson,MIN,1.0,23.0,160.0,2.0,7.0,5.0,30.0,0.0,33.5,33.5,2010.0,3
10610,AdrianPeterson,MIN,1.0,18.0,88.0,0.0,3.0,1.0,20.0,0.0,11.3,11.3,2010.0,5
10708,AdrianPeterson,MIN,1.0,24.0,73.0,1.0,1.0,1.0,-2.0,0.0,13.6,13.6,2010.0,6
10793,AdrianPeterson,MIN,1.0,28.0,131.0,1.0,2.0,2.0,41.0,0.0,24.2,24.2,2010.0,7
10895,AdrianPeterson,MIN,1.0,25.0,92.0,1.0,6.0,5.0,50.0,0.0,22.7,22.7,2010.0,8
10990,AdrianPeterson,MIN,1.0,15.0,81.0,1.0,4.0,4.0,63.0,1.0,28.4,28.4,2010.0,9
11111,AdrianPeterson,MIN,1.0,17.0,51.0,0.0,7.0,4.0,24.0,0.0,9.5,9.5,2010.0,10
11210,AdrianPeterson,MIN,1.0,14.0,72.0,0.0,4.0,1.0,16.0,0.0,9.3,9.3,2010.0,11
11304,AdrianPeterson,MIN,1.0,6.0,36.0,1.0,1.0,1.0,34.0,0.0,13.5,13.5,2010.0,12
11384,AdrianPeterson,MIN,1.0,16.0,107.0,3.0,1.0,1.0,1.0,0.0,29.3,29.3,2010.0,13
11545,AdrianPeterson,MIN,1.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2010.0,14
11691,AdrianPeterson,MIN,1.0,22.0,118.0,1.0,1.0,1.0,11.0,0.0,17.4,17.4,2010.0,16
11830,AdrianPeterson,MIN,1.0,14.0,31.0,0.0,2.0,2.0,-2.0,0.0,3.9,3.9,2010.0,17
11908,AdrianPeterson,MIN,1.0,16.0,98.0,0.0,3.0,2.0,6.0,0.0,11.4,11.4,2011.0,1
11986,AdrianPeterson,MIN,1.0,25.0,120.0,2.0,2.0,2.0,21.0,0.0,27.1,27.1,2011.0,2
12093,AdrianPeterson,MIN,1.0,17.0,78.0,1.0,5.0,4.0,19.0,0.0,17.7,17.7,2011.0,3
12216,AdrianPeterson,MIN,1.0,23.0,80.0,0.0,1.0,1.0,3.0,0.0,8.8,8.8,2011.0,4
12284,AdrianPeterson,MIN,1.0,29.0,122.0,3.0,0.0,0.0,0.0,0.0,30.2,30.2,2011.0,5
12399,AdrianPeterson,MIN,1.0,12.0,39.0,1.0,1.0,1.0,0.0,0.0,10.4,10.4,2011.0,6
12482,AdrianPeterson,MIN,1.0,24.0,175.0,1.0,1.0,1.0,0.0,0.0,24.0,24.0,2011.0,7
12581,AdrianPeterson,MIN,1.0,21.0,86.0,1.0,5.0,5.0,76.0,1.0,30.7,30.7,2011.0,8
12783,AdrianPeterson,MIN,1.0,14.0,51.0,1.0,1.0,0.0,0.0,0.0,11.1,11.1,2011.0,10
12890,AdrianPeterson,MIN,1.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,8.6,8.6,2011.0,11
13312,AdrianPeterson,MIN,1.0,10.0,60.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,2011.0,15
