,Name,Projection,Salary,Position,DPP
0,OdellBeckhamJr,16.641,9100,WR,546.842136891
1,DemaryiusThomas,15.79,8500,WR,538.315389487
2,RandallCobb,15.377,8200,WR,533.263965663
3,KeenanAllen,15.0155,7700,WR,512.803436449
4,JulioJones,14.9925,9400,WR,626.980156745
5,JordanMatthews,13.651,7000,WR,512.782946304
6,AJGreen,13.619,8400,WR,616.785373375
7,EmmanuelSanders,12.8685,7900,WR,613.902164199
8,MikeEvans,12.803,7500,WR,585.800203077
9,DeAndreHopkins,12.631,7900,WR,625.445332911
10,TYHilton,12.6195,7600,WR,602.242561116
11,LarryFitzgerald,12.047,7400,WR,614.26081182
12,AlshonJeffery,11.932,7600,WR,636.942675159
13,PercyHarvin,11.352,5700,WR,502.114164905
14,TorreySmith,11.19,6200,WR,554.066130474
15,RoddyWhite,11.161,5600,WR,501.747155273
16,RuebenRandle,10.9905,5700,WR,518.629725672
17,DonteMoncrief,10.892,6300,WR,578.406169666
18,DeSeanJackson,10.7885,6000,WR,556.147749919
19,EddieRoyal,10.6765,4700,WR,440.21917295
20,BrandinCooks,10.5885,7000,WR,661.094583747
21,AllenRobinson,10.4735,6500,WR,620.613930396
22,AndreJohnson,10.1535,5400,WR,531.836312602
23,AnquanBoldin,10.023,6400,WR,638.531377831
24,SammyWatkins,9.815,6500,WR,662.251655629
25,DavanteAdams,9.801,6400,WR,652.994592389
26,MarquesColston,9.416,5400,WR,573.491928632
27,JeremyMaclin,9.157,6500,WR,709.839467074
28,MichaelFloyd,9.038,5000,WR,553.21973888
29,VincentJackson,8.7705,6800,WR,775.3263782
30,MichaelCrabtree,8.7025,5800,WR,666.475150819
31,NateWashington,8.635,5200,WR,602.200347423
32,RobertWoods,8.5535,5400,WR,631.320512071
33,KennyBritt,8.5135,5600,WR,657.778821871
34,MikeWallace,8.496,5400,WR,635.593220339
35,TavonAustin,8.355,5300,WR,634.350688211
36,CecilShorts,8.165,5300,WR,649.112063686
37,TravisBenjamin,8.0735,6000,WR,743.172106274
38,PierreGarcon,7.9055,6100,WR,771.614698628
39,SteveJohnson,7.7195,5800,WR,751.343998964
40,AllenHurns,7.639,5300,WR,693.808090064
41,LeonardHankerson,7.5245,5600,WR,744.235497375
42,JohnBrown,7.5075,5800,WR,772.560772561
43,StedmanBailey,7.4855,4500,WR,601.162247011
44,DwayneBowe,7.464,4900,WR,656.484458735
45,LouisMurphy,7.4035,5000,WR,675.356250422
46,MalcomFloyd,7.2805,5400,WR,741.707300323
47,JariusWright,7.2235,4900,WR,678.341524192
48,ColeBeasley,7.1885,5200,WR,723.377617027
49,AndreHolmes,7.1805,5100,WR,710.256945895
50,MarvinJones,7.111,5500,WR,773.44958515
51,BrianHartline,7.0985,5000,WR,704.374163556
52,TaylorGabriel,7.036,4500,WR,639.567936327
53,JamesJones,7.021,6000,WR,854.579119784
54,TedGinnJr,6.8645,5500,WR,801.223687086
55,AndrewHawkins,6.3,4600,WR,730.158730159
56,MarquessWilson,6.2455,4500,WR,720.518773517
57,MilesAustin,6.23,4800,WR,770.465489567
58,MarqiseLee,6.2235,4600,WR,739.133927854
59,CharlesJohnson,6.1585,4700,WR,763.172850532
60,ChrisHogan,6.1305,4900,WR,799.282277139
61,JordanNorwood,6.0885,4500,WR,739.098300074
62,PrestonParker,5.9815,4500,WR,752.319652261
63,TerranceWilliams,5.947,5900,WR,992.096855557
64,MohamedSanu,5.9135,4600,WR,777.881119472
65,AceSanders,5.8295,4500,WR,771.935843554
66,DevinHester,5.582,4500,WR,806.162665711
67,RileyCooper,5.5575,4700,WR,845.704003599
68,AndreRoberts,5.342,4700,WR,879.820292025
69,JerrichoCotchery,4.9895,4600,WR,921.936065738
70,ChrisGivens,4.4445,4500,WR,1012.48734391
71,BrandonTate,4.365,4500,WR,1030.92783505
72,SeyiAjirotutu,4.064,4500,WR,1107.28346457
