,Name,Projection,Salary,Position,DPP
0,GregOlsen,11.602,6300,TE,543.009825892
1,CobyFleener,10.054,4900,TE,487.368211657
2,MartellusBennett,9.639,5500,TE,570.598609814
3,ZachErtz,9.138,5200,TE,569.052309039
4,TravisKelce,9.0855,6400,TE,704.419129382
5,JordanReed,9.0375,5600,TE,619.640387275
6,CharlesClay,8.8255,5200,TE,589.201744944
7,JasonWitten,8.104,6000,TE,740.375123396
8,KyleRudolph,8.046,5000,TE,621.426795923
9,JaredCook,7.853,5400,TE,687.635298612
10,GarrettGraham,7.803,4600,TE,589.516852493
11,TylerEifert,7.6165,5700,TE,748.37523797
12,MychalRivera,7.296,4900,TE,671.600877193
13,DwayneAllen,7.0685,5200,TE,735.658201882
14,JermaineGresham,6.9205,5300,TE,765.840618452
15,LadariusGreen,6.532,5600,TE,857.317819963
16,AustinSeferianJenkins,6.2045,5200,TE,838.101378032
17,JacobTamme,5.9295,4700,TE,792.646934817
18,OwenDaniels,5.795,4600,TE,793.787748059
19,RichardRodgers,5.6965,4900,TE,860.177301852
20,BrandonMyers,5.333,4500,TE,843.802737671
21,LanceKendricks,5.233,4600,TE,879.03688133
22,LarryDonnell,5.226,5200,TE,995.024875622
23,BrentCelek,4.8995,4500,TE,918.461067456
24,VernonDavis,4.82,5100,TE,1058.09128631
25,LevineToilolo,4.394,4500,TE,1024.12380519
26,GaryBarnidge,4.3865,5000,TE,1139.86093697
27,EdDickson,4.0635,4500,TE,1107.41971207
28,GavinEscobar,3.9605,4500,TE,1136.22017422
29,DanielFells,3.8725,4500,TE,1162.04002582
30,JackDoyle,3.7605,4500,TE,1196.64938173
31,JimDray,3.743,4500,TE,1202.24418915
32,VirgilGreen,3.462,4600,TE,1328.71172733
33,RhettEllison,3.37,4500,TE,1335.3115727
34,JamesHanna,2.6285,4500,TE,1712.00304356
35,VanceMcDonald,2.371,4500,TE,1897.93336145
