,Name,Projection,Salary,Position,DPP
0,CarsonPalmer,18.547,8200,QB,442.12001941
1,MattRyan,18.0545,8400,QB,465.257968927
2,CamNewton,18.017,8300,QB,460.676028196
3,AaronRodgers,17.53,9200,QB,524.814603537
4,DrewBrees,16.709,8400,QB,502.723083368
5,EliManning,16.366,7800,QB,476.597824759
6,MarkSanchez,16.2035,6100,QB,376.461875521
7,SamBradford,15.901,7100,QB,446.512797937
8,PeytonManning,15.5805,8200,QB,526.298899265
9,ColinKaepernick,15.298,7500,QB,490.260164727
10,AndrewLuck,15.22,9100,QB,597.897503285
11,NickFoles,15.0275,6300,QB,419.231409083
12,DerekCarr,14.909,7000,QB,469.515058019
13,PhilipRivers,14.9015,7400,QB,496.594302587
14,TeddyBridgewater,14.5025,6500,QB,448.198586451
15,AndyDalton,14.431,7600,QB,526.644030213
16,AlexSmith,14.197,6500,QB,457.843206311
17,ShaunHill,13.6735,5100,QB,372.984239588
18,RobertGriffinIII,13.599,5600,QB,411.794984925
19,TyrodTaylor,13.4455,7600,QB,565.244877468
20,BlakeBortles,13.1375,6800,QB,517.602283539
21,KirkCousins,12.549,6100,QB,486.094509523
22,JayCutler,12.4875,7200,QB,576.576576577
23,BrianHoyer,10.191,6300,QB,618.192522814
24,BrandonWeeden,9.3345,6400,QB,685.628582142
25,ChaseDaniel,8.959,5400,QB,602.74584217
26,JimmyClausen,8.3535,5700,QB,682.348716107
27,JoshMcCown,6.8625,6400,QB,932.604735883
28,BrockOsweiler,6.6605,5600,QB,840.77771939
29,MattHasselbeck,6.4845,4800,QB,740.226694425
