,Name,Projection,Salary,Position,DPP
0,OdellBeckhamJr,17.012,9000.0,WR,529.038325888
1,AntonioBrown,15.7665,8600.0,WR,545.46031142
2,RandallCobb,15.571,8200.0,WR,526.619998716
3,DemaryiusThomas,15.4135,8600.0,WR,557.952444286
4,CalvinJohnson,15.076,8100.0,WR,537.277792518
5,JulioJones,14.6375,9200.0,WR,628.522630231
6,KeenanAllen,14.56,7700.0,WR,528.846153846
7,JulianEdelman,14.4295,7700.0,WR,533.629023875
8,AJGreen,14.128,8200.0,WR,580.407701019
9,EmmanuelSanders,13.6665,7700.0,WR,563.42150514
10,DezBryant,13.5055,,,
11,TYHilton,13.256,,,
12,AlshonJeffery,12.909,7600.0,WR,588.736540398
13,JordanMatthews,12.3595,6800.0,WR,550.184068935
14,TorreySmith,11.833,6300.0,WR,532.409363644
15,DeAndreHopkins,11.824,,,
16,LarryFitzgerald,11.814,7400.0,WR,626.375486711
17,RuebenRandle,11.762,5900.0,WR,501.615371535
18,BrandinCooks,11.668,6800.0,WR,582.790538224
19,RoddyWhite,11.6415,5200.0,WR,446.677833613
20,JarvisLandry,11.301,,,
21,PercyHarvin,11.299,5400.0,WR,477.918399858
22,SteveSmith,10.829,6700.0,WR,618.70902207
23,BrandonMarshall,10.6725,,,
24,EddieRoyal,10.659,5500.0,WR,515.995872033
25,JeremyMaclin,10.528,6900.0,WR,655.395136778
26,EricDecker,10.4625,,,
27,DougBaldwin,10.3275,5700.0,WR,551.924473493
28,KendallWright,10.2675,5900.0,WR,574.628682737
29,DonteMoncrief,10.2315,,,
30,GoldenTate,10.22,6600.0,WR,645.792563601
31,AllenRobinson,10.188,6300.0,WR,618.374558304
32,AndreJohnson,10.187,,,
33,PierreGarcon,10.11,6200.0,WR,613.254203759
34,AnquanBoldin,9.361,6200.0,WR,662.322401453
35,VincentJackson,9.3575,6800.0,WR,726.689820999
36,MichaelFloyd,9.1765,5000.0,WR,544.870048493
37,TavonAustin,9.1655,5800.0,WR,632.807811903
38,MikeWallace,9.147,,,
39,KennyStills,9.016,,,
40,SammyWatkins,8.819,6400.0,WR,725.705862343
41,CecilShorts,8.6955,,,
42,TravisBenjamin,8.5435,6200.0,WR,725.697898988
43,NateWashington,8.4125,,,
44,StedmanBailey,8.4095,4900.0,WR,582.674356383
45,MichaelCrabtree,8.295,5900.0,WR,711.271850512
46,MarquesColston,8.2835,5300.0,WR,639.826160439
47,DavanteAdams,8.279,5900.0,WR,712.646454886
48,JohnBrown,8.2775,5900.0,WR,712.775596497
49,BrianHartline,8.21,5000.0,WR,609.013398295
50,HarryDouglas,8.1515,4800.0,WR,588.848678157
51,TedGinnJr,8.0485,,,
52,PhillyBrown,8.0185,,,
53,SteveJohnson,7.963,5700.0,WR,715.810624137
54,RobertWoods,7.8035,5200.0,WR,666.367655539
55,AaronDobson,7.704,5000.0,WR,649.013499481
56,KennyBritt,7.704,5200.0,WR,674.97403946
57,JamesJones,7.6985,6400.0,WR,831.330778723
58,LouisMurphy,7.4645,5000.0,WR,669.837229553
59,JariusWright,7.456,,,
60,MilesAustin,7.3365,5300.0,WR,722.415320657
61,AndreHolmes,7.314,5100.0,WR,697.292863002
62,LeonardHankerson,7.253,6000.0,WR,827.243899076
63,TaylorGabriel,7.2185,4600.0,WR,637.251506546
64,GregJennings,7.199,,,
65,MalcomFloyd,7.185,5400.0,WR,751.565762004
66,ColeBeasley,7.1035,5200.0,WR,732.03350461
67,MarqiseLee,7.079,4600.0,WR,649.809295098
68,JermaineKearse,7.0525,5600.0,WR,794.044665012
69,MarvinJones,6.9455,5300.0,WR,763.08401123
70,JustinHunter,6.942,4500.0,WR,648.228176318
71,TerranceWilliams,6.82,5900.0,WR,865.102639296
72,AllenHurns,6.7845,6100.0,WR,899.108261478
73,RishardMatthews,6.713,,,
74,DarriusHeywardBey,6.6895,4900.0,WR,732.49121758
75,MarkusWheaton,6.6685,4800.0,WR,719.802054435
76,JordanNorwood,6.6275,4500.0,WR,678.989060732
77,MarquessWilson,6.2605,4800.0,WR,766.711923968
78,AndrewHawkins,6.2065,4800.0,WR,773.382743898
79,ChrisHogan,6.1995,4800.0,WR,774.255988386
80,KamarAiken,6.0075,5800.0,WR,965.459841864
81,CharlesJohnson,5.8715,,,
82,RileyCooper,5.8485,5400.0,WR,923.313670172
83,DannyAmendola,5.435,4600.0,WR,846.366145354
84,MohamedSanu,5.3835,4900.0,WR,910.188539055
85,PrestonParker,5.112,4500.0,WR,880.281690141
86,AndreRoberts,5.0455,4700.0,WR,931.523139431
87,JerrichoCotchery,5.002,,,
88,MarlonBrown,4.1795,4500.0,WR,1076.68381385
89,LanceMoore,3.9585,4500.0,WR,1136.79424024
90,MikeEvans,,7500.0,WR,
91,AmariCooper,,7300.0,WR,
92,MartavisBryant,,6100.0,WR,
93,DeSeanJackson,,6000.0,WR,
94,WillieSnead,,5300.0,WR,
95,NelsonAgholor,,5200.0,WR,
96,JamisonCrowder,,5200.0,WR,
97,SethRoberts,,5100.0,WR,
98,DontrelleInman,,5100.0,WR,
99,TylerLockett,,5100.0,WR,
100,BrandonColeman,,5000.0,WR,
101,DorialGreenBeckham,,5000.0,WR,
102,DwayneHarris,,5000.0,WR,
103,RannellHall,,4900.0,WR,
104,DwayneBowe,,4900.0,WR,
105,MalcomeKennedy,,4900.0,WR,
106,BrianQuick,,4800.0,WR,
107,ChrisConley,,4800.0,WR,
108,BrandonTate,,4800.0,WR,
109,HakeemNicks,,4800.0,WR,
110,BriceButler,,4700.0,WR,
111,JoshBellamy,,4700.0,WR,
112,DevinStreet,,4700.0,WR,
113,TyMontgomery,,4700.0,WR,
114,RashadGreene,,4700.0,WR,
115,LuckyWhitehead,,4600.0,WR,
116,RyanGrant,,4600.0,WR,
117,RyanBroyles,,4500.0,WR,
118,GeremyDavis,,4500.0,WR,
119,JamarcusNelson,,4500.0,WR,
120,CoreyFuller,,4500.0,WR,
121,BruceEllington,,4500.0,WR,
122,JustinHardy,,4500.0,WR,
123,EricWeems,,4500.0,WR,
124,TrentSteelman,,4500.0,WR,
125,BradleyMarquez,,4500.0,WR,
126,EdWilliams,,4500.0,WR,
127,JeretSmith,,4500.0,WR,
128,AustinPettis,,4500.0,WR,
129,RodStreater,,4500.0,WR,
130,GregLittle,,4500.0,WR,
131,GregSalas,,4500.0,WR,
132,KylePrater,,4500.0,WR,
133,KrisDurham,,4500.0,WR,
134,ChrisMatthews,,4500.0,WR,
135,AceSanders,,4500.0,WR,
136,SeyiAjirotutu,,4500.0,WR,
137,JarrodWest,,4500.0,WR,
138,MichaelCampanaro,,4500.0,WR,
139,RussellShepard,,4500.0,WR,
140,MichaelBennett,,4500.0,WR,
141,JasonAvant,,4500.0,WR,
142,JalenSaunders,,4500.0,WR,
143,JoshHuff,,4500.0,WR,
144,SammieCoates,,4500.0,WR,
145,DeAnthonyThomas,,4500.0,WR,
146,SeantaviusJones,,4500.0,WR,
147,FrankieHammond,,4500.0,WR,
148,AdamDrake,,4500.0,WR,
149,JeffJanis,,4500.0,WR,
150,SolomonPatton,,4500.0,WR,
151,DeAndreCarter,,4500.0,WR,
152,JeremyRoss,,4500.0,WR,
153,TJJones,,4500.0,WR,
154,JosephMorgan,,4500.0,WR,
155,DeAndrewWhite,,4500.0,WR,
156,RashadRoss,,4500.0,WR,
157,CodyLatimer,,4500.0,WR,
158,AlbertWilson,,4500.0,WR,
159,QuintonPatton,,4500.0,WR,
160,RicardoLockette,,4500.0,WR,
161,JaronBrown,,4500.0,WR,
162,MarquiseGoodwin,,4500.0,WR,
163,MarioAlford,,4500.0,WR,
164,CameronMeredith,,4500.0,WR,
165,DaRickRogers,,4500.0,WR,
166,KenzelDoe,,4500.0,WR,
167,AJCruz,,4500.0,WR,
168,JamesButler,,4500.0,WR,
169,DavidNelson,,4500.0,WR,
170,DevinHester,,4500.0,WR,
171,JuniorHemingway,,4500.0,WR,
172,MatthewSlater,,4500.0,WR,
173,DarrenWaller,,4500.0,WR,
174,BrittanGolden,,4500.0,WR,
175,JacobyJones,,4500.0,WR,
176,MarcusEasley,,4500.0,WR,
177,AldrickRobinson,,4500.0,WR,
178,ChrisGivens,,4500.0,WR,
179,KeshawnMartin,,4500.0,WR,
180,TrindonHolliday,,4500.0,WR,
181,DenariusMoore,,4500.0,WR,
182,AndreCaldwell,,4500.0,WR,
183,KevinOgletree,,4500.0,WR,
184,MarcMariani,,4500.0,WR,
185,BennieFowler,,4500.0,WR,
