,Name,Projection,Salary,Position,DPP
0,MattRyan,18.1755,8300.0,QB,456.658688894
1,AaronRodgers,17.91,9200.0,QB,513.679508654
2,CarsonPalmer,17.8175,8100.0,QB,454.609232496
3,RyanTannehill,17.134,,,
4,CamNewton,16.9855,,,
5,TomBrady,16.717,8800.0,QB,526.410241072
6,PeytonManning,16.368,8200.0,QB,500.977517107
7,DrewBrees,16.3435,8100.0,QB,495.609875486
8,RussellWilson,16.3095,8200.0,QB,502.774456605
9,SamBradford,16.073,7500.0,QB,466.621041498
10,BenRoethlisberger,15.8915,,,
11,EliManning,15.7375,7700.0,QB,489.27720413
12,TonyRomo,15.5715,,,
13,ColinKaepernick,14.8565,7100.0,QB,477.905293979
14,NickFoles,14.834,6400.0,QB,431.441283538
15,PhilipRivers,14.79,7500.0,QB,507.099391481
16,AlexSmith,14.734,6900.0,QB,468.304601602
17,RyanFitzpatrick,14.6145,,,
18,TeddyBridgewater,14.501,,,
19,MatthewStafford,14.464,7000.0,QB,483.960176991
20,AndrewLuck,14.419,,,
21,AndyDalton,14.215,7300.0,QB,513.542033064
22,DerekCarr,14.1755,6700.0,QB,472.646467497
23,JoeFlacco,13.8535,7700.0,QB,555.816219728
24,TyrodTaylor,13.838,7500.0,QB,541.985836103
25,KirkCousins,13.6385,6400.0,QB,469.259815962
26,JayCutler,13.6005,7400.0,QB,544.097643469
27,BlakeBortles,13.397,6900.0,QB,515.040680749
28,BrandonWeeden,9.797,6400.0,QB,653.261202409
29,BrianHoyer,9.5955,,,
30,JimmyClausen,7.94,5700.0,QB,717.884130982
31,JoshMcCown,6.5125,6700.0,QB,1028.79078695
32,MichaelVick,5.2295,6500.0,QB,1242.94865666
33,MarcusMariota,,7400.0,QB,
34,JohnnyManziel,,6400.0,QB,
35,JameisWinston,,6400.0,QB,
36,MarkSanchez,,6100.0,QB,
37,MattCassel,,6000.0,QB,
38,ChadHenne,,5900.0,QB,
39,LukeMcCown,,5800.0,QB,
40,BrockOsweiler,,5600.0,QB,
41,RobertGriffinIII,,5600.0,QB,
42,ZachMettenberger,,5600.0,QB,
43,RyanNassib,,5500.0,QB,
44,EJManuel,,5500.0,QB,
45,MattMcGloin,,5500.0,QB,
46,ChaseDaniel,,5400.0,QB,
47,AustinDavis,,5400.0,QB,
48,BlaineGabbert,,5400.0,QB,
49,MattSchaub,,5300.0,QB,
50,ChristianPonder,,5200.0,QB,
51,DanOrlovsky,,5200.0,QB,
52,TarvarisJackson,,5200.0,QB,
53,KellenClemens,,5200.0,QB,
54,DrewStanton,,5200.0,QB,
55,MikeGlennon,,5100.0,QB,
56,AJMcCarron,,5100.0,QB,
57,ScottTolzien,,5100.0,QB,
58,TJYates,,5100.0,QB,
59,JimmyGaroppolo,,5000.0,QB,
60,TimTebow,,5000.0,QB,
61,ThaddeusLewis,,5000.0,QB,
62,RyanLindley,,5000.0,QB,
63,DavidFales,,4800.0,QB,
64,MattBarkley,,4800.0,QB,
65,GarrettGrayson,,4800.0,QB,
66,SeanMannion,,4800.0,QB,
67,CaseKeenum,,4800.0,QB,
68,AaronMurray,,4800.0,QB,
69,DustinVaughan,,4800.0,QB,
70,SeanRenfree,,4800.0,QB,
71,ColtMcCoy,,4800.0,QB,
72,TylerBray,,4800.0,QB,
73,ChandlerHarnish,,4800.0,QB,
74,BrettHundley,,4800.0,QB,
