,Name,Salary,Position
1,AaronRodgers,9200,QB
5,TomBrady,8800,QB
11,MattRyan,8300,QB
12,RussellWilson,8200,QB
15,PeytonManning,8200,QB
17,DrewBrees,8100,QB
18,CarsonPalmer,8100,QB
22,EliManning,7700,QB
24,JoeFlacco,7700,QB
29,SamBradford,7500,QB
30,PhilipRivers,7500,QB
31,TyrodTaylor,7500,QB
33,MarcusMariota,7400,QB
35,JayCutler,7400,QB
37,AndyDalton,7300,QB
41,ColinKaepernick,7100,QB
43,MatthewStafford,7000,QB
47,AlexSmith,6900,QB
48,BlakeBortles,6900,QB
56,DerekCarr,6700,QB
57,JoshMcCown,6700,QB
66,MichaelVick,6500,QB
69,BrandonWeeden,6400,QB
70,JohnnyManziel,6400,QB
73,NickFoles,6400,QB
74,JameisWinston,6400,QB
75,KirkCousins,6400,QB
89,MarkSanchez,6100,QB
94,MattCassel,6000,QB
106,ChadHenne,5900,QB
109,LukeMcCown,5800,QB
114,JimmyClausen,5700,QB
121,BrockOsweiler,5600,QB
122,RobertGriffinIII,5600,QB
124,ZachMettenberger,5600,QB
130,RyanNassib,5500,QB
134,EJManuel,5500,QB
136,MattMcGloin,5500,QB
137,ChaseDaniel,5400,QB
138,AustinDavis,5400,QB
139,BlaineGabbert,5400,QB
157,MattSchaub,5300,QB
164,ChristianPonder,5200,QB
167,DanOrlovsky,5200,QB
173,TarvarisJackson,5200,QB
175,KellenClemens,5200,QB
177,DrewStanton,5200,QB
185,MikeGlennon,5100,QB
187,AJMcCarron,5100,QB
190,ScottTolzien,5100,QB
196,TJYates,5100,QB
202,JimmyGaroppolo,5000,QB
203,TimTebow,5000,QB
209,ThaddeusLewis,5000,QB
215,RyanLindley,5000,QB
238,DavidFales,4800,QB
239,MattBarkley,4800,QB
241,GarrettGrayson,4800,QB
242,SeanMannion,4800,QB
244,CaseKeenum,4800,QB
246,AaronMurray,4800,QB
249,DustinVaughan,4800,QB
252,SeanRenfree,4800,QB
253,ColtMcCoy,4800,QB
259,TylerBray,4800,QB
262,ChandlerHarnish,4800,QB
263,BrettHundley,4800,QB
