,Name,Salary,Position
4,LeVeonBell,8900,RB
6,AdrianPeterson,8900,RB
7,DevontaFreeman,8700,RB
8,ArianFoster,8600,RB
22,ChristopherIvory,7800,RB
28,MarkIngram,7600,RB
29,DeMarcoMurray,7600,RB
33,ToddGurley,7400,RB
35,DougMartin,7200,RB
38,FrankGore,7100,RB
39,JustinForsett,7100,RB
41,LataviusMurray,7000,RB
42,DionLewis,7000,RB
43,ChrisJohnson,6900,RB
49,LeGarretteBlount,6800,RB
50,JosephRandle,6800,RB
57,JonathanStewart,6700,RB
58,LamarMiller,6700,RB
67,MelvinGordon,6500,RB
75,RashadJennings,6300,RB
82,IsaiahCrowell,6000,RB
84,DannyWoodhead,6000,RB
85,DarrenMcFadden,6000,RB
87,CharcandrickWest,5900,RB
97,AmeerAbdullah,5700,RB
101,RoyHelu,5700,RB
104,CharlesSims,5700,RB
108,ShaneVereen,5600,RB
109,MattJones,5600,RB
110,ChristineMichael,5600,RB
112,RyanMathews,5600,RB
113,DukeJohnson,5600,RB
114,AlfredMorris,5600,RB
119,DarrenSproles,5500,RB
120,JoiqueBell,5500,RB
124,AntonioAndrews,5400,RB
128,DamienWilliams,5400,RB
130,ZachZenner,5400,RB
132,BennyCunningham,5400,RB
133,AndreWilliams,5400,RB
136,ChrisThompson,5400,RB
139,AhmadBradshaw,5300,RB
140,TreMason,5300,RB
142,KnileDavis,5300,RB
143,CJSpiller,5300,RB
144,DavidJohnson,5300,RB
145,JoshHarris,5300,RB
146,TevinColeman,5300,RB
147,BishopSankey,5300,RB
151,DeAngeloWilliams,5300,RB
155,BilalPowell,5200,RB
156,JayAjayi,5200,RB
159,DexterMcCluster,5200,RB
160,TerrenceFranks,5200,RB
162,AndreEllington,5200,RB
169,TheoRiddick,5200,RB
170,JavoriusAllen,5100,RB
172,DriArcher,5100,RB
173,MichaelDyer,5100,RB
195,JerickMcKinnon,5000,RB
198,JonasGray,5000,RB
199,AlfredBlue,5000,RB
201,JamesWhite,5000,RB
210,IsaiahPead,4900,RB
212,BrandonBolden,4900,RB
218,JoshRobinson,4900,RB
220,CameronArtisPayne,4900,RB
225,LorenzoTaliaferro,4900,RB
226,TerranceWest,4900,RB
232,ZacStacy,4900,RB
253,MarcelReece,4800,RB
254,MikeTolbert,4800,RB
257,ChrisPolk,4800,RB
260,KhiryRobinson,4800,RB
267,DavidCobb,4700,RB
268,BrandenOliver,4700,RB
271,FoswhittWhittaker,4700,RB
276,MattAsiata,4700,RB
289,JordanTodman,4700,RB
290,RobertTurbin,4700,RB
291,BobbyRainey,4600,RB
306,VickBallard,4600,RB
315,LaMichaelJames,4500,RB
320,SilasRedd,4500,RB
323,MarcusMurphy,4500,RB
331,LaVanceTaylor,4500,RB
335,ChaseReynolds,4500,RB
336,StevanRidley,4500,RB
337,TerronWard,4500,RB
340,DominiqueBrown,4500,RB
347,JonathanGrimes,4500,RB
351,BraylonHeard,4500,RB
357,ShaunDraughn,4500,RB
359,BronsonHill,4500,RB
362,HenryHynoski,4500,RB
363,KenjonBarner,4500,RB
366,TreyWilliams,4500,RB
371,TonyCreecy,4500,RB
375,JoeyIosefa,4500,RB
378,GusJohnson,4500,RB
384,MikeJames,4500,RB
387,DreamiusSmith,4500,RB
397,KyleJuszczyk,4500,RB
398,OrleansDarkwa,4500,RB
399,TommyBohanon,4500,RB
400,PatrickDiMarco,4500,RB
401,MalcolmBrown,4500,RB
403,JawonChisholm,4500,RB
413,ZachLaskey,4500,RB
414,DarrelYoung,4500,RB
415,ErikLorig,4500,RB
417,TimHightower,4500,RB
418,TravarisCadet,4500,RB
420,JorvorskieLane,4500,RB
431,BradSmelley,4500,RB
439,DonaldBrown,4500,RB
447,StepfanTaylor,4500,RB
449,GlennWinston,4500,RB
458,TaiwanJones,4500,RB
