,Name,Salary,Position
2,JamaalCharles,9100,RB
3,LeVeonBell,9000,RB
7,MarshawnLynch,8600,RB
10,MattForte,8400,RB
19,MarkIngram,8000,RB
26,EddieLacy,7600,RB
27,DevontaFreeman,7600,RB
32,DeMarcoMurray,7400,RB
34,JosephRandle,7400,RB
39,LeSeanMcCoy,7300,RB
40,JustinForsett,7200,RB
42,ChrisJohnson,7000,RB
44,CarlosHyde,7000,RB
45,LataviusMurray,7000,RB
49,KarlosWilliams,6900,RB
50,DionLewis,6900,RB
52,JeremyHill,6800,RB
55,ToddGurley,6700,RB
59,RonnieHillman,6600,RB
60,GiovaniBernard,6600,RB
61,CJAnderson,6600,RB
62,TJYeldon,6600,RB
67,MelvinGordon,6500,RB
68,DougMartin,6400,RB
78,AlfredMorris,6300,RB
79,LeGarretteBlount,6200,RB
81,RashadJennings,6200,RB
84,FredJackson,6100,RB
85,AmeerAbdullah,6100,RB
86,IsaiahCrowell,6100,RB
91,MattJones,6000,RB
92,DannyWoodhead,6000,RB
93,DarrenMcFadden,6000,RB
95,ThomasRawls,6000,RB
102,DukeJohnson,5900,RB
103,AndreEllington,5900,RB
112,RoyHelu,5700,RB
115,TevinColeman,5700,RB
117,DarrenSproles,5700,RB
118,CharlesSims,5700,RB
120,AntonioAndrews,5600,RB
123,ShaneVereen,5600,RB
126,DavidJohnson,5600,RB
128,JamesStarks,5600,RB
131,CJSpiller,5500,RB
133,JoiqueBell,5500,RB
141,KnileDavis,5400,RB
142,RyanMathews,5400,RB
143,BennyCunningham,5400,RB
144,BishopSankey,5400,RB
145,AndreWilliams,5400,RB
151,ReggieBush,5300,RB
153,TreMason,5300,RB
155,DexterMcCluster,5300,RB
156,JoshHarris,5300,RB
159,DeAngeloWilliams,5300,RB
163,DavidCobb,5200,RB
168,TerrenceFranks,5200,RB
178,DriArcher,5100,RB
179,MichaelDyer,5100,RB
184,LorenzoTaliaferro,5100,RB
195,ChrisThompson,5100,RB
197,JavoriusAllen,5000,RB
204,JamesWhite,5000,RB
207,BryceBrown,5000,RB
211,TheoRiddick,5000,RB
212,AlonzoHarris,5000,RB
219,IsaiahPead,4900,RB
220,BrandonBolden,4900,RB
226,TerranceWest,4900,RB
227,JuwanThompson,4900,RB
228,TobyGerhart,4900,RB
255,MarcelReece,4800,RB
256,KaDeemCarey,4800,RB
260,KhiryRobinson,4800,RB
269,JeremyLangford,4700,RB
270,BrandenOliver,4700,RB
288,JordanTodman,4700,RB
289,RobertTurbin,4700,RB
292,BobbyRainey,4600,RB
294,StormJohnson,4600,RB
295,KendallHunter,4600,RB
317,TerrellWatson,4500,RB
318,DerrickColeman,4500,RB
319,SilasRedd,4500,RB
320,MikeDavis,4500,RB
323,MarcusMurphy,4500,RB
331,LaVanceTaylor,4500,RB
335,RyanWilliams,4500,RB
338,ChaseReynolds,4500,RB
339,TreyMillard,4500,RB
343,TerronWard,4500,RB
345,RexBurkhead,4500,RB
347,DominiqueBrown,4500,RB
358,BraylonHeard,4500,RB
364,ShaunDraughn,4500,RB
367,BronsonHill,4500,RB
372,HenryHynoski,4500,RB
373,KenjonBarner,4500,RB
378,TreyWilliams,4500,RB
383,JohnKuhn,4500,RB
384,ChristineMichael,4500,RB
385,TonyCreecy,4500,RB
392,JoeyIosefa,4500,RB
396,GusJohnson,4500,RB
402,MikeJames,4500,RB
403,ZachZenner,4500,RB
404,DreamiusSmith,4500,RB
415,JarrydHayne,4500,RB
418,KyleJuszczyk,4500,RB
421,OrleansDarkwa,4500,RB
423,PatrickDiMarco,4500,RB
424,KendallGaskins,4500,RB
426,MalcolmBrown,4500,RB
428,JawonChisholm,4500,RB
437,MarkWeisman,4500,RB
441,ZachLaskey,4500,RB
442,DarrelYoung,4500,RB
443,ErikLorig,4500,RB
446,JeremyStewart,4500,RB
449,TimHightower,4500,RB
450,TravarisCadet,4500,RB
451,JorvorskieLane,4500,RB
461,BradSmelley,4500,RB
469,RickySeale,4500,RB
470,DonaldBrown,4500,RB
474,JohnConner,4500,RB
475,BruceMiller,4500,RB
477,StepfanTaylor,4500,RB
478,BernardPierce,4500,RB
479,AnthonyDixon,4500,RB
481,GlennWinston,4500,RB
495,JacquizzRodgers,4500,RB
497,CedricPeerman,4500,RB
