,Name,Salary,Position
335,LuckyWhitehead,4600,WR
336,DannyAmendola,4600,WR
340,LTSmith,4600,WR
343,DevinHester,4600,WR
344,GregJennings,4600,WR
361,RyanBroyles,4500,WR
362,KenbrellThompkins,4500,WR
367,JamarcusNelson,4500,WR
368,CoreyFuller,4500,WR
370,AviusCapers,4500,WR
372,BruceEllington,4500,WR
376,EricWeems,4500,WR
378,TrentSteelman,4500,WR
379,EdWilliams,4500,WR
381,JeretSmith,4500,WR
386,AustinPettis,4500,WR
389,RodStreater,4500,WR
391,GregLittle,4500,WR
392,TylerMcDonald,4500,WR
395,GregSalas,4500,WR
396,KaiDeLaCruz,4500,WR
397,KylePrater,4500,WR
398,KrisDurham,4500,WR
400,VincentBrown,4500,WR
401,ChrisMatthews,4500,WR
402,AceSanders,4500,WR
403,SeyiAjirotutu,4500,WR
405,ArthurWilliams,4500,WR
407,JarrodWest,4500,WR
408,QuincyEnunwa,4500,WR
412,TaylorGabriel,4500,WR
413,MichaelCampanaro,4500,WR
414,AndrewHawkins,4500,WR
415,MarlonBrown,4500,WR
416,RussellShepard,4500,WR
418,ChrisConley,4500,WR
419,MichaelBennett,4500,WR
420,JasonAvant,4500,WR
423,JalenSaunders,4500,WR
424,JoshHuff,4500,WR
425,SammieCoates,4500,WR
429,DeAnthonyThomas,4500,WR
430,SeantaviusJones,4500,WR
431,FrankieHammond,4500,WR
432,AdamDrake,4500,WR
434,JeffJanis,4500,WR
438,SolomonPatton,4500,WR
447,DeAndreCarter,4500,WR
450,JeremyRoss,4500,WR
452,MarquessWilson,4500,WR
455,JosephMorgan,4500,WR
462,KevinNorwood,4500,WR
463,CodyLatimer,4500,WR
464,AlbertWilson,4500,WR
467,GriffWhalen,4500,WR
474,ChrisHogan,4500,WR
476,QuintonPatton,4500,WR
482,RicardoLockette,4500,WR
484,JaronBrown,4500,WR
486,MarquiseGoodwin,4500,WR
487,DontrelleInman,4500,WR
491,BrandonTate,4500,WR
495,DaRickRogers,4500,WR
496,KenzelDoe,4500,WR
498,BrianHartline,4500,WR
502,AJCruz,4500,WR
503,JamesButler,4500,WR
507,StefonDiggs,4500,WR
513,TommyStreeter,4500,WR
514,JustinHunter,4500,WR
515,DavidNelson,4500,WR
517,JuniorHemingway,4500,WR
518,MatthewSlater,4500,WR
522,BrittanGolden,4500,WR
525,JacobyJones,4500,WR
535,AdamThielen,4500,WR
537,JoshuaCribbs,4500,WR
547,AldrickRobinson,4500,WR
548,ChrisGivens,4500,WR
549,JordanNorwood,4500,WR
550,KeshawnMartin,4500,WR
551,TrindonHolliday,4500,WR
553,LanceMoore,4500,WR
556,DenariusMoore,4500,WR
557,AndreCaldwell,4500,WR
561,MarcMariani,4500,WR
562,JeremyKerley,4500,WR
