,Name,Salary,Position
0,JulioJones,9400,WR
3,OdellBeckhamJr,9100,WR
6,DemaryiusThomas,8500,WR
7,AJGreen,8400,WR
12,RandallCobb,8200,WR
17,DeAndreHopkins,7900,WR
18,EmmanuelSanders,7900,WR
21,KeenanAllen,7700,WR
22,AlshonJeffery,7600,WR
25,TYHilton,7600,WR
28,MikeEvans,7500,WR
33,LarryFitzgerald,7400,WR
36,AmariCooper,7200,WR
40,BrandinCooks,7000,WR
43,JordanMatthews,7000,WR
45,VincentJackson,6800,WR
52,JeremyMaclin,6500,WR
53,AllenRobinson,6500,WR
54,SammyWatkins,6500,WR
59,AnquanBoldin,6400,WR
60,DavanteAdams,6400,WR
69,DonteMoncrief,6300,WR
77,TorreySmith,6200,WR
82,PierreGarcon,6100,WR
85,JamesJones,6000,WR
90,DeSeanJackson,6000,WR
91,TravisBenjamin,6000,WR
95,TerranceWilliams,5900,WR
97,SteveJohnson,5800,WR
99,JohnBrown,5800,WR
100,MichaelCrabtree,5800,WR
102,RuebenRandle,5700,WR
106,PercyHarvin,5700,WR
108,KennyBritt,5600,WR
110,RoddyWhite,5600,WR
111,LeonardHankerson,5600,WR
115,TedGinnJr,5500,WR
120,MarvinJones,5500,WR
124,RobertWoods,5400,WR
125,MarquesColston,5400,WR
126,MikeWallace,5400,WR
131,PhillipDorsett,5400,WR
135,MalcomFloyd,5400,WR
137,AndreJohnson,5400,WR
139,VictorCruz,5300,WR
140,CecilShorts,5300,WR
142,TavonAustin,5300,WR
143,AllenHurns,5300,WR
147,NateWashington,5200,WR
151,ColeBeasley,5200,WR
158,SethRoberts,5100,WR
161,AndreHolmes,5100,WR
168,BrianQuick,5000,WR
169,MichaelFloyd,5000,WR
176,BrianHartline,5000,WR
180,BrandonColeman,5000,WR
182,LouisMurphy,5000,WR
186,NelsonAgholor,4900,WR
187,RannellHall,4900,WR
189,DwayneBowe,4900,WR
192,MalcomeKennedy,4900,WR
196,ChrisHogan,4900,WR
199,JariusWright,4900,WR
209,MilesAustin,4800,WR
210,JaelenStrong,4800,WR
214,JamisonCrowder,4800,WR
236,CoreyPhillyBrown,4700,WR
237,WillieSnead,4700,WR
239,AndreRoberts,4700,WR
240,CharlesJohnson,4700,WR
241,BriceButler,4700,WR
242,JoshBellamy,4700,WR
246,DevinStreet,4700,WR
248,TyMontgomery,4700,WR
254,RileyCooper,4700,WR
256,RashadGreene,4700,WR
257,EddieRoyal,4700,WR
259,MarqiseLee,4600,WR
264,AndrewHawkins,4600,WR
265,LuckyWhitehead,4600,WR
268,RyanGrant,4600,WR
269,LTSmith,4600,WR
280,DevinFunchess,4600,WR
281,JerrichoCotchery,4600,WR
283,MohamedSanu,4600,WR
286,GeremyDavis,4500,WR
291,JamarcusNelson,4500,WR
293,AviusCapers,4500,WR
296,BruceEllington,4500,WR
297,JustinHardy,4500,WR
298,EricWeems,4500,WR
300,EdWilliams,4500,WR
302,PrestonParker,4500,WR
303,JeretSmith,4500,WR
308,AustinPettis,4500,WR
310,RodStreater,4500,WR
312,GregLittle,4500,WR
313,KylePrater,4500,WR
314,KrisDurham,4500,WR
316,VincentBrown,4500,WR
317,AceSanders,4500,WR
318,SeyiAjirotutu,4500,WR
322,TaylorGabriel,4500,WR
323,StedmanBailey,4500,WR
324,RussellShepard,4500,WR
326,ChrisConley,4500,WR
327,MichaelBennett,4500,WR
328,JasonAvant,4500,WR
331,JalenSaunders,4500,WR
332,JoshHuff,4500,WR
337,DeAnthonyThomas,4500,WR
338,SeantaviusJones,4500,WR
340,FrankieHammond,4500,WR
341,AdamDrake,4500,WR
343,JeffJanis,4500,WR
347,SolomonPatton,4500,WR
355,DeAndreCarter,4500,WR
357,MarquessWilson,4500,WR
359,JosephMorgan,4500,WR
364,KevinNorwood,4500,WR
365,CodyLatimer,4500,WR
366,AlbertWilson,4500,WR
369,GriffWhalen,4500,WR
375,QuintonPatton,4500,WR
382,JaronBrown,4500,WR
383,MarquiseGoodwin,4500,WR
384,DontrelleInman,4500,WR
387,BrandonTate,4500,WR
392,DaRickRogers,4500,WR
398,AJCruz,4500,WR
399,JamesButler,4500,WR
403,StefonDiggs,4500,WR
409,DevinHester,4500,WR
410,JuniorHemingway,4500,WR
413,BrittanGolden,4500,WR
414,CordarrellePatterson,4500,WR
416,JacobyJones,4500,WR
426,AdamThielen,4500,WR
436,ChrisGivens,4500,WR
437,JordanNorwood,4500,WR
438,DwayneHarris,4500,WR
439,TrindonHolliday,4500,WR
442,DenariusMoore,4500,WR
443,AndreCaldwell,4500,WR
445,KevinOgletree,4500,WR
449,MarcMariani,4500,WR
