,Name,Salary,Position
10,RobGronkowski,7500,TE
35,JimmyGraham,6100,TE
66,TravisKelce,5200,TE
86,MartellusBennett,5000,TE
123,TylerEifert,4600,TE
125,JasonWitten,4500,TE
131,JordanReed,4500,TE
133,JuliusThomas,4500,TE
146,AntonioGates,4200,TE
153,CharlesClay,4100,TE
164,DelanieWalker,3800,TE
165,GaryBarnidge,3800,TE
173,EricEbron,3700,TE
178,AustinSeferianJenkins,3600,TE
197,HeathMiller,3300,TE
208,MaxxWilliams,3300,TE
213,LadariusGreen,3200,TE
223,CrockettGillmore,3100,TE
231,VernonDavis,3000,TE
248,JaredCook,3000,TE
360,MarcedesLewis,2900,TE
361,LarryDonnell,2900,TE
362,ZachErtz,2900,TE
363,RichardRodgers,2900,TE
368,OwenDaniels,2700,TE
374,MikeLeach,2500,TE
375,DanielFells,2500,TE
376,CraigStevens,2500,TE
377,ScottChandler,2500,TE
378,MattSpaeth,2500,TE
379,ClarkHarris,2500,TE
380,AnthonyFasano,2500,TE
381,JacobTamme,2500,TE
382,BrentCelek,2500,TE
383,ZachMiller,2500,TE
384,BenjaminWatson,2500,TE
385,BrandonPettigrew,2500,TE
386,BrandonMyers,2500,TE
387,DarrenFells,2500,TE
388,DavidJohnson,2500,TE
389,ClayHarbor,2500,TE
390,ChaseCoffman,2500,TE
391,AndrewDePaola,2500,TE
392,AnthonyMcCoy,2500,TE
393,JimDray,2500,TE
394,VirgilGreen,2500,TE
395,JohnPhillips,2500,TE
396,RobHousler,2500,TE
397,KyleNelson,2500,TE
398,MatthewMulligan,2500,TE
399,MickeyShuler,2500,TE
400,LanceKendricks,2500,TE
401,JermaineGresham,2500,TE
402,MichaelHoomanawanui,2500,TE
403,LeeSmith,2500,TE
404,LukeStocker,2500,TE
405,JamesCasey,2500,TE
406,GarrettCelek,2500,TE
407,JamesHanna,2500,TE
408,MychalRivera,2500,TE
409,CoryHarkey,2500,TE
410,BeauBrinkley,2500,TE
411,MarQueisGray,2500,TE
412,TimWright,2500,TE
413,MichaelWilliams,2500,TE
414,ChrisGragg,2500,TE
415,LukeWillson,2500,TE
416,JoshHill,2500,TE
417,JamesWinchester,2500,TE
418,VanceMcDonald,2500,TE
419,RyanHewitt,2500,TE
420,LevineToilolo,2500,TE
421,GavinEscobar,2500,TE
422,JeromeCunningham,2500,TE
423,NicJacobs,2500,TE
424,CooperHelfet,2500,TE
425,TreyBurton,2500,TE
426,BlakeBell,2500,TE
427,JamesOShaughnessy,2500,TE
428,CameronBrate,2500,TE
429,WillTye,2500,TE
430,CliveWalford,2500,TE
431,BrianParker,2500,TE
432,TylerKroft,2500,TE
433,CJUzomah,2500,TE
434,DemetriusHarris,2500,TE
435,MitchellHenry,2500,TE
436,NickBoyle,2500,TE
437,KennardBackman,2500,TE
438,TroyNiklas,2500,TE
439,PhillipSupernaw,2500,TE
440,JesseJames,2500,TE
441,DerekCarrier,2500,TE
442,GeoffSwaim,2500,TE
443,EJBibbs,2500,TE
444,KhariLee,2500,TE
