,Name,Salary,Position
48,GregOlsen,5400,TE
53,TravisKelce,5300,TE
116,TylerEifert,4600,TE
121,MartellusBennett,4500,TE
125,JordanReed,4500,TE
126,JuliusThomas,4500,TE
129,JasonWitten,4400,TE
147,AustinSeferianJenkins,3900,TE
170,CharlesClay,3300,TE
178,CobyFleener,3200,TE
179,LadariusGreen,3200,TE
180,KyleRudolph,3200,TE
181,ZachErtz,3200,TE
188,GaryBarnidge,3100,TE
190,DwayneAllen,3100,TE
199,VernonDavis,3000,TE
215,JaredCook,3000,TE
328,LarryDonnell,2900,TE
339,OwenDaniels,2700,TE
344,JacobTamme,2600,TE
345,BenjaminWatson,2600,TE
348,MikeLeach,2500,TE
349,DanielFells,2500,TE
350,MarcedesLewis,2500,TE
351,ClarkHarris,2500,TE
352,BrentCelek,2500,TE
353,ZachMiller,2500,TE
354,BrandonMyers,2500,TE
355,DarrenFells,2500,TE
356,DavidJohnson,2500,TE
357,ClayHarbor,2500,TE
358,EdDickson,2500,TE
359,GarrettGraham,2500,TE
360,AndrewDePaola,2500,TE
361,RichieBrockel,2500,TE
362,AnthonyMcCoy,2500,TE
363,JimDray,2500,TE
364,VirgilGreen,2500,TE
365,JohnPhillips,2500,TE
366,RobHousler,2500,TE
367,KyleNelson,2500,TE
368,MatthewMulligan,2500,TE
369,LanceKendricks,2500,TE
370,JermaineGresham,2500,TE
371,LeeSmith,2500,TE
372,LukeStocker,2500,TE
373,AndrewQuarless,2500,TE
374,JamesCasey,2500,TE
375,RhettEllison,2500,TE
376,GarrettCelek,2500,TE
377,JamesHanna,2500,TE
378,MychalRivera,2500,TE
379,CoryHarkey,2500,TE
380,KevinMcDermott,2500,TE
381,MarQueisGray,2500,TE
382,ChrisGragg,2500,TE
383,JoshHill,2500,TE
384,JamesWinchester,2500,TE
385,JackDoyle,2500,TE
386,VanceMcDonald,2500,TE
387,RyanHewitt,2500,TE
388,LevineToilolo,2500,TE
389,GavinEscobar,2500,TE
390,JeromeCunningham,2500,TE
391,NicJacobs,2500,TE
392,TreyBurton,2500,TE
393,BlakeBell,2500,TE
394,JamesOShaughnessy,2500,TE
395,MyColePruitt,2500,TE
396,CameronBrate,2500,TE
397,ChaseFord,2500,TE
398,CliveWalford,2500,TE
399,CJFiedorowicz,2500,TE
400,BrianParker,2500,TE
401,KyleMiller,2500,TE
402,TylerKroft,2500,TE
403,CJUzomah,2500,TE
404,DemetriusHarris,2500,TE
405,MitchellHenry,2500,TE
406,RichardRodgers,2500,TE
407,KennardBackman,2500,TE
408,TroyNiklas,2500,TE
409,DerekCarrier,2500,TE
410,GeoffSwaim,2500,TE
411,EJBibbs,2500,TE
412,KhariLee,2500,TE
