,Name,Salary,Position
5,AdrianPeterson,7800,RB
8,JamaalCharles,7600,RB
14,MattForte,7100,RB
16,ArianFoster,7000,RB
20,EddieLacy,6900,RB
26,DeMarcoMurray,6500,RB
27,JeremyHill,6500,RB
29,LataviusMurray,6300,RB
34,MarkIngram,6000,RB
36,CJAnderson,5900,RB
42,LeSeanMcCoy,5600,RB
46,JosephRandle,5500,RB
50,AndreEllington,5400,RB
56,DevontaFreeman,5200,RB
61,CarlosHyde,5100,RB
97,GiovaniBernard,5000,RB
105,MelvinGordon,4900,RB
107,FrankGore,4700,RB
108,JonathanStewart,4700,RB
109,RonnieHillman,4700,RB
114,DannyWoodhead,4600,RB
118,DarrenSproles,4500,RB
120,ChrisJohnson,4500,RB
128,MattJones,4500,RB
132,DougMartin,4400,RB
133,TJYeldon,4400,RB
134,TevinColeman,4400,RB
135,ShaneVereen,4300,RB
136,ToddGurley,4300,RB
137,RashadJennings,4200,RB
139,DavidJohnson,4200,RB
140,AlfredMorris,4100,RB
141,IsaiahCrowell,4100,RB
143,TreMason,4000,RB
144,CJSpiller,3900,RB
145,AlfredBlue,3900,RB
148,ReggieBush,3800,RB
149,JamesStarks,3800,RB
150,RyanMathews,3800,RB
156,DarrenMcFadden,3600,RB
158,LanceDunbar,3600,RB
159,CharlesSims,3600,RB
161,ChrisThompson,3500,RB
165,BennyCunningham,3400,RB
166,KarlosWilliams,3400,RB
172,ChrisPolk,3300,RB
186,JoshRobinson,3200,RB
189,JonathanGrimes,3100,RB
192,AndreWilliams,3100,RB
194,DukeJohnsonJr,3100,RB
203,TylerClutts,3000,RB
205,JeromeFelton,3000,RB
207,CedricPeerman,3000,RB
208,MikeTolbert,3000,RB
210,JohnKuhn,3000,RB
214,DarrelYoung,3000,RB
216,DonaldBrown,3000,RB
217,JorvorskieLane,3000,RB
219,ShaunDraughn,3000,RB
220,MarcelReece,3000,RB
222,BruceMiller,3000,RB
228,BoobieDixon,3000,RB
229,TobyGerhart,3000,RB
230,ChaseReynolds,3000,RB
232,FozzyWhittaker,3000,RB
234,MattAsiata,3000,RB
235,TaiwanJones,3000,RB
238,AnthonySherman,3000,RB
239,RobertTurbin,3000,RB
240,BobbyRainey,3000,RB
241,RoyHeluJr,3000,RB
242,PatrickDiMarco,3000,RB
243,IsaiahPead,3000,RB
244,AustinJohnson,3000,RB
245,JacquizzRodgers,3000,RB
246,JarrydHayne,3000,RB
247,KenjonBarner,3000,RB
249,ZachLine,3000,RB
257,KnileDavis,3000,RB
258,MikeJames,3000,RB
260,RexBurkhead,3000,RB
261,NikitaWhitlock,3000,RB
262,StepfanTaylor,3000,RB
264,BrandenOliver,3000,RB
266,BrandonWegher,3000,RB
268,ChristineMichael,3000,RB
269,DenardRobinson,3000,RB
273,BernardPierce,3000,RB
275,JayProsch,3000,RB
276,OrleansDarkwa,3000,RB
278,MarcusMurphy,3000,RB
280,MalcolmJohnson,3000,RB
282,JuwanThompson,3000,RB
284,CoreyGrant,3000,RB
287,JeremyLangford,3000,RB
292,JamizeOlawale,3000,RB
295,JerickMcKinnon,3000,RB
296,TerronWard,3000,RB
300,KaDeemCarey,3000,RB
305,AlonzoHarris,3000,RB
307,AaronRipkowski,3000,RB
313,TylerVarga,3000,RB
315,MikeDavis,3000,RB
318,CameronArtisPayne,3000,RB
322,KhiryRobinson,3000,RB
325,CharcandrickWest,3000,RB
