,Name,Salary,Position
6,AaronRodgers,7900,QB
7,TomBrady,7800,QB
14,DrewBrees,7200,QB
15,BenRoethlisberger,7200,QB
18,PeytonManning,7000,QB
21,RussellWilson,6900,QB
22,EliManning,6800,QB
24,MattRyan,6700,QB
26,CarsonPalmer,6600,QB
33,PhilipRivers,6200,QB
39,SamBradford,6000,QB
42,MarcusMariota,6000,QB
46,TyrodTaylor,5800,QB
48,AndyDalton,5700,QB
50,JoeFlacco,5600,QB
51,AlexSmith,5500,QB
53,DerekCarr,5500,QB
56,MatthewStafford,5400,QB
58,JayCutler,5300,QB
60,KirkCousins,5300,QB
63,ColinKaepernick,5200,QB
65,NickFoles,5200,QB
67,RobertGriffinIII,5200,QB
68,MikeVick,5100,QB
69,JoshMcCown,5100,QB
70,BrandonWeeden,5100,QB
72,BlakeBortles,5100,QB
73,JameisWinston,5100,QB
74,MattCassel,5000,QB
75,CharlieWhitehurst,5000,QB
76,TarvarisJackson,5000,QB
77,DanOrlovsky,5000,QB
78,KellenClemens,5000,QB
79,DrewStanton,5000,QB
81,MattSchaub,5000,QB
82,LukeMcCown,5000,QB
83,ChadHenne,5000,QB
84,MarkSanchez,5000,QB
85,ChaseDaniel,5000,QB
87,ColtMcCoy,5000,QB
88,ScottTolzien,5000,QB
89,ThaddeusLewis,5000,QB
90,CaseKeenum,5000,QB
91,JimmyClausen,5000,QB
92,KellenMoore,5000,QB
93,AustinDavis,5000,QB
94,LandryJones,5000,QB
95,EJManuel,5000,QB
96,BlaineGabbert,5000,QB
97,SeanRenfree,5000,QB
98,MikeGlennon,5000,QB
99,RyanNassib,5000,QB
100,RyanGriffin,5000,QB
101,MattMcGloin,5000,QB
102,MattBarkley,5000,QB
103,ZachMettenberger,5000,QB
104,AaronMurray,5000,QB
105,BrockOsweiler,5000,QB
106,AJMcCarron,5000,QB
107,DavidFales,5000,QB
108,GarrettGrayson,5000,QB
109,TrevorSiemian,5000,QB
110,JimmyGaroppolo,5000,QB
111,SeanMannion,5000,QB
112,BrettHundley,5000,QB
113,JohnnyManziel,5000,QB
