,Name,Salary,Position
0,JulioJones,9100,WR
1,OdellBeckhamJr,8700,WR
2,DeAndreHopkins,8600,WR
5,JulianEdelman,8200,WR
7,DezBryant,8100,WR
8,AntonioBrown,7900,WR
10,BrandonMarshall,7800,WR
11,CalvinJohnson,7700,WR
12,KeenanAllen,7700,WR
16,LarryFitzgerald,7400,WR
24,TYHilton,6500,WR
26,AmariCooper,6500,WR
28,JeremyMaclin,6400,WR
29,JordanMatthews,6400,WR
30,MikeEvans,6400,WR
32,SteveSmithSr,6200,WR
33,JarvisLandry,6200,WR
40,DeSeanJackson,5700,WR
43,JohnBrown,5500,WR
45,BrandinCooks,5500,WR
46,TravisBenjamin,5400,WR
48,VincentJackson,5300,WR
50,EricDecker,5300,WR
54,GoldenTate,5200,WR
55,KendallWright,5200,WR
56,DonteMoncrief,5200,WR
84,PierreGarcon,5000,WR
110,MartavisBryant,4700,WR
113,VictorCruz,4500,WR
114,TavonAustin,4500,WR
115,KamarAiken,4400,WR
116,RuebenRandle,4400,WR
117,BreshadPerriman,4400,WR
118,AndreJohnson,4300,WR
120,MichaelCrabtree,4300,WR
123,RishardMatthews,4300,WR
124,WillieSnead,4300,WR
125,MikeWallace,4200,WR
126,LeonardHankerson,4200,WR
127,TerranceWilliams,4200,WR
131,StefonDiggs,4200,WR
140,KennyBritt,3700,WR
141,JamisonCrowder,3700,WR
143,RoddyWhite,3600,WR
144,MalcomFloyd,3600,WR
148,LanceMoore,3500,WR
149,DannyAmendola,3500,WR
150,StevieJohnson,3500,WR
153,NelsonAgholor,3500,WR
154,MarquesColston,3400,WR
156,CecilShortsIII,3400,WR
160,TedGinnJr,3300,WR
161,DwayneHarris,3300,WR
175,MichaelFloyd,3200,WR
176,ColeBeasley,3200,WR
178,JoshHuff,3200,WR
180,DorialGreenBeckham,3200,WR
182,SethRoberts,3200,WR
184,DarriusHeywardBey,3100,WR
190,GregJennings,3000,WR
191,JasonAvant,3000,WR
192,MilesAustin,3000,WR
193,NateWashington,3000,WR
194,DwayneBowe,3000,WR
196,HarryDouglas,3000,WR
197,EricWeems,3000,WR
198,MatthewSlater,3000,WR
199,JerrichoCotchery,3000,WR
202,AndrewHawkins,3000,WR
203,SeyiAjirotutu,3000,WR
204,MarlonMoore,3000,WR
206,LouisMurphy,3000,WR
207,BrianHartline,3000,WR
212,AndreRoberts,3000,WR
213,JacobyJones,3000,WR
214,RileyCooper,3000,WR
215,JeremyRoss,3000,WR
217,JosephMorgan,3000,WR
221,CharlesJohnson,3000,WR
222,BrianQuick,3000,WR
223,DontrelleInman,3000,WR
225,JeremyKerley,3000,WR
235,BriceButler,3000,WR
237,ChrisOwusu,3000,WR
238,GriffWhalen,3000,WR
239,BrentonBersin,3000,WR
241,FrankieHammondJr,3000,WR
242,JaronBrown,3000,WR
243,ChrisGivens,3000,WR
244,KeshawnMartin,3000,WR
245,MylesWhite,3000,WR
247,JariusWright,3000,WR
250,RussellShepard,3000,WR
253,RyanGrant,3000,WR
254,MarkusWheaton,3000,WR
260,DriArcher,3000,WR
262,KevinNorwood,3000,WR
264,NickWilliams,3000,WR
265,DevinStreet,3000,WR
266,MarlonBrown,3000,WR
267,AaronDobson,3000,WR
268,StedmanBailey,3000,WR
270,QuincyEnunwa,3000,WR
271,JustinHunter,3000,WR
272,KennyStills,3000,WR
275,TJJones,3000,WR
278,RodStreater,3000,WR
282,WaltPowell,3000,WR
285,BrandonColeman,3000,WR
287,AlbertWilson,3000,WR
288,MattHazel,3000,WR
289,KeithMumphery,3000,WR
290,JustinHardy,3000,WR
291,JJNelson,3000,WR
292,AndreHolmes,3000,WR
293,CoreyFuller,3000,WR
294,GeremyDavis,3000,WR
297,CoreyBrown,3000,WR
301,ChrisConley,3000,WR
302,SammieCoates,3000,WR
304,PhillipDorsett,3000,WR
305,RashadRoss,3000,WR
306,DarrenWaller,3000,WR
307,DeVanteParker,3000,WR
308,BradleyMarquez,3000,WR
310,DevinSmith,3000,WR
313,DeAnthonyThomas,3000,WR
314,BrittanGolden,3000,WR
315,CordarrellePatterson,3000,WR
317,DevinFunchess,3000,WR
319,LuckyWhitehead,3000,WR
320,JaelenStrong,3000,WR
321,AdamThielen,3000,WR
323,TaylorGabriel,3000,WR
324,DonteeaDye,3000,WR
