,Name,Salary,Position
3,TomBrady,8500,QB
14,AndrewLuck,7600,QB
17,MattRyan,7200,QB
18,DrewBrees,7000,QB
19,EliManning,6800,QB
20,BenRoethlisberger,6800,QB
21,CarsonPalmer,6700,QB
22,CamNewton,6600,QB
23,PhilipRivers,6500,QB
36,SamBradford,6100,QB
39,JoeFlacco,5700,QB
41,MatthewStafford,5700,QB
42,RyanTannehill,5700,QB
47,MarcusMariota,5400,QB
49,BrianHoyer,5300,QB
51,DerekCarr,5300,QB
52,JoshMcCown,5200,QB
53,RyanFitzpatrick,5200,QB
57,AlexSmith,5100,QB
58,NickFoles,5100,QB
59,LandryJones,5100,QB
60,TeddyBridgewater,5100,QB
61,JameisWinston,5100,QB
62,MattHasselbeck,5000,QB
63,MikeVick,5000,QB
64,MattCassel,5000,QB
65,CharlieWhitehurst,5000,QB
66,DerekAnderson,5000,QB
67,DanOrlovsky,5000,QB
68,KellenClemens,5000,QB
69,ShaunHill,5000,QB
70,MattMoore,5000,QB
71,DrewStanton,5000,QB
73,MattSchaub,5000,QB
74,LukeMcCown,5000,QB
75,JoeWebb,5000,QB
76,MarkSanchez,5000,QB
77,ChaseDaniel,5000,QB
78,ColtMcCoy,5000,QB
79,ThaddeusLewis,5000,QB
80,CaseKeenum,5000,QB
81,RyanMallett,5000,QB
82,KellenMoore,5000,QB
83,BrandonWeeden,5000,QB
85,AustinDavis,5000,QB
86,KirkCousins,5000,QB
87,RobertGriffinIII,5000,QB
88,SeanRenfree,5000,QB
89,MikeGlennon,5000,QB
90,RyanNassib,5000,QB
91,RyanGriffin,5000,QB
92,MattMcGloin,5000,QB
93,MattBarkley,5000,QB
94,ZachMettenberger,5000,QB
95,AaronMurray,5000,QB
96,BrycePetty,5000,QB
97,GenoSmith,5000,QB
98,GarrettGrayson,5000,QB
99,JimmyGaroppolo,5000,QB
100,SeanMannion,5000,QB
101,JohnnyManziel,5000,QB
102,TaylorHeinicke,5000,QB
