,Name,Salary,Position
0,JulioJones,9200,WR
1,OdellBeckhamJr,9000,WR
2,AntonioBrown,8700,WR
4,DezBryant,8200,WR
5,DemaryiusThomas,8100,WR
9,AJGreen,7700,WR
11,RandallCobb,7500,WR
12,CalvinJohnson,7400,WR
13,EmmanuelSanders,7400,WR
16,KeenanAllen,7200,WR
20,JulianEdelman,7000,WR
23,LarryFitzgerald,6800,WR
27,AmariCooper,6600,WR
28,AlshonJeffery,6500,WR
29,JordanMatthews,6400,WR
32,SteveSmithSr,6200,WR
37,MikeEvans,6100,WR
40,JeremyMaclin,6000,WR
43,BrandinCooks,5900,WR
45,DeSeanJackson,5800,WR
47,JamesJones,5700,WR
54,SammyWatkins,5500,WR
55,AllenRobinson,5500,WR
57,KendallWright,5400,WR
59,PierreGarcon,5300,WR
64,GoldenTate,5200,WR
71,JohnBrown,5100,WR
80,VincentJackson,5000,WR
120,MichaelCrabtree,4600,WR
121,PercyHarvin,4600,WR
127,VictorCruz,4500,WR
130,TravisBenjamin,4500,WR
132,AllenHurns,4500,WR
134,DavanteAdams,4500,WR
135,BreshadPerriman,4500,WR
136,AnquanBoldin,4400,WR
138,RuebenRandle,4400,WR
140,MarquesColston,4300,WR
141,TerranceWilliams,4300,WR
142,TavonAustin,4300,WR
147,TorreySmith,4200,WR
148,DougBaldwin,4200,WR
151,NelsonAgholor,4200,WR
157,StevieJohnson,4000,WR
158,KennyBritt,4000,WR
160,LeonardHankerson,4000,WR
167,KamarAiken,3800,WR
168,MartavisBryant,3800,WR
170,EddieRoyal,3700,WR
171,MarvinJones,3700,WR
176,DannyAmendola,3600,WR
179,RoddyWhite,3500,WR
180,MalcomFloyd,3500,WR
181,DarriusHeywardBey,3500,WR
184,JermaineKearse,3500,WR
188,JamisonCrowder,3500,WR
191,DwayneHarris,3400,WR
192,MarquessWilson,3400,WR
193,TyMontgomery,3400,WR
194,TylerLockett,3400,WR
195,SethRoberts,3400,WR
198,MilesAustin,3300,WR
199,RileyCooper,3300,WR
200,DontrelleInman,3300,WR
201,MohamedSanu,3300,WR
202,MarkusWheaton,3300,WR
205,JoshuaBellamy,3300,WR
209,DorialGreenBeckham,3300,WR
211,BrianHartline,3200,WR
212,BrianQuick,3200,WR
214,JustinHunter,3200,WR
215,BrandonColeman,3200,WR
216,ChrisHogan,3200,WR
218,DarrenWaller,3200,WR
221,DwayneBowe,3100,WR
222,ColeBeasley,3100,WR
225,RobertWoods,3100,WR
226,ChrisConley,3100,WR
229,LanceMoore,3000,WR
230,JasonAvant,3000,WR
232,DevinHester,3000,WR
233,AndreCaldwell,3000,WR
235,HarryDouglas,3000,WR
236,EricWeems,3000,WR
237,MatthewSlater,3000,WR
239,MarcusThigpen,3000,WR
241,AndrewHawkins,3000,WR
243,SeyiAjirotutu,3000,WR
244,MarlonMoore,3000,WR
245,BrandonTate,3000,WR
247,LouisMurphy,3000,WR
250,JordanNorwood,3000,WR
254,MarcMariani,3000,WR
255,BryanWalters,3000,WR
256,AndreRoberts,3000,WR
257,JacobyJones,3000,WR
262,JosephMorgan,3000,WR
264,MarcusEasley,3000,WR
266,GregLittle,3000,WR
275,MichaelFloyd,3000,WR
279,BriceButler,3000,WR
281,FrankieHammondJr,3000,WR
282,JaronBrown,3000,WR
283,ChrisGivens,3000,WR
284,KeshawnMartin,3000,WR
285,BJDaniels,3000,WR
288,RussellShepard,3000,WR
290,RyanGrant,3000,WR
295,TonyWashington,3000,WR
297,DriArcher,3000,WR
298,MarquiseGoodwin,3000,WR
301,RicardoLockette,3000,WR
304,BennieFowler,3000,WR
305,JaredAbbrederis,3000,WR
306,NickWilliams,3000,WR
307,DevinStreet,3000,WR
308,MarlonBrown,3000,WR
309,ChrisMatthews,3000,WR
310,AaronDobson,3000,WR
312,StedmanBailey,3000,WR
314,TJJones,3000,WR
317,RodStreater,3000,WR
320,JoshHuff,3000,WR
323,AlbertWilson,3000,WR
325,DeAndrewWhite,3000,WR
327,JustinHardy,3000,WR
328,JJNelson,3000,WR
329,AndreHolmes,3000,WR
330,CoreyFuller,3000,WR
331,GeremyDavis,3000,WR
333,CameronMeredith,3000,WR
335,WillieSnead,3000,WR
336,QuintonPatton,3000,WR
337,SammieCoates,3000,WR
339,RashadRoss,3000,WR
341,MarqiseLee,3000,WR
342,AdamHumphries,3000,WR
344,BruceEllington,3000,WR
346,BradleyMarquez,3000,WR
347,DeAnthonyThomas,3000,WR
348,CodyLatimer,3000,WR
349,BrittanGolden,3000,WR
352,LuckyWhitehead,3000,WR
354,MarioAlford,3000,WR
355,TaylorGabriel,3000,WR
357,JeffJanis,3000,WR
