,Name,Projection,Salary,Position,DPP
0,CJAnderson,15.754,5300.0,RB,336.422495874
1,MattForte,15.512,7000.0,RB,451.263537906
2,MarkIngram,14.653,6100.0,RB,416.297004026
3,DeMarcoMurray,13.9355,6200.0,RB,444.906892469
4,LeSeanMcCoy,13.7575,5500.0,RB,399.781937125
5,MarshawnLynch,13.646,7100.0,RB,520.298988715
6,JamaalCharles,13.3235,7800.0,RB,585.43175592
7,AdrianPeterson,12.8105,,,
8,LataviusMurray,12.751,6300.0,RB,494.078895773
9,JeremyHill,12.5675,6100.0,RB,485.37895365
10,JustinForsett,12.1275,5800.0,RB,478.251906823
11,AndreEllington,11.8735,5300.0,RB,446.372173327
12,JonathanStewart,11.4125,,,
13,EddieLacy,11.351,6700.0,RB,590.256365078
14,FrankGore,11.231,,,
15,DeAngeloWilliams,11.093,4500.0,RB,405.661227801
16,GiovaniBernard,10.8785,4800.0,RB,441.237302937
17,AlfredMorris,10.5945,4000.0,RB,377.55439143
18,DannyWoodhead,10.242,4600.0,RB,449.131029096
19,BennyCunningham,10.0785,3300.0,RB,327.429677035
20,CarlosHyde,10.07,4900.0,RB,486.593843098
21,DionLewis,9.8325,4800.0,RB,488.17696415
22,LamarMiller,9.822,,,
23,ChrisIvory,9.4565,,,
24,TreMason,9.4555,3700.0,RB,391.306646925
25,RashadJennings,9.434,4500.0,RB,476.998092008
26,RonnieHillman,9.352,4900.0,RB,523.952095808
27,JoiqueBell,8.903,3500.0,RB,393.125912614
28,DexterMcCluster,8.7965,3000.0,RB,341.044733701
29,DevontaFreeman,8.5385,6300.0,RB,737.834514259
30,IsaiahCrowell,8.4895,4100.0,RB,482.949525885
31,ShaneVereen,8.4495,4200.0,RB,497.070832594
32,DougMartin,8.367,4700.0,RB,561.730608342
33,ChrisJohnson,8.034,4400.0,RB,547.672392333
34,DarrenSproles,8.0015,4200.0,RB,524.901580954
35,JosephRandle,7.877,6000.0,RB,761.711311413
36,BishopSankey,7.841,4200.0,RB,535.645963525
37,BilalPowell,7.627,,,
38,JamesStarks,7.587,3500.0,RB,461.315407935
39,ChrisPolk,7.514,,,
40,DarrenMcFadden,7.42,3400.0,RB,458.221024259
41,FredJackson,7.215,3000.0,RB,415.8004158
42,LorenzoTaliaferro,7.192,3000.0,RB,417.130144605
43,MattAsiata,7.099,,,
44,AlfredBlue,7.0695,,,
45,ReggieBush,6.901,3600.0,RB,521.663527025
46,RyanMathews,6.734,3500.0,RB,519.750519751
47,KhiryRobinson,6.504,3000.0,RB,461.254612546
48,TheoRiddick,6.4175,3000.0,RB,467.471756915
49,LanceDunbar,6.233,3900.0,RB,625.701909193
50,DenardRobinson,6.1875,3000.0,RB,484.848484848
51,AndreWilliams,6.03,3100.0,RB,514.096185738
52,JerickMcKinnon,5.767,,,
53,TerranceWest,5.516,3300.0,RB,598.259608412
54,LeGarretteBlount,5.2955,4500.0,RB,849.778113493
55,DamienWilliams,5.1645,,,
56,CJSpiller,5.03,3800.0,RB,755.467196819
57,KnileDavis,4.946,3000.0,RB,606.550748079
58,MarcelReece,4.945,3000.0,RB,606.673407482
59,AnthonyDixon,4.8845,,,
60,BrandenOliver,4.6605,3000.0,RB,643.707756678
61,IsaiahPead,4.4905,,,
62,BobbyRainey,4.313,3000.0,RB,695.571527939
63,MikeTolbert,4.2315,,,
64,JonathanGrimes,4.1255,,,
65,JordanTodman,3.992,3000.0,RB,751.503006012
66,DeAnthonyThomas,3.8305,,,
67,BrandonBolden,3.608,3000.0,RB,831.485587583
68,BruceMiller,3.5685,3000.0,RB,840.68936528
69,ShaunDraughn,3.2575,3000.0,RB,920.951650038
70,TravarisCadet,3.208,,,
71,JacquizzRodgers,3.1025,3000.0,RB,966.962127317
72,FozzyWhittaker,3.073,,,
73,TaiwanJones,2.7955,3000.0,RB,1073.15328206
74,WillJohnson,2.4065,3000.0,RB,1246.6237274
75,BernardPierce,2.4045,3000.0,RB,1247.66063631
76,KyleJuszczyk,2.104,3000.0,RB,1425.85551331
77,DarrelYoung,1.6665,3000.0,RB,1800.180018
78,TommyBohanon,1.5935,,,
79,JorvorskieLane,1.5335,3000.0,RB,1956.30909684
80,AnthonySherman,1.5305,3000.0,RB,1960.14374387
81,LeVeonBell,,8500.0,RB,
82,KarlosWilliams,,5700.0,RB,
83,MelvinGordon,,4900.0,RB,
84,DukeJohnsonJr,,4600.0,RB,
85,TJYeldon,,4400.0,RB,
86,DavidJohnson,,4300.0,RB,
87,ToddGurley,,4300.0,RB,
88,TevinColeman,,4200.0,RB,
89,AmeerAbdullah,,4100.0,RB,
90,MattJones,,4000.0,RB,
91,ThomasRawls,,3800.0,RB,
92,CharlesSims,,3600.0,RB,
93,TreyWatts,,3500.0,RB,
94,AntonioAndrews,,3500.0,RB,
95,ChrisThompson,,3300.0,RB,
96,JamesWhite,,3300.0,RB,
97,TerronWard,,3200.0,RB,
98,TylerClutts,,3000.0,RB,
99,JeromeFelton,,3000.0,RB,
100,CedricPeerman,,3000.0,RB,
101,JohnKuhn,,3000.0,RB,
102,BoobieDixon,,3000.0,RB,
103,TobyGerhart,,3000.0,RB,
104,ChaseReynolds,,3000.0,RB,
105,WillTukuafu,,3000.0,RB,
106,RobertTurbin,,3000.0,RB,
107,RoyHeluJr,,3000.0,RB,
108,PatrickDiMarco,,3000.0,RB,
109,AustinJohnson,,3000.0,RB,
110,JarrydHayne,,3000.0,RB,
111,KenjonBarner,,3000.0,RB,
112,DerrickColeman,,3000.0,RB,
113,RexBurkhead,,3000.0,RB,
114,NikitaWhitlock,,3000.0,RB,
115,StepfanTaylor,,3000.0,RB,
116,CierreWood,,3000.0,RB,
117,ChristineMichael,,3000.0,RB,
118,JalstonFowler,,3000.0,RB,
119,OrleansDarkwa,,3000.0,RB,
120,RooseveltNix,,3000.0,RB,
121,MarcusMurphy,,3000.0,RB,
122,MalcolmJohnson,,3000.0,RB,
123,JuwanThompson,,3000.0,RB,
124,MichaelBurton,,3000.0,RB,
125,CoreyGrant,,3000.0,RB,
126,JeremyLangford,,3000.0,RB,
127,JamizeOlawale,,3000.0,RB,
128,ZachZenner,,3000.0,RB,
129,KaDeemCarey,,3000.0,RB,
130,JavoriusAllen,,3000.0,RB,
